"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2016",,,,,,"Data collected as of December 14, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,16404,3.31,2950,,1471,0.46,8109,2.56,61547,19.45,2044,0.65,1637,0.52,410,0.13,1196,0.38,56,0.02,291,0.09,3129,0.99,8,0.01,467,0.67,7,0.01,15,0.03,573,1.21,5,0.01,25,0.05
Hokkaido,1474,6.52,211,,72,0.51,763,5.37,785,5.53,174,1.23,32,0.23,15,0.11,40,0.28,-,-,11,0.08,124,0.87,-,-,9,0.31,-,-,-,-,23,1,-,-,1,0.04
Aomori,72,1.11,15,,18,0.43,62,1.48,361,8.6,5,0.12,9,0.21,10,0.24,12,0.29,-,-,10,0.24,6,0.14,-,-,11,1,-,-,-,-,3,0.5,-,-,1,0.17
Iwate,581,8.94,23,,24,0.6,139,3.48,439,10.98,14,0.35,9,0.23,-,-,16,0.4,-,-,11,0.28,27,0.68,-,-,1,0.07,-,-,3,0.16,15,0.79,-,-,2,0.11
Miyagi,421,4.43,27,,14,0.24,236,4,2445,41.44,69,1.17,8,0.14,2,0.03,31,0.53,-,-,1,0.02,12,0.2,-,-,2,0.17,-,-,-,-,11,0.92,-,-,-,-
Akita,164,3.04,20,,13,0.37,81,2.31,270,7.71,25,0.71,2,0.06,-,-,6,0.17,-,-,4,0.11,9,0.26,1,0.14,-,-,-,-,-,-,13,1.63,-,-,1,0.13
Yamagata,70,1.46,33,,12,0.4,196,6.53,1361,45.37,18,0.6,4,0.13,-,-,10,0.33,-,-,2,0.07,57,1.9,-,-,-,-,-,-,-,-,6,0.6,-,-,-,-
Fukushima,513,6.66,89,,12,0.26,112,2.43,905,19.67,48,1.04,9,0.2,25,0.54,25,0.54,1,0.02,2,0.04,12,0.26,-,-,10,0.83,-,-,-,-,6,1,-,-,1,0.17
Ibaraki,289,2.41,27,,14,0.19,187,2.49,1487,19.83,40,0.53,36,0.48,7,0.09,18,0.24,-,-,5,0.07,23,0.31,1,0.06,15,0.88,-,-,-,-,16,1.23,-,-,-,-
Tochigi,766,10.08,53,,18,0.38,69,1.44,738,15.38,26,0.54,12,0.25,4,0.08,29,0.6,-,-,4,0.08,13,0.27,-,-,13,1.08,-,-,-,-,8,1.14,-,-,-,-
Gunma,408,4.34,37,,44,0.76,175,3.02,1010,17.41,21,0.36,35,0.6,15,0.26,21,0.36,-,-,4,0.07,35,0.6,-,-,15,1.07,-,-,-,-,23,2.88,-,-,-,-
Saitama,977,3.86,62,,67,0.42,553,3.43,4973,30.89,120,0.75,71,0.44,15,0.09,63,0.39,1,0.01,7,0.04,147,0.91,-,-,23,0.56,-,-,-,-,17,1.7,-,-,-,-
Chiba,713,3.32,35,,46,0.34,535,3.96,3089,22.88,60,0.44,96,0.71,16,0.12,42,0.31,6,0.04,12,0.09,68,0.5,-,-,19,0.56,-,-,-,-,15,1.67,-,-,-,-
Tokyo,1675,4.02,82,,119,0.45,741,2.82,7164,27.24,160,0.61,117,0.44,56,0.21,125,0.48,8,0.03,15,0.06,144,0.55,-,-,14,0.36,1,0.04,1,0.04,34,1.36,1,0.04,1,0.04
Kanagawa,1172,3.43,45,,61,0.28,473,2.2,5321,24.75,186,0.87,72,0.33,21,0.1,95,0.44,2,0.01,8,0.04,193,0.9,3,0.06,78,1.59,-,-,1,0.09,7,0.64,-,-,3,0.27
Niigata,313,3.4,80,,40,0.69,168,2.9,689,11.88,66,1.14,5,0.09,3,0.05,21,0.36,2,0.03,5,0.09,170,2.93,-,-,8,0.8,-,-,1,0.08,14,1.08,1,0.08,-,-
Toyama,419,8.73,26,,17,0.59,45,1.55,607,20.93,6,0.21,-,-,2,0.07,6,0.21,-,-,1,0.03,151,5.21,-,-,1,0.14,-,-,-,-,14,2.8,-,-,-,-
Ishikawa,306,6.38,22,,32,1.1,65,2.24,477,16.45,18,0.62,5,0.17,-,-,12,0.41,-,-,-,-,16,0.55,-,-,3,0.43,-,-,-,-,8,1.6,-,-,-,-
Fukui,237,7.41,28,,24,1.09,62,2.82,555,25.23,21,0.95,4,0.18,2,0.09,10,0.45,-,-,-,-,20,0.91,-,-,-,-,1,0.17,-,-,10,1.67,-,-,-,-
Yamanashi,145,3.54,10,,17,0.71,46,1.92,432,18,9,0.38,19,0.79,1,0.04,1,0.04,-,-,-,-,36,1.5,-,-,12,1.33,-,-,-,-,10,1,-,-,-,-
Nagano,174,2,112,,7,0.13,106,1.96,761,14.09,35,0.65,23,0.43,11,0.2,15,0.28,1,0.02,1,0.02,121,2.24,-,-,14,1.27,-,-,-,-,17,1.55,-,-,1,0.09
Gifu,260,2.99,58,,26,0.49,45,0.85,574,10.83,15,0.28,16,0.3,-,-,17,0.32,1,0.02,-,-,74,1.4,-,-,8,0.73,-,-,-,-,28,5.6,-,-,2,0.4
Shizuoka,331,2.38,68,,32,0.36,372,4.18,1862,20.92,44,0.49,65,0.73,5,0.06,36,0.4,-,-,7,0.08,64,0.72,-,-,20,0.95,-,-,-,-,13,1.3,2,0.2,-,-
Aichi,500,2.56,171,,55,0.3,312,1.72,3714,20.52,87,0.48,74,0.41,12,0.07,58,0.32,1,0.01,11,0.06,74,0.41,-,-,10,0.29,1,0.07,-,-,27,1.93,-,-,-,-
Mie,120,1.67,36,,18,0.4,55,1.22,1178,26.18,19,0.42,23,0.51,11,0.24,14,0.31,-,-,2,0.04,23,0.51,-,-,-,-,-,-,2,0.22,7,0.78,-,-,-,-
