"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2018",,,,,,"Data collected as of May 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shiga,19,0.37,6,0.19,19,0.61,42,1.35,166,5.35,18,0.58,14,0.45,3,0.1,11,0.35,3,0.1,5,0.16,-,-,5,0.63,-,-,-,-,-,-,-,-,1,0.14
Kyoto,37,0.29,11,0.14,38,0.49,163,2.12,525,6.82,28,0.36,3,0.04,-,-,31,0.4,3,0.04,9,0.12,-,-,9,0.5,-,-,-,-,-,-,-,-,2,0.29
Osaka,40,0.13,31,0.16,145,0.74,503,2.55,1616,8.2,94,0.48,18,0.09,15,0.08,156,0.79,7,0.04,34,0.17,1,0.02,33,0.63,-,-,-,-,-,-,-,-,14,0.82
Hyogo,46,0.23,11,0.09,79,0.62,206,1.61,1005,7.85,76,0.59,7,0.05,4,0.03,71,0.55,1,0.01,19,0.15,3,0.09,53,1.51,1,0.07,2,0.14,-,-,-,-,3,0.21
Nara,12,0.22,1,0.03,29,0.85,67,1.97,259,7.62,25,0.74,7,0.21,5,0.15,22,0.65,-,-,6,0.18,-,-,7,0.7,2,0.33,-,-,-,-,-,-,2,0.33
Wakayama,7,0.15,3,0.1,19,0.63,36,1.2,127,4.23,14,0.47,2,0.07,4,0.13,20,0.67,4,0.13,6,0.2,2,0.5,-,-,1,0.09,-,-,1,0.09,-,-,2,0.18
Tottori,47,1.62,9,0.47,13,0.68,99,5.21,231,12.16,6,0.32,5,0.26,-,-,14,0.74,-,-,2,0.11,-,-,2,0.4,-,-,-,-,-,-,-,-,2,0.4
Shimane,17,0.45,7,0.3,9,0.39,54,2.35,225,9.78,6,0.26,3,0.13,-,-,16,0.7,-,-,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,27,0.32,2,0.04,19,0.35,118,2.19,447,8.28,36,0.67,19,0.35,8,0.15,28,0.52,8,0.15,7,0.13,-,-,8,0.67,-,-,1,0.2,-,-,-,-,1,0.2
Hiroshima,41,0.36,12,0.17,63,0.88,150,2.08,571,7.93,21,0.29,19,0.26,2,0.03,36,0.5,10,0.14,7,0.1,2,0.11,20,1.05,-,-,-,-,-,-,-,-,8,0.38
Yamaguchi,41,0.61,20,0.43,29,0.62,197,4.19,382,8.13,14,0.3,26,0.55,-,-,34,0.72,-,-,4,0.09,-,-,10,1.11,1,0.11,-,-,3,0.33,-,-,-,-
Tokushima,52,1.41,14,0.61,13,0.57,44,1.91,182,7.91,9,0.39,3,0.13,1,0.04,25,1.09,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,16,0.34,2,0.07,16,0.57,47,1.68,306,10.93,9,0.32,3,0.11,2,0.07,26,0.93,1,0.04,5,0.18,1,0.2,3,0.6,1,0.2,-,-,-,-,-,-,3,0.6
Ehime,29,0.48,17,0.46,27,0.73,137,3.7,439,11.86,14,0.38,2,0.05,-,-,35,0.95,1,0.03,4,0.11,-,-,20,2.5,-,-,-,-,1,0.17,-,-,1,0.17
Kochi,5,0.1,5,0.17,7,0.23,50,1.67,148,4.93,9,0.3,7,0.23,1,0.03,19,0.63,2,0.07,1,0.03,-,-,1,0.33,-,-,-,-,2,0.25,1,0.13,1,0.13
Fukuoka,103,0.52,71,0.59,115,0.96,428,3.57,1220,10.17,88,0.73,234,1.95,7,0.06,106,0.88,8,0.07,46,0.38,-,-,46,1.77,1,0.07,-,-,2,0.13,-,-,1,0.07
Saga,34,0.87,4,0.17,54,2.35,37,1.61,161,7,16,0.7,44,1.91,-,-,12,0.52,3,0.13,2,0.09,-,-,-,-,-,-,-,-,5,0.83,-,-,5,0.83
Nagasaki,27,0.39,4,0.09,26,0.59,102,2.32,245,5.57,12,0.27,76,1.73,-,-,29,0.66,19,0.43,3,0.07,-,-,9,1.13,-,-,-,-,2,0.17,-,-,7,0.58
Kumamoto,47,0.59,3,0.06,23,0.46,94,1.88,466,9.32,24,0.48,99,1.98,1,0.02,63,1.26,9,0.18,5,0.1,-,-,16,1.78,-,-,-,-,-,-,-,-,2,0.13
Oita,19,0.33,6,0.17,20,0.56,66,1.83,474,13.17,26,0.72,95,2.64,1,0.03,37,1.03,7,0.19,8,0.22,-,-,10,2,-,-,-,-,-,-,-,-,-,-
Miyazaki,40,0.68,10,0.28,46,1.28,95,2.64,417,11.58,29,0.81,174,4.83,2,0.06,44,1.22,11,0.31,57,1.58,-,-,23,3.83,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,12,0.13,13,0.24,94,1.74,186,3.44,573,10.61,22,0.41,208,3.85,5,0.09,40,0.74,5,0.09,21,0.39,-,-,16,2.29,-,-,-,-,-,-,-,-,1,0.08
Okinawa,97,1.7,81,2.38,26,0.76,63,1.85,144,4.24,24,0.71,26,0.76,1,0.03,30,0.88,-,-,4,0.12,-,-,23,2.56,-,-,1,0.14,2,0.29,1,0.14,1,0.14
