"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2018",,,,,,"Data collected as of May 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2072,0.42,803,0.25,1952,0.62,9014,2.85,21306,6.74,1645,0.52,1348,0.43,423,0.13,2016,0.64,155,0.05,621,0.2,23,0.03,818,1.17,13,0.03,8,0.02,65,0.14,6,0.01,138,0.29
Hokkaido,232,1.04,130,0.92,116,0.82,627,4.45,500,3.55,57,0.4,20,0.14,4,0.03,36,0.26,1,0.01,10,0.07,2,0.07,12,0.41,-,-,-,-,6,0.26,-,-,11,0.48
Aomori,83,1.28,6,0.14,11,0.26,66,1.57,275,6.55,17,0.4,18,0.43,1,0.02,21,0.5,-,-,25,0.6,-,-,8,0.73,1,0.17,-,-,4,0.67,-,-,3,0.5
Iwate,115,1.77,11,0.28,19,0.48,108,2.7,168,4.2,8,0.2,2,0.05,7,0.18,19,0.48,-,-,17,0.43,-,-,13,0.93,-,-,-,-,1,0.05,-,-,7,0.37
Miyagi,50,0.53,27,0.46,22,0.37,233,3.95,364,6.17,34,0.58,5,0.08,10,0.17,40,0.68,1,0.02,5,0.08,-,-,7,0.58,-,-,-,-,4,0.33,-,-,4,0.33
Akita,62,1.15,6,0.17,16,0.46,42,1.2,165,4.71,7,0.2,-,-,-,-,8,0.23,-,-,4,0.11,-,-,4,0.57,-,-,-,-,9,1.13,-,-,2,0.25
Yamagata,39,0.81,9,0.3,34,1.13,113,3.77,241,8.03,16,0.53,5,0.17,10,0.33,19,0.63,5,0.17,3,0.1,-,-,6,0.75,-,-,-,-,1,0.1,-,-,2,0.2
Fukushima,84,1.01,33,0.66,33,0.66,116,2.32,299,5.98,14,0.28,15,0.3,7,0.14,35,0.7,-,-,16,0.32,-,-,25,1.92,1,0.14,-,-,1,0.14,-,-,1,0.14
Ibaraki,37,0.31,12,0.16,38,0.51,206,2.75,330,4.4,26,0.35,6,0.08,-,-,38,0.51,1,0.01,6,0.08,-,-,22,1.29,-,-,-,-,3,0.23,-,-,1,0.08
Tochigi,9,0.12,5,0.1,8,0.17,120,2.5,199,4.15,17,0.35,1,0.02,20,0.42,29,0.6,-,-,5,0.1,-,-,14,1.17,-,-,-,-,1,0.14,-,-,-,-
Gunma,13,0.15,6,0.11,27,0.5,209,3.87,337,6.24,21,0.39,23,0.43,5,0.09,35,0.65,3,0.06,11,0.2,-,-,16,1.07,-,-,-,-,-,-,-,-,1,0.11
Saitama,45,0.17,33,0.2,96,0.59,695,4.26,1201,7.37,179,1.1,21,0.13,29,0.18,117,0.72,4,0.02,26,0.16,1,0.03,53,1.33,1,0.09,1,0.09,2,0.18,-,-,6,0.55
Chiba,41,0.19,11,0.08,74,0.56,443,3.36,607,4.6,104,0.79,7,0.05,15,0.11,76,0.58,8,0.06,20,0.15,2,0.06,21,0.6,-,-,-,-,-,-,1,0.11,4,0.44
Tokyo,93,0.22,33,0.13,116,0.44,907,3.45,1812,6.89,121,0.46,27,0.1,99,0.38,214,0.81,6,0.02,28,0.11,1,0.03,36,0.95,-,-,1,0.04,2,0.08,2,0.08,7,0.29
Kanagawa,60,0.18,24,0.11,109,0.5,605,2.8,1106,5.12,175,0.81,27,0.13,115,0.53,146,0.68,10,0.05,56,0.26,-,-,164,3.15,1,0.11,-,-,-,-,-,-,2,0.22
Niigata,79,0.88,53,0.93,97,1.7,279,4.89,334,5.86,18,0.32,12,0.21,5,0.09,35,0.61,2,0.04,19,0.33,2,0.2,35,3.5,1,0.08,-,-,1,0.08,-,-,1,0.08
Toyama,20,0.42,5,0.17,28,0.97,63,2.17,187,6.45,27,0.93,-,-,3,0.1,16,0.55,-,-,3,0.1,3,0.43,-,-,-,-,-,-,-,-,-,-,1,0.2
Ishikawa,27,0.56,3,0.1,14,0.48,99,3.41,230,7.93,9,0.31,1,0.03,6,0.21,19,0.66,-,-,4,0.14,-,-,2,0.29,-,-,-,-,4,0.8,-,-,-,-
Fukui,34,0.97,5,0.23,13,0.59,98,4.45,128,5.82,3,0.14,15,0.68,1,0.05,13,0.59,-,-,8,0.36,-,-,1,0.33,-,-,-,-,-,-,-,-,5,0.83
Yamanashi,9,0.22,-,-,10,0.42,55,2.29,123,5.13,3,0.13,-,-,-,-,6,0.25,1,0.04,2,0.08,-,-,15,1.67,1,0.1,-,-,1,0.1,-,-,4,0.4
Nagano,25,0.29,1,0.02,14,0.26,195,3.61,383,7.09,21,0.39,6,0.11,6,0.11,18,0.33,3,0.06,8,0.15,3,0.27,-,-,-,-,-,-,5,0.45,-,-,6,0.55
Gifu,22,0.25,1,0.02,9,0.17,65,1.23,250,4.72,9,0.17,1,0.02,-,-,13,0.25,-,-,5,0.09,-,-,-,-,-,-,-,-,-,-,-,-,2,0.4
Shizuoka,39,0.28,11,0.12,42,0.47,158,1.78,449,5.04,27,0.3,13,0.15,9,0.1,45,0.51,5,0.06,39,0.44,-,-,22,1,-,-,-,-,2,0.2,-,-,-,-
Aichi,29,0.15,28,0.15,52,0.29,381,2.09,986,5.42,99,0.54,24,0.13,8,0.04,84,0.46,1,0.01,35,0.19,-,-,25,0.71,-,-,1,0.07,-,-,-,-,8,0.53
Mie,10,0.14,7,0.16,25,0.56,147,3.27,303,6.73,13,0.29,5,0.11,1,0.02,29,0.64,1,0.02,6,0.13,-,-,3,0.25,-,-,1,0.11,-,-,1,0.11,2,0.22
