"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2018",,,,,,"Data collected as of May 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,21366,281.13,211,4.4,136,2.83,1319,27.48,2616,54.5,274,5.71,61,1.27,192,4,325,6.77,1,0.02,46,0.96,-,-,162,13.5,3,0.43,3,0.43,34,4.86,-,-,20,2.86
Gunma,29580,340,222,4.11,446,8.26,2877,53.28,4933,91.35,282,5.22,186,3.44,46,0.85,426,7.89,34,0.63,270,5,3,0.21,357,25.5,1,0.11,3,0.33,34,3.78,-,-,37,4.11
Saitama,97492,380.83,1073,6.62,855,5.28,9522,58.78,17051,105.25,1473,9.09,185,1.14,290,1.79,1281,7.91,41,0.25,263,1.62,19,0.48,461,11.53,4,0.4,16,1.6,20,2,3,0.3,28,2.8
Chiba,79921,376.99,492,3.7,658,4.95,6593,49.57,10321,77.6,833,6.26,120,0.9,205,1.54,832,6.26,51,0.38,249,1.87,10,0.29,362,10.65,7,0.78,8,0.89,17,1.89,4,0.44,29,3.22
Tokyo,125618,304.16,1284,4.94,1049,4.03,11955,45.98,25944,99.78,1488,5.72,299,1.15,821,3.16,2240,8.62,62,0.24,380,1.46,4,0.11,278,7.51,9,0.38,11,0.46,29,1.21,19,0.79,91,3.79
Kanagawa,120176,347.33,796,3.69,774,3.58,8380,38.8,17390,80.51,1469,6.8,293,1.36,1239,5.74,1649,7.63,42,0.19,511,2.37,9,0.18,1626,31.88,5,0.45,8,0.73,23,2.09,-,-,41,3.73
Niigata,34740,386,636,11.16,813,14.26,3978,69.79,3732,65.47,387,6.79,185,3.25,151,2.65,462,8.11,21,0.37,314,5.51,18,1.8,338,33.8,1,0.08,2,0.15,31,2.38,4,0.31,8,0.62
Toyama,15265,318.02,282,9.72,508,17.52,961,33.14,2839,97.9,174,6,114,3.93,72,2.48,202,6.97,3,0.1,25,0.86,8,1.14,18,2.57,3,0.6,-,-,15,3,-,-,13,2.6
Ishikawa,15153,315.69,214,7.38,348,12,2351,81.07,2617,90.24,235,8.1,55,1.9,108,3.72,202,6.97,4,0.14,38,1.31,-,-,43,6.14,1,0.2,1,0.2,56,11.2,-,-,6,1.2
Fukui,11602,362.56,152,6.91,177,8.05,1590,72.27,2432,110.55,80,3.64,113,5.14,18,0.82,159,7.23,5,0.23,69,3.14,-,-,7,2.33,8,1.33,2,0.33,4,0.67,3,0.5,71,11.83
Yamanashi,15037,366.76,63,2.63,72,3,950,39.58,1844,76.83,85,3.54,82,3.42,20,0.83,112,4.67,4,0.17,43,1.79,3,0.33,102,11.33,3,0.3,1,0.1,19,1.9,1,0.1,17,1.7
Nagano,33240,386.51,272,5.13,123,2.32,2442,46.08,4878,92.04,284,5.36,90,1.7,36,0.68,257,4.85,16,0.3,169,3.19,12,1.2,66,6.6,4,0.36,-,-,39,3.55,1,0.09,68,6.18
Gifu,25647,298.22,207,3.98,246,4.73,1012,19.46,3981,76.56,113,2.17,69,1.33,11,0.21,256,4.92,7,0.13,148,2.85,2,0.18,50,4.55,1,0.2,1,0.2,20,4,-,-,82,16.4
Shizuoka,50154,363.43,463,5.2,350,3.93,2918,32.79,7675,86.24,258,2.9,83,0.93,100,1.12,486,5.46,43,0.48,448,5.03,3,0.14,194,8.82,2,0.22,9,1,18,2,4,0.44,16,1.78
Aichi,79396,407.16,814,4.47,649,3.57,5906,32.45,15426,84.76,775,4.26,219,1.2,100,0.55,1045,5.74,25,0.14,400,2.2,3,0.09,256,7.31,5,0.33,5,0.33,43,2.87,1,0.07,121,8.07
Mie,26561,374.1,394,8.95,376,8.55,1937,44.02,4520,102.73,198,4.5,59,1.34,13,0.3,326,7.41,11,0.25,101,2.3,3,0.25,15,1.25,3,0.33,6,0.67,16,1.78,2,0.22,11,1.22
Shiga,17508,336.69,143,4.61,131,4.23,666,21.48,2210,71.29,166,5.35,88,2.84,25,0.81,201,6.48,20,0.65,142,4.58,1,0.13,54,6.75,1,0.14,5,0.71,1,0.14,-,-,7,1
Kyoto,39636,317.09,254,3.34,271,3.57,1998,26.29,6559,86.3,257,3.38,129,1.7,38,0.5,387,5.09,27,0.36,90,1.18,2,0.12,111,6.53,3,0.43,-,-,18,2.57,-,-,38,5.43
Osaka,88470,291.02,1991,10.06,979,4.94,7045,35.58,20653,104.31,1201,6.07,212,1.07,195,0.98,1467,7.41,81,0.41,463,2.34,21,0.4,383,7.37,6,0.35,9,0.53,30,1.76,2,0.12,156,9.18
Hyogo,64947,328.02,979,7.65,833,6.51,3364,26.28,13638,106.55,745,5.82,109,0.85,64,0.5,781,6.1,25,0.2,221,1.73,26,0.74,372,10.63,15,1.07,11,0.79,34,2.43,2,0.14,94,6.71
Nara,15638,289.59,243,7.15,189,5.56,1103,32.44,3285,96.62,169,4.97,56,1.65,68,2,244,7.18,26,0.76,32,0.94,1,0.1,57,5.7,9,1.5,3,0.5,17,2.83,-,-,46,7.67
Wakayama,14512,302.33,173,5.77,163,5.43,532,17.73,1731,57.7,134,4.47,14,0.47,17,0.57,205,6.83,24,0.8,76,2.53,39,9.75,12,3,3,0.27,5,0.45,16,1.45,4,0.36,43,3.91
Tottori,10769,371.34,89,4.68,135,7.11,2038,107.26,2323,122.26,76,4,36,1.89,16,0.84,137,7.21,4,0.21,14,0.74,3,0.6,15,3,2,0.4,3,0.6,8,1.6,-,-,49,9.8
Shimane,9909,260.76,120,5.22,94,4.09,1141,49.61,2807,122.04,71,3.09,80,3.48,4,0.17,208,9.04,7,0.3,88,3.83,-,-,4,1.33,2,0.25,2,0.25,5,0.63,-,-,39,4.88
Okayama,28297,336.87,130,2.41,190,3.52,1828,33.85,6666,123.44,296,5.48,125,2.31,43,0.8,333,6.17,31,0.57,81,1.5,11,0.92,101,8.42,2,0.4,1,0.2,5,1,-,-,25,5
Hiroshima,34042,298.61,442,6.23,545,7.68,2817,39.68,10830,152.54,303,4.27,160,2.25,21,0.3,422,5.94,71,1,111,1.56,10,0.53,282,14.84,5,0.25,2,0.1,17,0.85,1,0.05,361,18.05
Yamaguchi,26689,398.34,712,15.15,369,7.85,2531,53.85,4883,103.89,218,4.64,146,3.11,16,0.34,398,8.47,8,0.17,170,3.62,-,-,99,11,4,0.44,3,0.33,19,2.11,-,-,97,10.78
Tokushima,11905,321.76,309,13.43,168,7.3,747,32.48,1984,86.26,86,3.74,51,2.22,22,0.96,284,12.35,9,0.39,68,2.96,-,-,18,4.5,2,0.29,1,0.14,6,0.86,-,-,1,0.14
Kagawa,15162,322.6,155,5.54,164,5.86,961,34.32,3220,115,133,4.75,45,1.61,14,0.5,237,8.46,18,0.64,55,1.96,3,0.6,60,12,3,0.6,1,0.2,19,3.8,-,-,30,6
Ehime,23193,380.21,359,9.7,141,3.81,2180,58.92,5488,148.32,143,3.86,44,1.19,16,0.43,393,10.62,8,0.22,149,4.03,-,-,221,27.63,-,-,-,-,39,6.5,-,-,27,4.5
Kochi,20838,434.13,177,5.9,79,2.63,773,25.77,2181,72.7,88,2.93,175,5.83,18,0.6,163,5.43,10,0.33,16,0.53,-,-,12,4,2,0.25,1,0.13,28,3.5,11,1.38,20,2.5
Fukuoka,89885,453.96,1624,13.53,972,8.1,7427,61.89,16873,140.61,1013,8.44,1520,12.67,79,0.66,1387,11.56,67,0.56,494,4.12,3,0.12,470,18.08,17,1.13,9,0.6,71,4.73,-,-,61,4.07
Saga,15503,407.97,141,6.41,296,13.45,693,31.5,1904,86.55,127,5.77,334,15.18,6,0.27,275,12.5,6,0.27,20,0.91,2,0.5,47,11.75,2,0.33,2,0.33,17,2.83,-,-,51,8.5
Nagasaki,26833,383.33,290,6.59,225,5.11,2212,50.27,4190,95.23,253,5.75,864,19.64,17,0.39,308,7,51,1.16,37,0.84,5,0.63,69,8.63,1,0.08,8,0.67,35,2.92,-,-,78,6.5
Kumamoto,29680,371,336,6.72,400,8,1252,25.04,6606,132.12,200,4,628,12.56,22,0.44,615,12.3,107,2.14,83,1.66,-,-,188,20.89,7,0.47,8,0.53,14,0.93,-,-,33,2.2
Oita,26962,464.86,223,6.19,140,3.89,1195,33.19,8341,231.69,288,8,378,10.5,13,0.36,402,11.17,20,0.56,217,6.03,-,-,89,17.8,1,0.09,1,0.09,22,2,-,-,25,2.27
Miyazaki,27571,467.31,551,15.31,515,14.31,1303,36.19,7120,197.78,250,6.94,1319,36.64,24,0.67,526,14.61,51,1.42,537,14.92,-,-,247,41.17,1,0.14,-,-,4,0.57,-,-,152,21.71
Kagoshima,40492,440.13,784,14.52,1083,20.06,2986,55.3,8041,148.91,416,7.7,1182,21.89,35,0.65,378,7,36,0.67,699,12.94,1,0.14,130,18.57,1,0.08,2,0.17,6,0.5,-,-,10,0.83
Okinawa,27976,490.81,774,22.76,162,4.76,1196,35.18,2192,64.47,426,12.53,359,10.56,33,0.97,282,8.29,19,0.56,72,2.12,6,0.67,213,23.67,10,1.43,30,4.29,17,2.43,3,0.43,15,2.14
