"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2018",,,,,,"Data collected as of May 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1752385,354.52,23360,7.4,18983,6.01,140151,44.41,300844,95.32,18120,5.74,11716,3.71,4821,1.53,23104,7.32,1240,0.39,8803,2.79,252,0.36,8890,12.75,178,0.37,204,0.43,1444,3.01,75,0.16,2469,5.15
Hokkaido,74120,333.87,2379,17.12,1245,8.96,11077,79.69,5243,37.72,810,5.83,232,1.67,43,0.31,595,4.28,14,0.1,186,1.34,7,0.25,226,8.07,2,0.09,10,0.43,75,3.26,-,-,108,4.7
Aomori,22889,352.14,153,3.64,173,4.12,1374,32.71,3777,89.93,189,4.5,302,7.19,18,0.43,275,6.55,21,0.5,353,8.4,1,0.09,86,7.82,4,0.67,2,0.33,61,10.17,-,-,100,16.67
Iwate,26055,400.85,255,6.38,213,5.33,2754,68.85,2833,70.83,182,4.55,153,3.83,200,5,253,6.33,9,0.23,309,7.73,-,-,152,10.86,3,0.16,1,0.05,63,3.32,5,0.26,32,1.68
Miyagi,33871,356.54,564,9.56,276,4.68,3458,58.61,4576,77.56,440,7.46,191,3.24,77,1.31,476,8.07,15,0.25,60,1.02,5,0.42,58,4.83,-,-,-,-,64,5.33,1,0.08,24,2
Akita,19808,373.74,144,4.24,145,4.26,856,25.18,1886,55.47,118,3.47,33,0.97,11,0.32,141,4.15,11,0.32,130,3.82,2,0.29,29,4.14,2,0.25,-,-,151,18.88,3,0.38,38,4.75
Yamagata,16121,343,280,9.66,282,9.72,2199,75.83,2838,97.86,231,7.97,250,8.62,94,3.24,271,9.34,36,1.24,52,1.79,-,-,28,4,4,0.4,3,0.3,51,5.1,-,-,18,1.8
Fukushima,30943,396.71,670,14.26,337,7.17,2162,46,2381,50.66,294,6.26,205,4.36,113,2.4,455,9.68,16,0.34,197,4.19,2,0.17,315,26.25,3,0.5,3,0.5,20,3.33,1,0.17,17,2.83
Ibaraki,41213,343.44,341,4.55,488,6.51,3592,47.89,5386,71.81,389,5.19,83,1.11,37,0.49,345,4.6,22,0.29,107,1.43,4,0.24,407,23.94,1,0.08,2,0.15,93,7.15,-,-,15,1.15
