"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2013",,,,,,"Data collected as of September 4, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,83,0.02,2004,,1546,0.49,2126,0.68,8840,2.83,1110,0.35,13297,4.25,142,0.05,2102,0.67,36,0.01,4429,1.42,720,0.23,11,0.02,485,0.71,6,0.01,35,0.07,150,0.32,12,0.03
Hokkaido,-,-,71,,44,0.31,175,1.22,230,1.61,30,0.21,1177,8.23,-,-,70,0.49,2,0.01,400,2.8,21,0.15,-,-,12,0.41,-,-,-,-,8,0.35,-,-
Aomori,-,-,10,,-,-,9,0.22,32,0.78,14,0.34,251,6.12,2,0.05,16,0.39,-,-,168,4.1,19,0.46,-,-,9,0.82,-,-,-,-,5,0.83,-,-
Iwate,-,-,2,,8,0.21,26,0.67,84,2.15,15,0.38,282,7.23,6,0.15,18,0.46,-,-,130,3.33,30,0.77,-,-,9,0.64,-,-,-,-,14,0.74,-,-
Miyagi,-,-,36,,10,0.17,34,0.59,126,2.17,20,0.34,321,5.53,13,0.22,56,0.97,-,-,151,2.6,9,0.16,-,-,1,0.08,-,-,-,-,8,0.67,-,-
Akita,-,-,5,,10,0.29,16,0.47,65,1.91,5,0.15,242,7.12,-,-,16,0.47,-,-,94,2.76,18,0.53,-,-,2,0.29,-,-,-,-,1,0.13,-,-
Yamagata,-,-,40,,7,0.23,32,1.07,69,2.3,14,0.47,217,7.23,-,-,27,0.9,-,-,113,3.77,14,0.47,-,-,3,0.38,-,-,-,-,7,0.7,2,0.2
Fukushima,-,-,33,,4,0.09,24,0.53,47,1.04,13,0.29,254,5.64,2,0.04,34,0.76,-,-,92,2.04,29,0.64,-,-,6,0.5,-,-,-,-,3,0.43,1,0.14
Ibaraki,-,-,20,,23,0.31,65,0.87,356,4.75,18,0.24,202,2.69,1,0.01,28,0.37,1,0.01,47,0.63,10,0.13,-,-,21,1.24,1,0.08,-,-,5,0.38,-,-
Tochigi,-,-,21,,7,0.15,22,0.46,53,1.1,23,0.48,201,4.19,2,0.04,34,0.71,-,-,51,1.06,15,0.31,1,0.08,5,0.42,-,-,2,0.29,2,0.29,1,0.14
Gunma,-,-,3,,4,0.07,42,0.72,173,2.98,21,0.36,269,4.64,-,-,43,0.74,-,-,102,1.76,11,0.19,-,-,14,1,-,-,-,-,4,0.5,-,-
Saitama,1,0,72,,102,0.66,114,0.74,462,2.98,30,0.19,737,4.75,8,0.05,116,0.75,2,0.01,176,1.14,33,0.21,-,-,26,0.63,-,-,3,0.3,7,0.7,-,-
Chiba,-,-,47,,47,0.36,111,0.85,239,1.82,44,0.34,521,3.98,8,0.06,77,0.59,4,0.03,115,0.88,39,0.3,-,-,23,0.68,-,-,-,-,3,0.33,2,0.22
Tokyo,1,0,146,,112,0.44,179,0.7,617,2.41,78,0.3,943,3.68,17,0.07,193,0.75,5,0.02,309,1.21,48,0.19,-,-,22,0.58,1,0.04,4,0.16,6,0.24,1,0.04
Kanagawa,-,-,58,,62,0.32,72,0.37,487,2.48,35,0.18,712,3.63,25,0.13,153,0.78,3,0.02,223,1.14,47,0.24,4,0.1,40,0.95,1,0.1,-,-,2,0.2,-,-
Niigata,-,-,86,,18,0.3,47,0.77,87,1.43,34,0.56,745,12.21,12,0.2,25,0.41,2,0.03,285,4.67,5,0.08,1,0.1,5,0.5,-,-,-,-,3,0.23,2,0.15
Toyama,-,-,11,,2,0.07,22,0.76,102,3.52,17,0.59,110,3.79,14,0.48,15,0.52,-,-,65,2.24,7,0.24,-,-,1,0.17,-,-,-,-,3,0.6,-,-
Ishikawa,-,-,19,,8,0.28,30,1.03,66,2.28,2,0.07,176,6.07,-,-,9,0.31,-,-,40,1.38,3,0.1,-,-,1,0.14,-,-,-,-,5,1,-,-
Fukui,-,-,33,,15,0.68,18,0.82,102,4.64,14,0.64,134,6.09,-,-,14,0.64,1,0.05,22,1,30,1.36,-,-,-,-,-,-,-,-,1,0.17,-,-
Yamanashi,-,-,-,,1,0.04,10,0.42,46,1.92,5,0.21,139,5.79,1,0.04,17,0.71,1,0.04,15,0.63,8,0.33,-,-,-,-,-,-,-,-,2,0.2,-,-
Nagano,2,0.02,3,,22,0.41,74,1.37,174,3.22,18,0.33,585,10.83,2,0.04,28,0.52,-,-,188,3.48,7,0.13,-,-,6,0.55,-,-,-,-,8,0.73,-,-
Gifu,8,0.09,27,,16,0.3,16,0.3,112,2.11,33,0.62,208,3.92,-,-,29,0.55,1,0.02,49,0.92,21,0.4,-,-,5,0.45,1,0.2,1,0.2,2,0.4,-,-
Shizuoka,-,-,17,,37,0.42,47,0.53,258,2.9,29,0.33,555,6.24,3,0.03,66,0.74,-,-,106,1.19,5,0.06,-,-,12,0.55,-,-,-,-,7,0.7,1,0.1
Aichi,1,0.01,51,,53,0.29,67,0.37,503,2.78,69,0.38,685,3.78,3,0.02,104,0.57,2,0.01,171,0.94,44,0.24,-,-,10,0.29,-,-,1,0.08,6,0.46,-,-
Mie,-,-,7,,13,0.29,11,0.24,127,2.82,7,0.16,239,5.31,-,-,32,0.71,-,-,130,2.89,8,0.18,-,-,1,0.08,-,-,3,0.33,1,0.11,-,-
Shiga,-,-,-,,10,0.31,14,0.44,59,1.84,13,0.41,183,5.72,-,-,24,0.75,-,-,33,1.03,2,0.06,-,-,2,0.25,-,-,2,0.29,3,0.43,-,-
Kyoto,15,0.12,29,,16,0.22,31,0.42,145,1.96,34,0.46,361,4.88,1,0.01,37,0.5,-,-,65,0.88,5,0.07,-,-,7,0.39,-,-,-,-,-,-,-,-
Osaka,3,0.01,144,,73,0.37,151,0.76,584,2.93,72,0.36,519,2.61,4,0.02,124,0.62,4,0.02,193,0.97,19,0.1,-,-,38,0.73,-,-,-,-,2,0.12,-,-
Hyogo,-,-,38,,47,0.36,58,0.45,410,3.18,54,0.42,384,2.98,7,0.05,82,0.64,2,0.02,218,1.69,21,0.16,-,-,43,1.23,1,0.08,2,0.17,2,0.17,-,-
Nara,1,0.02,10,,7,0.21,8,0.24,75,2.21,8,0.24,96,2.82,-,-,18,0.53,-,-,38,1.12,4,0.12,-,-,3,0.33,1,0.17,-,-,-,-,-,-
Wakayama,-,-,12,,3,0.1,9,0.3,40,1.33,8,0.27,98,3.27,-,-,27,0.9,-,-,43,1.43,2,0.07,-,-,1,0.25,-,-,-,-,4,0.36,-,-
Tottori,-,-,4,,15,0.79,45,2.37,64,3.37,2,0.11,44,2.32,-,-,9,0.47,-,-,31,1.63,1,0.05,-,-,1,0.33,-,-,2,0.4,1,0.2,-,-
Shimane,-,-,70,,14,0.61,7,0.3,124,5.39,10,0.43,108,4.7,1,0.04,17,0.74,-,-,31,1.35,3,0.13,-,-,-,-,-,-,3,0.38,1,0.13,1,0.13
Okayama,-,-,10,,10,0.19,26,0.48,240,4.44,24,0.44,136,2.52,3,0.06,28,0.52,-,-,39,0.72,5,0.09,1,0.08,11,0.92,-,-,-,-,2,0.4,-,-
Hiroshima,1,0.01,55,,88,1.22,65,0.9,261,3.63,21,0.29,147,2.04,2,0.03,40,0.56,2,0.03,34,0.47,11,0.15,2,0.11,12,0.63,-,-,5,0.24,1,0.05,-,-
Yamaguchi,-,-,78,,21,0.45,69,1.47,159,3.38,20,0.43,71,1.51,1,0.02,48,1.02,-,-,31,0.66,8,0.17,-,-,2,0.22,-,-,1,0.11,-,-,-,-
Tokushima,-,-,9,,1,0.04,12,0.52,90,3.91,27,1.17,71,3.09,-,-,28,1.22,-,-,33,1.43,2,0.09,-,-,1,0.25,-,-,-,-,-,-,-,-
Kagawa,4,0.08,3,,9,0.3,12,0.4,82,2.73,10,0.33,70,2.33,-,-,22,0.73,-,-,40,1.33,3,0.1,-,-,5,1.67,-,-,-,-,-,-,-,-
Ehime,3,0.05,29,,7,0.19,23,0.62,157,4.24,18,0.49,210,5.68,-,-,39,1.05,-,-,36,0.97,8,0.22,-,-,11,1.38,-,-,2,0.33,-,-,-,-
Kochi,-,-,11,,7,0.23,2,0.07,37,1.23,16,0.53,173,5.77,-,-,10,0.33,-,-,56,1.87,14,0.47,-,-,1,0.33,-,-,1,0.13,3,0.38,-,-
Fukuoka,7,0.04,268,,136,1.13,141,1.18,558,4.65,78,0.65,137,1.14,2,0.02,112,0.93,1,0.01,63,0.53,76,0.63,1,0.04,16,0.62,-,-,1,0.08,-,-,-,-
Saga,-,-,60,,58,2.52,10,0.43,37,1.61,3,0.13,10,0.43,1,0.04,18,0.78,-,-,6,0.26,3,0.13,-,-,2,0.5,-,-,-,-,7,1.17,-,-
Nagasaki,-,-,45,,72,1.64,28,0.64,89,2.02,16,0.36,68,1.55,-,-,35,0.8,-,-,8,0.18,13,0.3,-,-,6,0.75,-,-,-,-,1,0.08,-,-
Kumamoto,-,-,67,,72,1.44,32,0.64,280,5.6,21,0.42,57,1.14,-,-,51,1.02,-,-,30,0.6,2,0.04,1,0.11,9,1,-,-,1,0.07,4,0.27,1,0.07
Oita,-,-,5,,96,2.67,28,0.78,260,7.22,7,0.19,67,1.86,-,-,25,0.69,-,-,52,1.44,9,0.25,-,-,5,1,-,-,-,-,4,0.36,-,-
Miyazaki,-,-,119,,64,1.78,43,1.19,186,5.17,15,0.42,163,4.53,1,0.03,41,1.14,-,-,45,1.25,2,0.06,-,-,19,3.17,-,-,-,-,1,0.14,-,-
Kagoshima,-,-,98,,43,0.78,41,0.75,226,4.11,19,0.35,194,3.53,-,-,34,0.62,-,-,43,0.78,19,0.35,-,-,6,0.86,-,-,-,-,-,-,-,-
Okinawa,36,0.62,22,,52,1.53,8,0.24,60,1.76,26,0.76,25,0.74,-,-,13,0.38,3,0.09,19,0.56,7,0.21,-,-,50,5,-,-,1,0.14,1,0.14,-,-
