"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2015",,,,,,"Data collected as of January 14, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,163716,33.28,3459,,1226,0.39,5669,1.81,25750,8.2,3445,1.1,807,0.26,1383,0.44,1344,0.43,26,0.01,61,0.02,1348,0.43,13,0.02,495,0.73,5,0.01,15,0.03,133,0.28,5,0.01,33,0.07
Hokkaido,4543,20.01,280,,188,1.31,283,1.98,356,2.49,171,1.2,42,0.29,44,0.31,41,0.29,-,-,2,0.01,93,0.65,1,0.04,21,0.78,-,-,-,-,2,0.09,-,-,-,-
Aomori,1786,27.48,22,,8,0.19,34,0.81,289,6.88,27,0.64,1,0.02,26,0.62,19,0.45,-,-,1,0.02,-,-,-,-,7,0.64,-,-,-,-,5,0.83,-,-,5,0.83
Iwate,1998,30.74,17,,15,0.38,85,2.13,273,6.83,54,1.35,1,0.03,30,0.75,9,0.23,-,-,2,0.05,4,0.1,-,-,13,0.93,-,-,-,-,4,0.21,-,-,2,0.11
Miyagi,2760,29.68,87,,16,0.28,96,1.66,541,9.33,61,1.05,8,0.14,90,1.55,33,0.57,-,-,1,0.02,13,0.22,-,-,1,0.08,-,-,-,-,13,1.08,-,-,1,0.08
Akita,1371,25.39,24,,7,0.2,21,0.6,192,5.49,34,0.97,-,-,-,-,9,0.26,-,-,-,-,19,0.54,1,0.14,2,0.29,-,-,-,-,7,0.88,-,-,-,-
Yamagata,1008,21,11,,21,0.7,93,3.1,255,8.5,51,1.7,39,1.3,6,0.2,14,0.47,1,0.03,-,-,35,1.17,-,-,-,-,-,-,-,-,1,0.1,-,-,-,-
Fukushima,2437,32.07,94,,20,0.44,72,1.6,336,7.47,28,0.62,6,0.13,15,0.33,23,0.51,-,-,-,-,41,0.91,-,-,16,1.33,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,3633,30.28,93,,24,0.32,142,1.89,776,10.35,89,1.19,8,0.11,29,0.39,27,0.36,-,-,1,0.01,20,0.27,-,-,23,1.35,-,-,-,-,2,0.15,-,-,-,-
Tochigi,2052,27,61,,10,0.21,52,1.08,310,6.46,41,0.85,15,0.31,18,0.38,20,0.42,-,-,-,-,18,0.38,-,-,10,0.83,-,-,1,0.14,6,0.86,-,-,2,0.29
Gunma,2669,27.52,58,,20,0.33,105,1.75,572,9.53,30,0.5,6,0.1,9,0.15,21,0.35,-,-,-,-,30,0.5,-,-,18,1.38,-,-,1,0.13,3,0.38,-,-,2,0.25
