"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2014",,,,,,"Data collected as of January 29, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,122618,24.81,2018,,1344,0.43,6898,2.19,38064,12.09,4569,1.45,408,0.13,412,0.13,1385,0.44,20,0.01,63,0.02,575,0.18,12,0.02,392,0.57,6,0.01,17,0.04,105,0.22,10,0.02,68,0.14
Hokkaido,2591,11.41,99,,64,0.45,508,3.55,473,3.31,240,1.68,7,0.05,1,0.01,47,0.33,1,0.01,1,0.01,9,0.06,-,-,7,0.24,-,-,-,-,1,0.04,-,-,2,0.09
Aomori,1373,21.45,8,,11,0.27,61,1.49,446,10.88,80,1.95,2,0.05,8,0.2,11,0.27,-,-,-,-,14,0.34,1,0.09,10,0.91,-,-,-,-,1,0.17,-,-,1,0.17
Iwate,467,7.3,7,,9,0.23,69,1.73,426,10.65,121,3.03,-,-,10,0.25,16,0.4,-,-,-,-,14,0.35,-,-,4,0.29,-,-,-,-,11,0.58,-,-,11,0.58
Miyagi,1060,11.4,26,,9,0.16,194,3.34,953,16.43,54,0.93,1,0.02,45,0.78,43,0.74,-,-,-,-,14,0.24,-,-,-,-,-,-,-,-,9,0.75,-,-,5,0.42
Akita,616,11.2,5,,7,0.2,50,1.43,258,7.37,34,0.97,-,-,-,-,6,0.17,-,-,-,-,4,0.11,-,-,3,0.43,-,-,-,-,3,0.38,-,-,3,0.38
Yamagata,566,11.79,8,,17,0.57,192,6.4,531,17.7,39,1.3,1,0.03,3,0.1,25,0.83,-,-,-,-,8,0.27,-,-,-,-,-,-,2,0.2,1,0.1,-,-,-,-
Fukushima,1251,16.46,48,,10,0.22,78,1.73,496,11.02,62,1.38,-,-,9,0.2,13,0.29,-,-,-,-,27,0.6,-,-,7,0.58,-,-,-,-,5,0.71,1,0.14,-,-
Ibaraki,2411,20.09,26,,10,0.13,143,1.91,1176,15.68,97,1.29,4,0.05,9,0.12,22,0.29,2,0.03,1,0.01,4,0.05,1,0.06,15,0.88,-,-,-,-,5,0.38,-,-,-,-
Tochigi,1450,19.08,13,,9,0.19,49,1.02,506,10.54,74,1.54,2,0.04,-,-,20,0.42,-,-,-,-,4,0.08,-,-,13,1.08,-,-,1,0.14,3,0.43,2,0.29,-,-
Gunma,2632,26.86,24,,14,0.23,113,1.88,575,9.58,59,0.98,-,-,4,0.07,21,0.35,1,0.02,1,0.02,7,0.12,-,-,19,1.36,-,-,-,-,3,0.38,-,-,3,0.38
Saitama,8322,33.69,48,,35,0.23,429,2.77,1908,12.31,225,1.45,8,0.05,23,0.15,72,0.46,1,0.01,1,0.01,25,0.16,1,0.02,15,0.36,-,-,-,-,4,0.4,1,0.1,-,-
Chiba,6406,30.08,47,,47,0.35,387,2.89,1775,13.25,179,1.34,15,0.11,16,0.12,59,0.44,1,0.01,-,-,46,0.34,-,-,20,0.59,-,-,1,0.13,1,0.13,-,-,7,0.88
Tokyo,12317,29.68,85,,57,0.22,622,2.37,3397,12.97,298,1.14,9,0.03,87,0.33,118,0.45,1,0,4,0.02,34,0.13,-,-,14,0.38,-,-,2,0.08,4,0.16,-,-,4,0.16
Kanagawa,10558,31.52,47,,40,0.19,290,1.39,2656,12.77,252,1.21,15,0.07,48,0.23,100,0.48,-,-,-,-,29,0.14,1,0.02,39,0.93,-,-,-,-,1,0.1,-,-,3,0.3
Niigata,1439,14.99,60,,62,1.02,335,5.49,903,14.8,188,3.08,1,0.02,59,0.97,26,0.43,-,-,1,0.02,4,0.07,1,0.1,2,0.2,-,-,-,-,4,0.31,3,0.23,-,-
Toyama,888,18.5,29,,27,0.93,93,3.21,587,20.24,44,1.52,2,0.07,34,1.17,8,0.28,-,-,3,0.1,-,-,-,-,12,1.71,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,759,15.81,28,,26,0.9,80,2.76,307,10.59,71,2.45,2,0.07,-,-,9,0.31,-,-,-,-,5,0.17,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Fukui,678,21.19,19,,23,1.05,78,3.55,420,19.09,36,1.64,4,0.18,-,-,12,0.55,-,-,-,-,24,1.09,-,-,1,0.33,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,974,24.35,8,,1,0.04,26,1.08,281,11.71,7,0.29,1,0.04,-,-,6,0.25,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,1,0.1,-,-,-,-
Nagano,2320,26.67,34,,10,0.19,143,2.65,698,12.93,76,1.41,1,0.02,1,0.02,25,0.46,-,-,-,-,3,0.06,-,-,6,0.55,-,-,-,-,6,0.55,-,-,-,-
Gifu,2183,25.09,32,,15,0.28,55,1.04,418,7.89,35,0.66,3,0.06,1,0.02,16,0.3,-,-,-,-,8,0.15,-,-,4,0.36,-,-,1,0.2,1,0.2,-,-,-,-
Shizuoka,3582,25.77,46,,34,0.38,112,1.26,1265,14.21,138,1.55,-,-,4,0.04,31,0.35,2,0.02,2,0.02,7,0.08,-,-,9,0.41,-,-,-,-,1,0.1,1,0.1,-,-
Aichi,5058,25.94,99,,94,0.52,265,1.46,1918,10.6,194,1.07,14,0.08,6,0.03,83,0.46,1,0.01,1,0.01,44,0.24,2,0.06,4,0.12,-,-,-,-,4,0.29,-,-,1,0.07
