"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2014",,,,,,"Data collected as of July 9, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,324,0.07,254,,2390,0.76,6705,2.13,14581,4.62,2997,0.95,2460,0.78,1009,0.32,2116,0.67,66,0.02,8010,2.54,1255,0.4,8,0.01,462,0.67,8,0.02,33,0.07,134,0.29,2,0,35,0.07
Hokkaido,2,0.01,22,,182,1.27,401,2.8,432,3.02,210,1.47,57,0.4,6,0.04,61,0.43,3,0.02,13,0.09,35,0.24,-,-,12,0.43,-,-,-,-,17,0.74,-,-,8,0.35
Aomori,2,0.03,-,,16,0.38,45,1.07,99,2.36,19,0.45,12,0.29,22,0.52,24,0.57,-,-,28,0.67,14,0.33,-,-,2,0.18,-,-,10,1.67,7,1.17,-,-,3,0.5
Iwate,8,0.13,-,,23,0.58,78,1.95,178,4.45,67,1.68,20,0.5,29,0.73,24,0.6,-,-,7,0.18,13,0.33,-,-,5,0.36,-,-,1,0.05,4,0.21,-,-,-,-
Miyagi,3,0.03,6,,34,0.59,109,1.88,264,4.55,25,0.43,11,0.19,70,1.21,54,0.93,-,-,15,0.26,14,0.24,1,0.08,9,0.75,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,1,,21,0.6,35,1,85,2.43,15,0.43,5,0.14,2,0.06,9,0.26,1,0.03,6,0.17,17,0.49,-,-,1,0.14,-,-,-,-,6,0.75,-,-,-,-
Yamagata,10,0.21,1,,35,1.17,84,2.8,121,4.03,11,0.37,3,0.1,9,0.3,27,0.9,-,-,22,0.73,11,0.37,-,-,1,0.13,-,-,-,-,-,-,1,0.1,-,-
Fukushima,-,-,11,,24,0.53,92,2.04,132,2.93,19,0.42,13,0.29,28,0.62,31,0.69,-,-,9,0.2,58,1.29,-,-,10,0.83,-,-,1,0.14,4,0.57,-,-,2,0.29
Ibaraki,3,0.03,-,,32,0.43,159,2.12,329,4.39,62,0.83,21,0.28,19,0.25,33,0.44,1,0.01,48,0.64,14,0.19,1,0.06,18,1.06,-,-,1,0.08,-,-,-,-,-,-
