"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2013",,,,,,"Data collected as of July 3, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,654,0.13,436,,2042,0.65,5611,1.78,13581,4.31,3203,1.02,10637,3.38,250,0.08,2100,0.67,37,0.01,3945,1.25,910,0.29,19,0.03,400,0.59,11,0.02,22,0.05,243,0.52,16,0.03
Hokkaido,17,0.08,57,,154,1.08,356,2.51,474,3.34,180,1.27,10,0.07,-,-,55,0.39,1,0.01,15,0.11,15,0.11,-,-,7,0.24,1,0.04,-,-,7,0.3,-,-
Aomori,19,0.3,2,,7,0.17,56,1.37,89,2.17,42,1.02,27,0.66,-,-,26,0.63,-,-,13,0.32,17,0.41,1,0.09,3,0.27,-,-,-,-,14,2.33,-,-
Iwate,4,0.06,2,,28,0.7,67,1.68,123,3.08,73,1.83,3,0.08,3,0.08,17,0.43,1,0.03,10,0.25,22,0.55,-,-,4,0.29,-,-,-,-,28,1.47,-,-
Miyagi,1,0.01,10,,29,0.5,113,1.95,219,3.78,55,0.95,35,0.6,15,0.26,47,0.81,-,-,51,0.88,25,0.43,-,-,4,0.33,-,-,-,-,25,2.08,1,0.08
Akita,1,0.02,8,,8,0.24,22,0.65,97,2.85,30,0.88,5,0.15,5,0.15,15,0.44,2,0.06,3,0.09,20,0.59,-,-,-,-,-,-,-,-,-,-,-,-
Yamagata,3,0.06,2,,13,0.43,71,2.37,169,5.63,33,1.1,22,0.73,5,0.17,21,0.7,-,-,39,1.3,18,0.6,-,-,1,0.13,-,-,1,0.1,2,0.2,1,0.1
Fukushima,4,0.05,13,,17,0.38,99,2.2,111,2.47,73,1.62,20,0.44,-,-,25,0.56,-,-,9,0.2,30,0.67,-,-,6,0.5,-,-,1,0.14,6,0.86,1,0.14
Ibaraki,5,0.04,7,,33,0.44,159,2.12,519,6.92,61,0.81,172,2.29,3,0.04,33,0.44,1,0.01,65,0.87,8,0.11,-,-,15,0.88,-,-,-,-,4,0.31,-,-
Tochigi,2,0.03,3,,10,0.21,93,1.94,77,1.6,30,0.63,99,2.06,1,0.02,42,0.88,-,-,27,0.56,9,0.19,-,-,3,0.25,1,0.14,-,-,1,0.14,5,0.71
Gunma,1,0.01,-,,20,0.33,95,1.58,289,4.82,36,0.6,38,0.63,1,0.02,26,0.43,-,-,58,0.97,7,0.12,-,-,11,0.79,-,-,-,-,7,0.88,-,-
Saitama,7,0.03,17,,142,0.9,391,2.49,810,5.16,213,1.36,790,5.03,12,0.08,116,0.74,2,0.01,130,0.83,69,0.44,-,-,20,0.48,-,-,2,0.2,12,1.2,1,0.1
Chiba,17,0.08,8,,98,0.73,335,2.5,534,3.99,198,1.48,404,3.01,35,0.26,91,0.68,2,0.01,158,1.18,40,0.3,-,-,21,0.62,-,-,1,0.11,1,0.11,-,-
Tokyo,43,0.1,31,,263,1.01,556,2.13,1111,4.26,312,1.2,1044,4,39,0.15,201,0.77,9,0.03,317,1.21,65,0.25,1,0.03,17,0.44,1,0.04,-,-,14,0.58,-,-
Kanagawa,7,0.02,10,,96,0.47,358,1.74,872,4.23,233,1.13,585,2.84,25,0.12,169,0.82,-,-,280,1.36,66,0.32,4,0.1,50,1.19,-,-,1,0.11,3,0.33,-,-
Niigata,1,0.01,9,,48,0.79,161,2.64,182,2.98,72,1.18,166,2.72,41,0.67,37,0.61,1,0.02,27,0.44,11,0.18,-,-,8,0.8,-,-,-,-,2,0.15,2,0.15
Toyama,4,0.08,3,,16,0.55,62,2.14,136,4.69,22,0.76,117,4.03,24,0.83,16,0.55,-,-,66,2.28,7,0.24,-,-,-,-,-,-,-,-,7,1.4,-,-
Ishikawa,-,-,-,,21,0.72,73,2.52,104,3.59,21,0.72,15,0.52,1,0.03,18,0.62,-,-,17,0.59,-,-,-,-,5,0.71,-,-,-,-,6,1.2,-,-
Fukui,7,0.22,6,,13,0.59,67,3.05,121,5.5,19,0.86,33,1.5,-,-,7,0.32,1,0.05,28,1.27,30,1.36,-,-,-,-,-,-,-,-,2,0.33,-,-
Yamanashi,1,0.03,2,,5,0.21,38,1.58,75,3.13,9,0.38,70,2.92,-,-,14,0.58,-,-,6,0.25,-,-,-,-,-,-,1,0.1,-,-,1,0.1,-,-
Nagano,3,0.03,-,,9,0.17,171,3.17,261,4.83,83,1.54,28,0.52,5,0.09,26,0.48,1,0.02,22,0.41,2,0.04,-,-,7,0.64,-,-,-,-,7,0.64,-,-
Gifu,41,0.47,2,,26,0.49,43,0.81,143,2.7,24,0.45,51,0.96,2,0.04,26,0.49,-,-,40,0.75,15,0.28,-,-,3,0.27,-,-,-,-,4,0.8,-,-
Shizuoka,7,0.05,15,,85,0.96,135,1.52,374,4.2,58,0.65,243,2.73,2,0.02,73,0.82,1,0.01,23,0.26,27,0.3,-,-,11,0.5,1,0.1,-,-,7,0.7,3,0.3
Aichi,6,0.03,14,,96,0.53,227,1.25,745,4.12,131,0.72,327,1.81,3,0.02,111,0.61,1,0.01,92,0.51,58,0.32,-,-,8,0.24,1,0.08,-,-,9,0.69,-,-
Mie,1,0.01,1,,30,0.67,31,0.69,206,4.58,23,0.51,292,6.49,-,-,41,0.91,-,-,29,0.64,1,0.02,-,-,2,0.17,-,-,2,0.22,2,0.22,-,-
Shiga,1,0.02,-,,27,0.84,44,1.38,97,3.03,41,1.28,49,1.53,1,0.03,18,0.56,-,-,62,1.94,11,0.34,-,-,1,0.13,-,-,-,-,1,0.14,-,-
Kyoto,7,0.06,-,,22,0.29,88,1.17,309,4.12,63,0.84,148,1.97,1,0.01,39,0.52,-,-,125,1.67,12,0.16,-,-,7,0.39,-,-,-,-,-,-,-,-
Osaka,4,0.01,25,,99,0.5,454,2.28,893,4.49,155,0.78,682,3.43,8,0.04,111,0.56,3,0.02,439,2.21,43,0.22,-,-,23,0.45,1,0.06,1,0.06,6,0.35,2,0.12
Hyogo,6,0.03,7,,70,0.54,92,0.71,698,5.41,100,0.78,253,1.96,1,0.01,63,0.49,-,-,154,1.19,27,0.21,-,-,33,0.94,-,-,-,-,5,0.45,-,-
Nara,3,0.06,1,,10,0.29,25,0.74,75,2.21,13,0.38,82,2.41,1,0.03,17,0.5,-,-,29,0.85,3,0.09,-,-,5,0.56,-,-,-,-,-,-,-,-
Wakayama,-,-,2,,12,0.39,16,0.52,64,2.06,23,0.74,26,0.84,-,-,25,0.81,-,-,24,0.77,1,0.03,-,-,1,0.25,-,-,-,-,6,0.55,-,-
Tottori,3,0.1,1,,2,0.11,65,3.42,64,3.37,15,0.79,200,10.53,1,0.05,7,0.37,-,-,48,2.53,1,0.05,-,-,1,0.33,-,-,-,-,-,-,-,-
Shimane,-,-,-,,4,0.17,23,1,127,5.52,14,0.61,96,4.17,-,-,18,0.78,-,-,2,0.09,3,0.13,-,-,-,-,-,-,2,0.25,-,-,-,-
Okayama,6,0.07,1,,10,0.19,39,0.72,245,4.54,50,0.93,176,3.26,-,-,29,0.54,-,-,191,3.54,13,0.24,-,-,2,0.17,-,-,-,-,6,1.2,-,-
Hiroshima,2,0.02,10,,89,1.25,93,1.31,296,4.17,30,0.42,546,7.69,3,0.04,47,0.66,2,0.03,96,1.35,12,0.17,2,0.11,27,1.42,1,0.05,1,0.05,-,-,-,-
Yamaguchi,-,-,9,,13,0.28,112,2.38,173,3.68,33,0.7,452,9.62,2,0.04,47,1,1,0.02,164,3.49,10,0.21,-,-,2,0.22,-,-,-,-,1,0.11,-,-
Tokushima,-,-,1,,5,0.22,34,1.48,113,4.91,17,0.74,16,0.7,-,-,23,1,-,-,87,3.78,5,0.22,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,-,,10,0.33,14,0.47,121,4.03,20,0.67,47,1.57,1,0.03,19,0.63,-,-,27,0.9,7,0.23,-,-,-,-,1,0.2,2,0.4,1,0.2,-,-
Ehime,4,0.07,5,,11,0.3,40,1.08,234,6.32,40,1.08,39,1.05,1,0.03,22,0.59,-,-,12,0.32,6,0.16,-,-,19,2.38,-,-,-,-,1,0.17,-,-
Kochi,-,-,-,,5,0.17,21,0.7,108,3.6,32,1.07,28,0.93,1,0.03,19,0.63,-,-,80,2.67,9,0.3,-,-,-,-,-,-,1,0.13,5,0.63,-,-
Fukuoka,62,0.31,21,,138,1.15,281,2.34,647,5.39,192,1.6,1193,9.94,1,0.01,115,0.96,3,0.03,282,2.35,94,0.78,3,0.12,22,0.85,-,-,-,-,3,0.23,-,-
Saga,10,0.26,-,,54,2.35,35,1.52,56,2.43,21,0.91,283,12.3,-,-,20,0.87,-,-,99,4.3,17,0.74,-,-,1,0.25,-,-,2,0.33,6,1,-,-
Nagasaki,11,0.16,2,,28,0.64,52,1.18,125,2.84,39,0.89,371,8.43,1,0.02,29,0.66,-,-,50,1.14,18,0.41,7,0.88,4,0.5,1,0.08,1,0.08,6,0.5,-,-
Kumamoto,26,0.33,1,,21,0.42,78,1.56,291,5.82,82,1.64,537,10.74,-,-,42,0.84,-,-,195,3.9,7,0.14,-,-,8,0.89,-,-,-,-,3,0.2,-,-
Oita,8,0.14,2,,32,0.89,64,1.78,334,9.28,47,1.31,440,12.22,3,0.08,37,1.03,1,0.03,65,1.81,16,0.44,-,-,2,0.4,-,-,1,0.09,3,0.27,-,-
Miyazaki,12,0.2,3,,36,1,77,2.14,306,8.5,54,1.5,145,4.03,1,0.03,45,1.25,-,-,63,1.75,14,0.39,-,-,16,2.67,-,-,1,0.14,2,0.29,-,-
Kagoshima,15,0.16,29,,54,0.98,60,1.09,274,4.98,59,1.07,201,3.65,1,0.02,36,0.65,1,0.02,113,2.05,14,0.25,-,-,5,0.71,-,-,-,-,2,0.17,-,-
