"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2017",,,,,,"Data collected as of December 6, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,12785,2.58,2309,,2599,0.82,9116,2.88,21980,6.94,1943,0.61,2977,0.94,274,0.09,1361,0.43,35,0.01,447,0.14,982,0.31,10,0.01,588,0.84,10,0.02,9,0.02,187,0.39,7,0.01,5,0.01
Hokkaido,574,2.59,95,,394,2.83,748,5.38,376,2.71,93,0.67,61,0.44,2,0.01,36,0.26,5,0.04,5,0.04,15,0.11,-,-,13,0.45,2,0.09,1,0.04,14,0.61,1,0.04,-,-
Aomori,75,1.15,13,,23,0.55,90,2.14,110,2.62,18,0.43,62,1.48,3,0.07,15,0.36,-,-,7,0.17,41,0.98,-,-,1,0.09,-,-,-,-,8,1.33,-,-,-,-
Iwate,79,1.22,18,,7,0.18,130,3.25,109,2.73,17,0.43,52,1.3,15,0.38,12,0.3,-,-,4,0.1,51,1.28,-,-,7,0.5,-,-,-,-,6,0.32,1,0.05,-,-
Miyagi,362,3.81,39,,48,0.81,173,2.93,455,7.71,62,1.05,81,1.37,3,0.05,23,0.39,-,-,5,0.08,1,0.02,-,-,4,0.33,-,-,1,0.08,8,0.67,-,-,-,-
Akita,46,0.85,15,,17,0.49,44,1.26,49,1.4,26,0.74,12,0.34,1,0.03,15,0.43,-,-,-,-,4,0.11,-,-,2,0.29,-,-,-,-,21,2.63,1,0.13,-,-
Yamagata,81,1.69,21,,49,1.63,158,5.27,220,7.33,46,1.53,57,1.9,14,0.47,19,0.63,-,-,3,0.1,4,0.13,-,-,18,2.25,-,-,-,-,5,0.5,-,-,1,0.1
Fukushima,104,1.35,30,,28,0.61,115,2.5,219,4.76,34,0.74,54,1.17,5,0.11,24,0.52,-,-,5,0.11,23,0.5,-,-,17,1.42,-,-,1,0.14,5,0.71,-,-,-,-
Ibaraki,153,1.28,38,,35,0.47,219,2.92,531,7.08,39,0.52,99,1.32,3,0.04,21,0.28,-,-,8,0.11,6,0.08,-,-,17,1,-,-,-,-,2,0.15,-,-,-,-
