"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2016",,,,,,"Data collected as of January 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,20369,4.11,2295,,1124,0.36,7428,2.35,24349,7.71,1491,0.47,129,0.04,2542,0.8,1432,0.45,37,0.01,65,0.02,2793,0.88,10,0.01,504,0.73,11,0.02,16,0.03,341,0.72,13,0.03,86,0.18
Hokkaido,1629,7.21,91,,59,0.42,471,3.32,509,3.58,55,0.39,10,0.07,236,1.66,39,0.27,1,0.01,2,0.01,210,1.48,-,-,8,0.29,-,-,-,-,8,0.35,3,0.13,14,0.61
Aomori,463,7.12,13,,6,0.14,64,1.52,133,3.17,7,0.17,-,-,26,0.62,13,0.31,-,-,-,-,31,0.74,-,-,4,0.36,2,0.33,-,-,3,0.5,-,-,-,-
Iwate,418,6.43,15,,7,0.18,127,3.18,245,6.13,6,0.15,-,-,11,0.28,18,0.45,-,-,-,-,21,0.53,-,-,3,0.21,-,-,-,-,7,0.37,-,-,1,0.05
Miyagi,358,3.77,28,,12,0.2,158,2.68,557,9.44,27,0.46,-,-,15,0.25,30,0.51,-,-,-,-,14,0.24,-,-,6,0.5,1,0.08,-,-,10,0.83,-,-,-,-
Akita,483,8.94,4,,7,0.2,33,0.94,185,5.29,7,0.2,-,-,87,2.49,8,0.23,-,-,-,-,1,0.03,1,0.14,1,0.14,-,-,-,-,3,0.38,-,-,-,-
Yamagata,113,2.35,7,,17,0.57,196,6.53,300,10,12,0.4,-,-,78,2.6,14,0.47,-,-,-,-,54,1.8,-,-,3,0.38,-,-,-,-,1,0.1,-,-,-,-
Fukushima,306,3.97,26,,17,0.37,73,1.59,298,6.48,24,0.52,-,-,36,0.78,28,0.61,-,-,1,0.02,22,0.48,-,-,4,0.33,1,0.14,1,0.14,4,0.57,-,-,1,0.14
Ibaraki,557,4.64,29,,21,0.28,159,2.12,668,8.91,62,0.83,2,0.03,52,0.69,17,0.23,-,-,-,-,82,1.09,-,-,16,0.94,-,-,-,-,12,0.92,-,-,-,-
Tochigi,226,2.97,18,,7,0.15,92,1.92,343,7.15,14,0.29,1,0.02,41,0.85,26,0.54,-,-,-,-,36,0.75,-,-,18,1.5,-,-,-,-,9,1.29,-,-,2,0.29
Gunma,306,3.22,28,,22,0.38,215,3.71,470,8.1,12,0.21,1,0.02,32,0.55,29,0.5,1,0.02,2,0.03,13,0.22,-,-,9,0.64,-,-,-,-,6,0.75,-,-,2,0.25
Saitama,1204,4.76,85,,50,0.31,399,2.51,1734,10.91,119,0.75,10,0.06,166,1.04,73,0.46,2,0.01,3,0.02,160,1.01,1,0.03,29,0.73,2,0.2,1,0.1,10,1,1,0.1,-,-
Chiba,1244,5.81,53,,30,0.22,377,2.79,1233,9.13,70,0.52,4,0.03,110,0.81,75,0.56,3,0.02,3,0.02,128,0.95,-,-,28,0.85,1,0.11,1,0.11,10,1.11,2,0.22,-,-
Tokyo,1573,3.79,88,,51,0.19,616,2.35,2253,8.6,142,0.54,16,0.06,110,0.42,133,0.51,-,-,5,0.02,192,0.73,-,-,23,0.59,-,-,-,-,29,1.16,1,0.04,-,-
Kanagawa,1424,4.21,75,,47,0.22,390,1.83,1787,8.39,97,0.46,2,0.01,65,0.31,98,0.46,-,-,4,0.02,149,0.7,3,0.06,55,1.17,-,-,1,0.1,3,0.3,-,-,1,0.1
Niigata,1109,11.8,36,,54,0.92,191,3.24,336,5.69,30,0.51,1,0.02,17,0.29,24,0.41,1,0.02,-,-,64,1.08,1,0.1,8,0.8,-,-,-,-,7,0.54,2,0.15,3,0.23
Toyama,113,2.35,9,,19,0.66,94,3.24,274,9.45,18,0.62,2,0.07,13,0.45,15,0.52,-,-,3,0.1,11,0.38,-,-,2,0.29,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,117,2.44,2,,41,1.41,73,2.52,151,5.21,8,0.28,1,0.03,6,0.21,10,0.34,-,-,-,-,117,4.03,-,-,2,0.29,-,-,1,0.2,6,1.2,-,-,1,0.2
Fukui,112,3.5,15,,17,0.77,90,4.09,152,6.91,12,0.55,-,-,32,1.45,15,0.68,2,0.09,-,-,7,0.32,-,-,1,0.33,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,132,3.3,13,,3,0.13,58,2.42,247,10.29,6,0.25,-,-,15,0.63,6,0.25,-,-,-,-,2,0.08,-,-,8,0.89,1,0.1,-,-,8,0.8,-,-,-,-
Nagano,414,4.76,89,,18,0.33,139,2.57,449,8.31,15,0.28,3,0.06,46,0.85,11,0.2,-,-,-,-,62,1.15,-,-,5,0.45,-,-,-,-,6,0.55,-,-,-,-
Gifu,488,5.61,35,,13,0.25,60,1.13,304,5.74,15,0.28,6,0.11,21,0.4,14,0.26,1,0.02,1,0.02,16,0.3,-,-,2,0.18,-,-,1,0.2,4,0.8,-,-,1,0.2
