"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2015",,,,,,"Data collected as of May 13, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3502,0.71,314,,1170,0.37,5177,1.64,12849,4.07,1399,0.44,2383,0.76,1138,0.36,1334,0.42,30,0.01,291,0.09,1052,0.33,4,0.01,281,0.41,9,0.02,13,0.03,106,0.22,8,0.02,170,0.36
Hokkaido,144,0.63,22,,84,0.59,327,2.29,440,3.08,54,0.38,25,0.17,71,0.5,43,0.3,3,0.02,3,0.02,63,0.44,-,-,12,0.41,-,-,-,-,-,-,-,-,10,0.43
Aomori,26,0.4,5,,13,0.31,39,0.93,90,2.14,11,0.26,18,0.43,12,0.29,21,0.5,-,-,1,0.02,-,-,-,-,4,0.36,-,-,-,-,6,1,-,-,5,0.83
Iwate,76,1.17,6,,11,0.28,53,1.33,156,3.9,14,0.35,-,-,9,0.23,10,0.25,-,-,5,0.13,2,0.05,-,-,6,0.43,-,-,-,-,2,0.11,-,-,3,0.16
Miyagi,44,0.46,2,,21,0.36,69,1.17,226,3.83,36,0.61,16,0.27,23,0.39,30,0.51,-,-,1,0.02,5,0.08,-,-,1,0.08,-,-,-,-,7,0.58,-,-,2,0.17
Akita,106,2,2,,6,0.18,59,1.74,95,2.79,6,0.18,-,-,5,0.15,8,0.24,-,-,1,0.03,3,0.09,1,0.14,1,0.14,1,0.13,-,-,3,0.38,-,-,3,0.38
Yamagata,54,1.13,1,,24,0.8,67,2.23,179,5.97,18,0.6,9,0.3,12,0.4,16,0.53,-,-,-,-,19,0.63,-,-,1,0.13,-,-,-,-,-,-,-,-,3,0.3
Fukushima,148,1.92,15,,19,0.41,81,1.76,180,3.91,19,0.41,34,0.74,37,0.8,21,0.46,-,-,1,0.02,24,0.52,-,-,6,0.5,-,-,-,-,4,0.57,-,-,7,1
Ibaraki,28,0.23,1,,13,0.17,151,2.01,381,5.08,37,0.49,15,0.2,35,0.47,21,0.28,1,0.01,3,0.04,28,0.37,-,-,7,0.41,-,-,-,-,2,0.15,1,0.08,-,-
