"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2018",,,,,,"Data collected as of September 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Mie,26722,376.37,1521,34.57,852,19.36,3462,78.68,8455,192.16,388,8.82,546,12.41,64,1.45,800,18.18,1733,39.39,183,4.16,5,0.42,49,4.08,10,1.11,14,1.56,42,4.67,2,0.22,15,1.67
Shiga,17544,337.38,277,8.94,378,12.19,1331,42.94,4820,155.48,413,13.32,950,30.65,56,1.81,382,12.32,993,32.03,271,8.74,1,0.13,130,16.25,5,0.71,10,1.43,10,1.43,-,-,11,1.57
Kyoto,39723,317.78,1146,15.08,772,10.16,3976,52.32,13053,171.75,571,7.51,1521,20.01,111,1.46,914,12.03,1233,16.22,213,2.8,3,0.18,228,13.41,4,0.57,2,0.29,30,4.29,-,-,52,7.43
Osaka,88721,291.85,6670,33.69,3351,16.92,14816,74.83,39531,199.65,2564,12.95,2873,14.51,721,3.64,3374,17.04,4131,20.86,976,4.93,28,0.55,815,15.98,17,1,17,1,93,5.47,2,0.12,181,10.65
Hyogo,65094,328.76,2778,21.7,1997,15.6,6311,49.3,27447,214.43,1504,11.75,1845,14.41,162,1.27,1783,13.93,2317,18.1,503,3.93,31,0.91,758,22.29,22,1.69,25,1.92,60,4.62,2,0.15,107,8.23
Nara,15665,290.09,852,25.06,457,13.44,2200,64.71,6349,186.74,323,9.5,619,18.21,212,6.24,529,15.56,821,24.15,86,2.53,1,0.1,203,20.3,11,1.83,9,1.5,32,5.33,-,-,56,9.33
Wakayama,14547,303.06,811,27.03,409,13.63,1043,34.77,3519,117.3,289,9.63,238,7.93,72,2.4,457,15.23,643,21.43,119,3.97,56,18.67,33,11,4,0.36,7,0.64,43,3.91,5,0.45,50,4.55
Tottori,10892,375.59,334,17.58,350,18.42,3401,179,5133,270.16,123,6.47,157,8.26,19,1,323,17,326,17.16,44,2.32,3,0.6,56,11.2,6,1.2,16,3.2,15,3,1,0.2,52,10.4
Shimane,10024,270.92,564,25.64,220,10,1861,84.59,5046,229.36,133,6.05,500,22.73,13,0.59,461,20.95,344,15.64,174,7.91,-,-,11,3.67,11,1.38,47,5.88,14,1.75,-,-,78,9.75
Okayama,28374,337.79,793,14.69,520,9.63,3246,60.11,13388,247.93,524,9.7,515,9.54,180,3.33,776,14.37,609,11.28,203,3.76,15,1.25,288,24,5,1,1,0.2,12,2.4,-,-,30,6
Hiroshima,34186,299.88,1541,21.7,1301,18.32,5060,71.27,16971,239.03,606,8.54,2123,29.9,53,0.75,935,13.17,1508,21.24,277,3.9,20,1.05,661,34.79,7,0.35,5,0.25,47,2.35,2,0.1,377,18.85
Yamaguchi,26791,399.87,1953,41.55,667,14.19,4946,105.23,8297,176.53,414,8.81,2433,51.77,39,0.83,884,18.81,1242,26.43,231,4.91,-,-,172,19.11,5,0.56,5,0.56,35,3.89,-,-,104,11.56
Tokushima,11997,324.24,1149,49.96,392,17.04,1391,60.48,4500,195.65,170,7.39,1053,45.78,132,5.74,600,26.09,641,27.87,97,4.22,-,-,26,6.5,4,0.57,2,0.29,17,2.43,-,-,2,0.29
Kagawa,15202,330.48,761,28.19,394,14.59,1813,67.15,6784,251.26,258,9.56,399,14.78,22,0.81,556,20.59,915,33.89,185,6.85,4,0.8,136,27.2,6,1.2,4,0.8,28,5.6,1,0.2,41,8.2
Ehime,23305,388.42,1483,41.19,401,11.14,3810,105.83,10377,288.25,315,8.75,2229,61.92,53,1.47,889,24.69,807,22.42,235,6.53,1,0.14,517,73.86,1,0.17,1,0.17,96,16,-,-,46,7.67
Kochi,20881,435.02,540,18,392,13.07,1439,47.97,3851,128.37,215,7.17,879,29.3,115,3.83,399,13.3,276,9.2,53,1.77,-,-,90,30,3,0.38,1,0.13,68,8.5,15,1.88,31,3.88
Fukuoka,90362,458.69,4966,41.73,2897,24.34,13641,114.63,30878,259.48,1891,15.89,9947,83.59,240,2.02,2949,24.78,2706,22.74,1309,11,14,0.54,1402,53.92,23,1.53,27,1.8,101,6.73,-,-,79,5.27
Saga,15688,412.84,811,36.86,669,30.41,1236,56.18,3158,143.55,251,11.41,1212,55.09,38,1.73,573,26.05,1125,51.14,64,2.91,3,1,88,29.33,2,0.33,9,1.5,29,4.83,-,-,56,9.33
Nagasaki,26962,385.17,1437,32.66,609,13.84,3699,84.07,6984,158.73,387,8.8,2369,53.84,35,0.8,689,15.66,766,17.41,98,2.23,6,0.75,237,29.63,11,0.92,20,1.67,70,5.83,-,-,98,8.17
Kumamoto,29860,373.25,1414,28.28,694,13.88,2463,49.26,12501,250.02,390,7.8,4189,83.78,46,0.92,1284,25.68,1242,24.84,175,3.5,1,0.11,561,62.33,8,0.53,20,1.33,27,1.8,-,-,43,2.87
Oita,27130,467.76,1125,31.25,316,8.78,2162,60.06,14809,411.36,707,19.64,4920,136.67,25,0.69,828,23,893,24.81,494,13.72,2,0.4,168,33.6,1,0.09,2,0.18,42,3.82,-,-,25,2.27
Miyazaki,27777,478.91,2001,57.17,1013,28.94,2606,74.46,12699,362.83,501,14.31,5250,150,43,1.23,1139,32.54,742,21.2,1100,31.43,1,0.17,548,91.33,2,0.29,-,-,5,0.71,-,-,154,22
Kagoshima,40894,444.5,2590,47.96,2251,41.69,5394,99.89,15441,285.94,644,11.93,4889,90.54,105,1.94,909,16.83,493,9.13,1182,21.89,1,0.14,275,39.29,3,0.25,5,0.42,10,0.83,-,-,14,1.17
Okinawa,29781,522.47,2406,70.76,788,23.18,1966,57.82,4718,138.76,618,18.18,1862,54.76,70,2.06,560,16.47,296,8.71,146,4.29,6,0.67,737,81.89,24,3.43,48,6.86,33,4.71,3,0.43,34,4.86
