"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2018",,,,,,"Data collected as of September 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1761919,356.95,78530,24.92,52400,16.63,256618,81.44,580292,184.16,35872,11.38,86496,27.45,20924,6.64,52047,16.52,82286,26.11,18110,5.75,452,0.65,21150,30.39,359,0.75,567,1.18,3167,6.6,111,0.23,3058,6.37
Hokkaido,74660,336.31,4124,29.67,3071,22.09,18383,132.25,12020,86.47,1630,11.73,5935,42.7,128,0.92,1338,9.63,2380,17.12,401,2.88,20,0.71,580,20.71,6,0.26,15,0.65,187,8.13,-,-,178,7.74
Aomori,22968,353.35,592,14.1,365,8.69,2241,53.36,7112,169.33,350,8.33,1577,37.55,58,1.38,595,14.17,682,16.24,784,18.67,2,0.18,161,14.64,6,1,6,1,167,27.83,-,-,112,18.67
Iwate,26199,403.06,952,23.8,616,15.4,4549,113.73,5654,141.35,323,8.08,891,22.28,707,17.68,598,14.95,689,17.23,416,10.4,-,-,325,23.21,6,0.32,3,0.16,127,6.68,5,0.26,57,3
Miyagi,34013,358.03,1894,32.1,852,14.44,6015,101.95,10142,171.9,850,14.41,1557,26.39,656,11.12,1092,18.51,2877,48.76,165,2.8,5,0.42,129,10.75,4,0.33,1,0.08,122,10.17,1,0.08,32,2.67
Akita,19917,375.79,590,17.35,425,12.5,1299,38.21,3630,106.76,228,6.71,192,5.65,23,0.68,304,8.94,738,21.71,187,5.5,6,0.86,70,10,6,0.75,1,0.13,390,48.75,3,0.38,67,8.38
Yamagata,16176,344.17,812,28,696,24,3581,123.48,5729,197.55,462,15.93,1168,40.28,341,11.76,642,22.14,2511,86.59,117,4.03,-,-,92,13.14,8,0.8,6,0.6,106,10.6,-,-,20,2
Fukushima,31356,391.95,2022,42.13,986,20.54,3806,79.29,5873,122.35,571,11.9,524,10.92,172,3.58,1024,21.33,1955,40.73,365,7.6,7,0.58,711,59.25,3,0.5,4,0.67,47,7.83,1,0.17,28,4.67
Ibaraki,41478,345.65,960,12.8,1329,17.72,6242,83.23,11134,148.45,714,9.52,538,7.17,193,2.57,792,10.56,1740,23.2,210,2.8,6,0.35,785,46.18,1,0.08,5,0.38,161,12.38,-,-,19,1.46
Tochigi,21495,282.83,779,16.23,373,7.77,2637,54.94,4515,94.06,527,10.98,314,6.54,597,12.44,816,17,1154,24.04,133,2.77,1,0.08,240,20,6,0.86,8,1.14,67,9.57,2,0.29,23,3.29
Gunma,29608,340.32,759,14.32,951,17.94,4894,92.34,9719,183.38,529,9.98,2572,48.53,131,2.47,941,17.75,1839,34.7,404,7.62,7,0.5,619,44.21,3,0.33,9,1,62,6.89,-,-,54,6
Saitama,97700,384.65,2969,18.44,3222,20.01,18630,115.71,34627,215.07,2999,18.63,2814,17.48,1375,8.54,3025,18.79,4499,27.94,710,4.41,48,1.2,1470,36.75,6,0.6,47,4.7,46,4.6,4,0.4,41,4.1
Chiba,80163,378.13,2078,15.62,2801,21.06,12367,92.98,19740,148.42,1761,13.24,2018,15.17,1031,7.75,2003,15.06,3449,25.93,565,4.25,22,0.65,868,25.53,15,1.67,31,3.44,56,6.22,4,0.44,38,4.22
Tokyo,126178,307,5470,21.2,3495,13.55,22651,87.79,50458,195.57,2868,11.12,3931,15.24,4947,19.17,4982,19.31,7144,27.69,932,3.61,10,0.27,781,21.11,22,0.88,23,0.92,84,3.36,30,1.2,106,4.24
Kanagawa,120603,353.67,3642,17.1,2643,12.41,16076,75.47,33652,157.99,3052,14.33,2768,13,5847,27.45,3805,17.86,4901,23.01,1122,5.27,23,0.46,3589,71.78,9,0.82,22,2,52,4.73,-,-,50,4.55
Niigata,34832,387.02,2465,43.25,2256,39.58,7009,122.96,8721,153,664,11.65,735,12.89,471,8.26,956,16.77,3629,63.67,554,9.72,33,3.3,604,60.4,7,0.54,7,0.54,78,6,7,0.54,16,1.23
Toyama,15336,319.5,641,22.1,836,28.83,1671,57.62,5595,192.93,266,9.17,253,8.72,173,5.97,435,15,622,21.45,64,2.21,15,2.14,36,5.14,5,1,2,0.4,27,5.4,4,0.8,16,3.2
Ishikawa,15306,318.88,719,24.79,644,22.21,3720,128.28,5338,184.07,404,13.93,293,10.1,201,6.93,452,15.59,620,21.38,87,3,1,0.14,62,8.86,3,0.6,8,1.6,98,19.6,-,-,10,2
Fukui,11689,354.21,558,25.36,440,20,2738,124.45,4624,210.18,198,9,426,19.36,29,1.32,330,15,327,14.86,183,8.32,-,-,16,5.33,16,2.67,4,0.67,13,2.17,6,1,84,14
Yamanashi,15070,367.56,229,9.54,245,10.21,1512,63,3499,145.79,155,6.46,456,19,128,5.33,272,11.33,725,30.21,96,4,9,1,302,33.56,7,0.7,10,1,58,5.8,3,0.3,28,2.8
Nagano,33329,387.55,539,10.17,561,10.58,4852,91.55,9624,181.58,446,8.42,516,9.74,153,2.89,627,11.83,3138,59.21,300,5.66,15,1.5,138,13.8,10,0.91,2,0.18,76,6.91,2,0.18,85,7.73
Gifu,25716,299.02,837,16.1,629,12.1,1956,37.62,7001,134.63,248,4.77,335,6.44,46,0.88,548,10.54,928,17.85,228,4.38,3,0.27,100,9.09,1,0.2,8,1.6,31,6.2,-,-,95,19
Shizuoka,50270,364.28,1782,20.02,1157,13,5345,60.06,14870,167.08,608,6.83,1245,13.99,481,5.4,1154,12.97,4190,47.08,889,9.99,9,0.41,492,22.36,5,0.56,27,3,37,4.11,4,0.44,17,1.89
Aichi,79735,408.9,3194,17.55,1717,9.43,11171,61.38,28306,155.53,1820,10,1920,10.55,410,2.25,2323,12.76,4747,26.08,780,4.29,8,0.23,791,22.6,9,0.6,21,1.4,116,7.73,2,0.13,146,9.73
