"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2018",,,,,,"Data collected as of September 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,3,0.04,81,1.69,11,0.23,29,0.6,71,1.48,12,0.25,34,0.71,13,0.27,22,0.46,54,1.13,4,0.08,-,-,2,0.17,-,-,-,-,1,0.14,1,0.14,-,-
Gunma,2,0.02,118,2.19,41,0.76,70,1.3,193,3.57,6,0.11,40,0.74,2,0.04,20,0.37,179,3.31,5,0.09,-,-,24,1.6,-,-,-,-,5,0.56,-,-,-,-
Saitama,28,0.11,259,1.67,62,0.4,309,1.99,730,4.71,29,0.19,153,0.99,100,0.65,104,0.67,195,1.26,15,0.1,1,0.03,41,1.05,-,-,1,0.09,2,0.18,-,-,-,-
Chiba,22,0.1,193,1.45,56,0.42,237,1.78,417,3.14,17,0.13,154,1.16,59,0.44,52,0.39,107,0.8,14,0.11,-,-,32,0.94,1,0.11,1,0.11,4,0.44,-,-,-,-
Tokyo,87,0.21,549,2.13,75,0.29,387,1.5,1008,3.91,41,0.16,348,1.35,255,0.99,125,0.48,261,1.01,34,0.13,-,-,25,0.68,-,-,1,0.04,1,0.04,-,-,-,-
Kanagawa,71,0.22,286,1.39,47,0.23,268,1.3,604,2.93,67,0.33,179,0.87,237,1.15,110,0.53,246,1.19,21,0.1,1,0.02,71,1.51,-,-,-,-,1,0.09,-,-,-,-
Niigata,1,0.01,185,3.25,59,1.04,111,1.95,208,3.65,17,0.3,38,0.67,34,0.6,31,0.54,60,1.05,11,0.19,-,-,14,1.4,-,-,-,-,3,0.23,-,-,-,-
Toyama,-,-,88,3.03,15,0.52,38,1.31,129,4.45,1,0.03,39,1.34,2,0.07,11,0.38,132,4.55,1,0.03,1,0.14,-,-,-,-,-,-,2,0.4,-,-,-,-
Ishikawa,2,0.04,117,4.03,6,0.21,47,1.62,110,3.79,7,0.24,14,0.48,4,0.14,15,0.52,32,1.1,1,0.03,-,-,2,0.29,-,-,-,-,2,0.4,-,-,-,-
Fukui,3,0.09,60,2.73,11,0.5,36,1.64,111,5.05,3,0.14,5,0.23,2,0.09,1,0.05,21,0.95,5,0.23,-,-,1,0.33,-,-,1,0.17,-,-,-,-,-,-
Yamanashi,1,0.02,66,2.75,1,0.04,24,1,76,3.17,2,0.08,28,1.17,12,0.5,4,0.17,45,1.88,3,0.13,-,-,8,0.89,-,-,1,0.1,-,-,-,-,-,-
Nagano,3,0.03,62,1.15,12,0.22,88,1.63,201,3.72,9,0.17,27,0.5,7,0.13,17,0.31,170,3.15,5,0.09,-,-,7,0.64,-,-,-,-,2,0.18,1,0.09,-,-
Gifu,4,0.05,108,2.04,17,0.32,23,0.43,106,2,9,0.17,30,0.57,3,0.06,12,0.23,59,1.11,4,0.08,-,-,2,0.18,-,-,2,0.4,1,0.2,-,-,-,-
Shizuoka,14,0.1,220,2.47,43,0.48,55,0.62,297,3.34,13,0.15,44,0.49,8,0.09,34,0.38,83,0.93,17,0.19,1,0.05,26,1.18,-,-,2,0.2,-,-,-,-,-,-
Aichi,88,0.45,342,1.88,32,0.18,171,0.94,470,2.58,22,0.12,83,0.46,16,0.09,60,0.33,205,1.13,12,0.07,2,0.06,49,1.4,1,0.07,3,0.2,6,0.4,-,-,-,-
Mie,5,0.07,168,3.73,23,0.51,43,0.96,194,4.31,7,0.16,23,0.51,2,0.04,14,0.31,87,1.93,7,0.16,-,-,2,0.17,-,-,1,0.11,3,0.33,-,-,-,-
Shiga,-,-,24,0.75,3,0.09,9,0.28,99,3.09,9,0.28,31,0.97,-,-,5,0.16,28,0.88,1,0.03,-,-,3,0.38,1,0.14,-,-,-,-,-,-,-,-
Kyoto,11,0.09,187,2.43,11,0.14,90,1.17,250,3.25,20,0.26,74,0.96,5,0.06,21,0.27,33,0.43,4,0.05,-,-,15,0.83,-,-,-,-,-,-,-,-,-,-
Osaka,47,0.15,662,3.31,72,0.36,283,1.42,718,3.59,52,0.26,134,0.67,18,0.09,85,0.43,248,1.24,29,0.15,-,-,43,0.83,-,-,1,0.06,4,0.24,-,-,1,0.06
Hyogo,29,0.15,301,2.33,22,0.17,104,0.81,533,4.13,48,0.37,110,0.85,7,0.05,52,0.4,99,0.77,15,0.12,-,-,24,0.69,-,-,-,-,2,0.14,-,-,-,-
Nara,-,-,165,4.85,14,0.41,30,0.88,120,3.53,2,0.06,43,1.26,3,0.09,20,0.59,20,0.59,3,0.09,-,-,19,1.9,-,-,1,0.17,2,0.33,-,-,2,0.33
Wakayama,14,0.29,76,2.53,5,0.17,15,0.5,56,1.87,2,0.07,17,0.57,1,0.03,15,0.5,25,0.83,2,0.07,-,-,1,0.25,-,-,-,-,4,0.36,-,-,-,-
Tottori,1,0.03,35,1.84,8,0.42,67,3.53,70,3.68,4,0.21,21,1.11,-,-,7,0.37,16,0.84,-,-,-,-,8,1.6,-,-,2,0.4,-,-,-,-,-,-
Shimane,-,-,58,2.64,2,0.09,45,2.05,101,4.59,3,0.14,33,1.5,-,-,8,0.36,9,0.41,7,0.32,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
Okayama,6,0.07,125,2.31,12,0.22,62,1.15,294,5.44,14,0.26,27,0.5,7,0.13,21,0.39,36,0.67,7,0.13,-,-,9,0.75,-,-,-,-,-,-,-,-,-,-
Hiroshima,6,0.05,114,1.58,20,0.28,99,1.38,331,4.6,13,0.18,103,1.43,4,0.06,37,0.51,43,0.6,10,0.14,-,-,21,1.11,-,-,-,-,-,-,-,-,-,-
Yamaguchi,3,0.04,140,2.98,4,0.09,118,2.51,187,3.98,5,0.11,24,0.51,2,0.04,21,0.45,17,0.36,6,0.13,-,-,4,0.44,-,-,1,0.11,-,-,-,-,-,-
Tokushima,1,0.03,128,5.57,5,0.22,13,0.57,95,4.13,3,0.13,21,0.91,1,0.04,16,0.7,40,1.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,157,5.61,13,0.46,31,1.11,129,4.61,1,0.04,64,2.29,2,0.07,19,0.68,101,3.61,3,0.11,-,-,3,0.6,1,0.2,-,-,-,-,-,-,-,-
Ehime,32,0.52,202,5.46,9,0.24,65,1.76,182,4.92,18,0.49,169,4.57,5,0.14,22,0.59,26,0.7,3,0.08,-,-,21,2.63,-,-,-,-,11,1.83,-,-,1,0.17
Kochi,10,0.21,120,4,17,0.57,22,0.73,38,1.27,1,0.03,37,1.23,12,0.4,5,0.17,76,2.53,-,-,-,-,13,4.33,-,-,-,-,3,0.38,-,-,-,-
Fukuoka,11,0.06,273,2.28,87,0.73,314,2.62,675,5.63,45,0.38,119,0.99,21,0.18,64,0.53,120,1,36,0.3,-,-,59,2.27,-,-,1,0.07,1,0.07,-,-,-,-
Saga,20,0.51,126,5.48,11,0.48,32,1.39,40,1.74,3,0.13,19,0.83,8,0.35,15,0.65,17,0.74,-,-,-,-,6,1.5,-,-,-,-,-,-,-,-,-,-
Nagasaki,5,0.07,122,2.77,22,0.5,62,1.41,115,2.61,9,0.2,30,0.68,4,0.09,18,0.41,10,0.23,2,0.05,-,-,11,1.38,1,0.08,1,0.08,-,-,-,-,-,-
Kumamoto,4,0.05,209,4.18,25,0.5,62,1.24,245,4.9,8,0.16,69,1.38,3,0.06,30,0.6,90,1.8,2,0.04,-,-,20,2.22,-,-,-,-,-,-,-,-,-,-
Oita,19,0.33,113,3.14,7,0.19,44,1.22,352,9.78,12,0.33,58,1.61,1,0.03,13,0.36,61,1.69,14,0.39,-,-,5,1,-,-,1,0.09,1,0.09,-,-,-,-
Miyazaki,3,0.05,206,5.89,21,0.6,59,1.69,375,10.71,16,0.46,47,1.34,2,0.06,33,0.94,55,1.57,25,0.71,-,-,17,2.83,-,-,-,-,-,-,-,-,-,-
Kagoshima,3,0.03,282,5.22,55,1.02,82,1.52,344,6.37,8,0.15,45,0.83,7,0.13,31,0.57,94,1.74,22,0.41,-,-,12,1.71,-,-,-,-,-,-,-,-,-,-
Okinawa,77,1.33,20,0.59,30,0.88,39,1.15,166,4.88,21,0.62,127,3.74,5,0.15,20,0.59,12,0.35,4,0.12,-,-,28,3.11,1,0.14,2,0.29,1,0.14,-,-,4,0.57
