"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2018",,,,,,"Data collected as of December 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1787060,361.75,115539,36.63,67632,21.44,331804,105.2,764647,242.44,49504,15.7,118216,37.48,41259,13.08,67759,21.48,98689,31.29,22630,7.18,527,0.76,28728,41.28,479,1,770,1.6,5105,10.64,140,0.29,3162,6.59
Hokkaido,76314,343.76,5911,42.53,3754,27.01,23720,170.65,14881,107.06,2341,16.84,7458,53.65,305,2.19,1804,12.98,3355,24.14,494,3.55,20,0.71,713,25.46,12,0.52,15,0.65,378,16.43,-,-,182,7.91
Aomori,23375,359.62,895,21.31,518,12.33,2600,61.9,8592,204.57,483,11.5,2079,49.5,230,5.48,764,18.19,794,18.9,910,21.67,2,0.18,192,17.45,8,1.33,12,2,266,44.33,-,-,113,18.83
Iwate,26318,404.89,1493,37.33,931,23.28,5580,139.5,7003,175.08,447,11.18,1795,44.88,1152,28.8,791,19.78,1087,27.18,567,14.18,-,-,422,30.14,9,0.47,4,0.21,217,11.42,7,0.37,58,3.05
Miyagi,34324,361.31,2392,40.54,1130,19.15,7712,130.71,13056,221.29,1242,21.05,2295,38.9,3085,52.29,1457,24.69,3353,56.83,227,3.85,6,0.5,164,13.67,5,0.42,3,0.25,177,14.75,1,0.08,33,2.75
Akita,20006,377.47,895,26.32,547,16.09,1679,49.38,4342,127.71,364,10.71,360,10.59,96,2.82,387,11.38,910,26.76,195,5.74,7,1,86,12.29,8,1,1,0.13,596,74.5,3,0.38,70,8.75
Yamagata,16323,347.3,1661,57.28,907,31.28,4511,155.55,7220,248.97,653,22.52,1349,46.52,532,18.34,837,28.86,2850,98.28,138,4.76,1,0.14,122,17.43,10,1,7,0.7,150,15,-,-,21,2.1
Fukushima,31551,389.52,2949,61.44,1156,24.08,5065,105.52,7674,159.88,832,17.33,967,20.15,488,10.17,1334,27.79,2547,53.06,467,9.73,7,0.58,915,76.25,3,0.5,4,0.67,64,10.67,2,0.33,28,4.67
Ibaraki,42015,350.13,1780,23.73,1628,21.71,7558,100.77,14017,186.89,1036,13.81,1063,14.17,415,5.53,1055,14.07,2124,28.32,263,3.51,6,0.35,1017,59.82,2,0.15,6,0.46,216,16.62,-,-,19,1.46
