"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2018",,,,,,"Data collected as of December 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Nara,60,1.09,20,0.59,20,0.59,73,2.15,216,6.35,8,0.24,24,0.71,5,0.15,15,0.44,2,0.06,1,0.03,1,0.1,9,0.9,-,-,-,-,5,0.83,-,-,-,-
Wakayama,142,2.9,3,0.1,16,0.53,33,1.1,128,4.27,9,0.3,17,0.57,17,0.57,9,0.3,1,0.03,1,0.03,-,-,5,1.25,-,-,-,-,2,0.18,-,-,-,-
Tottori,10,0.34,13,0.68,11,0.58,81,4.26,113,5.95,4,0.21,16,0.84,-,-,10,0.53,2,0.11,-,-,-,-,7,1.4,-,-,-,-,1,0.2,-,-,1,0.2
Shimane,29,0.76,27,1.17,13,0.57,38,1.65,161,7,11,0.48,38,1.65,1,0.04,13,0.57,1,0.04,2,0.09,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Okayama,98,1.17,12,0.22,8,0.15,115,2.13,415,7.69,22,0.41,37,0.69,9,0.17,18,0.33,4,0.07,6,0.11,1,0.08,11,0.92,-,-,-,-,1,0.2,-,-,-,-
Hiroshima,104,0.9,51,0.71,26,0.36,183,2.54,571,7.93,24,0.33,11,0.15,14,0.19,22,0.31,14,0.19,8,0.11,-,-,16,0.84,-,-,-,-,-,-,-,-,2,0.1
Yamaguchi,56,0.84,16,0.34,14,0.3,157,3.34,424,9.02,22,0.47,20,0.43,13,0.28,27,0.57,12,0.26,4,0.09,-,-,15,1.67,-,-,-,-,3,0.33,-,-,-,-
Tokushima,9,0.24,15,0.65,3,0.13,31,1.35,151,6.57,14,0.61,10,0.43,9,0.39,10,0.43,1,0.04,4,0.17,-,-,2,0.5,-,-,-,-,-,-,1,0.14,-,-
Kagawa,188,4,13,0.46,9,0.32,56,2,348,12.43,4,0.14,3,0.11,14,0.5,15,0.54,6,0.21,7,0.25,-,-,1,0.2,-,-,1,0.2,1,0.2,-,-,-,-
Ehime,35,0.58,22,0.61,22,0.61,115,3.19,357,9.92,24,0.67,17,0.47,16,0.44,23,0.64,4,0.11,1,0.03,-,-,26,3.25,-,-,-,-,2,0.33,-,-,-,-
Kochi,34,0.71,8,0.27,10,0.33,46,1.53,131,4.37,5,0.17,20,0.67,5,0.17,7,0.23,3,0.1,4,0.13,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Fukuoka,418,2.11,57,0.48,151,1.26,565,4.71,1643,13.69,87,0.73,89,0.74,74,0.62,71,0.59,7,0.06,41,0.34,-,-,37,1.42,2,0.13,-,-,4,0.27,-,-,-,-
Saga,29,0.74,1,0.04,24,1.04,43,1.87,272,11.83,16,0.7,17,0.74,13,0.57,18,0.78,4,0.17,2,0.09,1,0.25,1,0.25,1,0.17,1,0.17,1,0.17,-,-,-,-
Nagasaki,85,1.21,9,0.2,34,0.77,171,3.89,421,9.57,38,0.86,43,0.98,13,0.3,26,0.59,-,-,5,0.11,-,-,12,1.5,-,-,2,0.17,2,0.17,-,-,-,-
Kumamoto,161,2.01,16,0.32,35,0.7,110,2.2,565,11.3,27,0.54,33,0.66,3,0.06,32,0.64,17,0.34,11,0.22,-,-,20,2.22,-,-,1,0.07,1,0.07,-,-,-,-
Oita,107,1.84,9,0.25,26,0.72,76,2.11,621,17.25,21,0.58,10,0.28,7,0.19,18,0.5,11,0.31,41,1.14,-,-,4,0.8,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,32,0.54,7,0.19,29,0.81,128,3.56,522,14.5,18,0.5,19,0.53,18,0.5,38,1.06,9,0.25,8,0.22,-,-,32,5.33,1,0.14,-,-,-,-,-,-,-,-
Kagoshima,254,2.76,28,0.52,87,1.61,206,3.81,524,9.7,38,0.7,9,0.17,18,0.33,23,0.43,7,0.13,11,0.2,-,-,16,2.29,-,-,-,-,-,-,-,-,-,-
Okinawa,75,1.29,2,0.06,20,0.59,31,0.91,151,4.44,11,0.32,18,0.53,30,0.88,10,0.29,2,0.06,7,0.21,-,-,11,1.22,-,-,1,0.14,-,-,-,-,1,0.14
