"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2018",,,,,,"Data collected as of December 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,8438,1.7,1609,0.51,2085,0.66,9682,3.07,27974,8.86,1905,0.6,1943,0.62,3026,0.96,1317,0.42,335,0.11,398,0.13,11,0.02,655,0.94,11,0.02,15,0.03,178,0.37,3,0.01,19,0.04
Hokkaido,882,3.96,278,1.99,98,0.7,769,5.49,368,2.63,89,0.64,51,0.36,27,0.19,36,0.26,24,0.17,7,0.05,-,-,11,0.39,-,-,-,-,37,1.61,-,-,-,-
Aomori,108,1.66,14,0.33,25,0.6,46,1.1,162,3.86,27,0.64,13,0.31,22,0.52,11,0.26,1,0.02,13,0.31,-,-,1,0.09,1,0.17,-,-,14,2.33,-,-,-,-
Iwate,27,0.42,50,1.28,44,1.13,143,3.67,163,4.18,15,0.38,74,1.9,75,1.92,12,0.31,2,0.05,29,0.74,-,-,16,1.14,-,-,-,-,7,0.37,-,-,-,-
Miyagi,62,0.65,31,0.53,53,0.9,230,3.9,425,7.2,51,0.86,60,1.02,324,5.49,31,0.53,8,0.14,7,0.12,-,-,2,0.17,-,-,-,-,5,0.42,-,-,-,-
Akita,61,1.13,14,0.4,22,0.63,50,1.43,88,2.51,41,1.17,4,0.11,16,0.46,11,0.31,10,0.29,-,-,-,-,1,0.14,-,-,-,-,18,2.25,-,-,-,-
Yamagata,33,0.7,43,1.43,35,1.17,106,3.53,271,9.03,23,0.77,24,0.8,28,0.93,22,0.73,3,0.1,-,-,-,-,12,1.5,-,-,1,0.1,4,0.4,-,-,1,0.1
Fukushima,59,0.71,61,1.22,28,0.56,186,3.72,290,5.8,36,0.72,31,0.62,39,0.78,25,0.5,9,0.18,7,0.14,-,-,19,1.46,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,145,1.21,35,0.47,33,0.44,167,2.23,438,5.84,44,0.59,44,0.59,43,0.57,17,0.23,12,0.16,1,0.01,-,-,19,1.12,1,0.08,-,-,7,0.54,-,-,-,-
Tochigi,26,0.34,43,0.9,10,0.21,148,3.08,301,6.27,10,0.21,23,0.48,36,0.75,21,0.44,3,0.06,1,0.02,-,-,4,0.33,-,-,-,-,4,0.57,-,-,1,0.14
Gunma,81,0.92,20,0.37,56,1.04,132,2.44,627,11.61,26,0.48,32,0.59,23,0.43,24,0.44,5,0.09,6,0.11,1,0.07,16,1.07,-,-,2,0.22,1,0.11,-,-,-,-
Saitama,406,1.58,58,0.36,82,0.51,805,4.97,1788,11.04,149,0.92,187,1.15,312,1.93,79,0.49,20,0.12,15,0.09,1,0.02,36,0.88,-,-,2,0.18,2,0.18,-,-,-,-
Chiba,519,2.43,33,0.25,57,0.43,451,3.37,1043,7.78,70,0.52,98,0.73,161,1.2,38,0.28,11,0.08,13,0.1,-,-,18,0.53,2,0.22,-,-,6,0.67,-,-,-,-
Tokyo,654,1.57,64,0.24,126,0.48,914,3.49,3151,12.03,146,0.56,214,0.82,625,2.39,124,0.47,22,0.08,33,0.13,-,-,13,0.34,1,0.04,-,-,8,0.32,-,-,-,-
Kanagawa,592,1.72,34,0.16,111,0.51,638,2.95,2003,9.27,204,0.94,137,0.63,425,1.97,112,0.52,17,0.08,22,0.1,1,0.02,105,2.1,-,-,-,-,3,0.27,-,-,-,-
Niigata,199,2.21,71,1.25,95,1.67,300,5.26,362,6.35,44,0.77,13,0.23,107,1.88,37,0.65,5,0.09,9,0.16,1,0.1,9,0.9,-,-,-,-,7,0.54,-,-,3,0.23
Toyama,110,2.29,25,0.86,40,1.38,42,1.45,202,6.97,12,0.41,39,1.34,5,0.17,11,0.38,4,0.14,4,0.14,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Ishikawa,95,1.98,13,0.45,31,1.07,106,3.66,307,10.59,22,0.76,24,0.83,13,0.45,6,0.21,-,-,1,0.03,-,-,2,0.29,-,-,-,-,3,0.6,-,-,-,-
Fukui,36,1.03,5,0.23,24,1.09,72,3.27,342,15.55,18,0.82,18,0.82,4,0.18,7,0.32,-,-,5,0.23,-,-,1,0.33,-,-,-,-,-,-,1,0.17,-,-
Yamanashi,21,0.51,1,0.04,1,0.04,39,1.63,127,5.29,13,0.54,4,0.17,36,1.5,4,0.17,1,0.04,5,0.21,1,0.11,9,1,-,-,-,-,3,0.3,-,-,1,0.1
Nagano,111,1.28,37,0.69,28,0.52,136,2.52,601,11.13,23,0.43,10,0.19,33,0.61,16,0.3,7,0.13,14,0.26,-,-,2,0.18,1,0.09,-,-,3,0.27,-,-,-,-
Gifu,126,1.47,17,0.33,14,0.27,67,1.29,330,6.35,10,0.19,14,0.27,20,0.38,16,0.31,3,0.06,1,0.02,-,-,2,0.18,-,-,-,-,3,0.6,-,-,-,-
Shizuoka,92,0.66,26,0.29,63,0.71,300,3.37,1017,11.43,27,0.3,32,0.36,67,0.75,19,0.21,3,0.03,14,0.16,-,-,19,0.86,1,0.1,-,-,1,0.1,-,-,1,0.1
Aichi,669,3.43,45,0.25,94,0.52,414,2.27,1860,10.22,103,0.57,46,0.25,79,0.43,65,0.36,5,0.03,8,0.04,1,0.03,15,0.43,-,-,1,0.07,6,0.4,1,0.07,1,0.07
Mie,172,2.39,36,0.8,48,1.07,147,3.27,487,10.82,30,0.67,17,0.38,9,0.2,25,0.56,3,0.07,1,0.02,-,-,2,0.17,-,-,1,0.11,2,0.22,-,-,-,-
Shiga,27,0.51,19,0.59,4,0.13,50,1.56,238,7.44,5,0.16,38,1.19,-,-,13,0.41,1,0.03,1,0.03,-,-,3,0.38,-,-,1,0.14,-,-,-,-,-,-
Kyoto,77,0.62,18,0.24,26,0.34,131,1.72,438,5.76,44,0.58,21,0.28,28,0.37,20,0.26,3,0.04,2,0.03,-,-,4,0.22,-,-,-,-,1,0.14,-,-,-,-
Osaka,718,2.37,105,0.53,193,0.97,593,2.98,1630,8.19,134,0.67,146,0.73,121,0.61,76,0.38,28,0.14,8,0.04,2,0.04,31,0.6,-,-,-,-,7,0.41,-,-,7,0.41
Hyogo,404,2.03,84,0.65,86,0.67,242,1.88,1181,9.16,86,0.67,78,0.6,69,0.53,34,0.26,18,0.14,7,0.05,-,-,53,1.51,-,-,1,0.07,-,-,-,-,-,-
