"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2014",,,,,,"Data collected as of March 12, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,113410,22.93,874,,1069,0.34,6894,2.19,20555,6.52,3247,1.03,237,0.08,347,0.11,1359,0.43,28,0.01,54,0.02,748,0.24,8,0.01,303,0.44,8,0.02,9,0.02,122,0.26,10,0.02,80,0.17
Hokkaido,6800,29.96,41,,46,0.32,520,3.64,338,2.36,175,1.22,5,0.03,3,0.02,45,0.31,-,-,1,0.01,15,0.1,-,-,12,0.41,-,-,-,-,7,0.3,-,-,1,0.04
Aomori,2290,35.78,3,,8,0.2,43,1.05,235,5.73,33,0.8,-,-,5,0.12,12,0.29,-,-,-,-,6,0.15,-,-,1,0.09,-,-,-,-,7,1.17,-,-,1,0.17
Iwate,2423,37.86,2,,11,0.28,115,2.88,372,9.3,46,1.15,-,-,9,0.23,14,0.35,-,-,-,-,9,0.23,-,-,3,0.21,-,-,-,-,9,0.47,1,0.05,9,0.47
Miyagi,3626,38.99,15,,17,0.29,165,2.84,412,7.1,59,1.02,-,-,40,0.69,31,0.53,-,-,-,-,10,0.17,-,-,2,0.17,-,-,-,-,11,0.92,1,0.08,1,0.08
Akita,820,14.91,-,,8,0.23,39,1.11,156,4.46,29,0.83,-,-,5,0.14,3,0.09,-,-,1,0.03,5,0.14,-,-,1,0.14,-,-,-,-,4,0.5,-,-,1,0.13
Yamagata,1131,23.56,4,,10,0.33,212,7.07,426,14.2,22,0.73,1,0.03,4,0.13,21,0.7,-,-,-,-,13,0.43,-,-,4,0.5,-,-,-,-,1,0.1,2,0.2,3,0.3
Fukushima,1790,23.55,33,,11,0.24,109,2.42,206,4.58,41,0.91,1,0.02,9,0.2,21,0.47,-,-,-,-,31,0.69,-,-,7,0.58,-,-,-,-,8,1.14,-,-,-,-
Ibaraki,2184,18.2,5,,26,0.35,148,1.97,420,5.6,45,0.6,3,0.04,8,0.11,22,0.29,-,-,-,-,6,0.08,1,0.06,8,0.47,-,-,-,-,1,0.08,-,-,-,-
Tochigi,1533,20.17,9,,5,0.1,64,1.33,122,2.54,47,0.98,-,-,2,0.04,25,0.52,2,0.04,-,-,7,0.15,-,-,5,0.42,-,-,-,-,3,0.43,-,-,3,0.43
Gunma,1774,18.1,6,,16,0.27,123,2.05,205,3.42,31,0.52,1,0.02,-,-,28,0.47,-,-,3,0.05,5,0.08,-,-,9,0.69,-,-,-,-,2,0.25,-,-,2,0.25
Saitama,6352,25.61,26,,42,0.27,430,2.74,866,5.52,136,0.87,4,0.03,18,0.11,79,0.5,2,0.01,-,-,30,0.19,2,0.05,8,0.19,-,-,-,-,4,0.4,1,0.1,1,0.1
Chiba,4946,23.22,21,,33,0.25,335,2.5,857,6.4,141,1.05,-,-,15,0.11,44,0.33,2,0.01,-,-,48,0.36,1,0.03,23,0.68,-,-,-,-,1,0.11,-,-,3,0.33
Tokyo,9419,22.75,34,,44,0.17,584,2.25,1272,4.89,215,0.83,11,0.04,41,0.16,123,0.47,3,0.01,2,0.01,29,0.11,-,-,15,0.39,2,0.08,1,0.04,5,0.2,1,0.04,4,0.16
Kanagawa,7849,23.36,32,,19,0.09,334,1.6,1202,5.75,221,1.06,4,0.02,51,0.24,107,0.51,-,-,1,0,44,0.21,1,0.02,29,0.64,-,-,-,-,1,0.09,-,-,3,0.27
Niigata,3057,31.84,22,,30,0.49,332,5.44,542,8.89,102,1.67,1,0.02,67,1.1,28,0.46,-,-,-,-,6,0.1,1,0.1,6,0.6,-,-,-,-,3,0.23,1,0.08,1,0.08
Toyama,896,18.67,5,,30,1.03,140,4.83,239,8.24,65,2.24,-,-,15,0.52,7,0.24,1,0.03,2,0.07,1,0.03,-,-,3,0.43,-,-,-,-,8,1.6,-,-,-,-
Ishikawa,1303,27.15,8,,34,1.17,73,2.52,184,6.34,116,4,8,0.28,1,0.03,13,0.45,-,-,-,-,14,0.48,-,-,2,0.29,-,-,-,-,-,-,-,-,1,0.2
Fukui,1246,38.94,13,,17,0.77,92,4.18,275,12.5,61,2.77,-,-,2,0.09,12,0.55,-,-,-,-,22,1,-,-,1,0.33,1,0.17,1,0.17,-,-,-,-,-,-
Yamanashi,453,11.33,2,,2,0.08,50,2.08,86,3.58,12,0.5,-,-,-,-,3,0.13,1,0.04,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,1,0.1,-,-
Nagano,2072,23.82,8,,14,0.26,128,2.37,295,5.46,56,1.04,3,0.06,2,0.04,17,0.31,-,-,-,-,2,0.04,-,-,7,0.64,-,-,-,-,6,0.55,-,-,1,0.09
Gifu,1668,19.17,7,,19,0.36,48,0.91,309,5.83,19,0.36,1,0.02,-,-,18,0.34,-,-,-,-,15,0.28,-,-,3,0.27,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,2688,19.34,18,,13,0.15,105,1.18,566,6.36,90,1.01,1,0.01,3,0.03,34,0.38,-,-,-,-,10,0.11,-,-,12,0.55,-,-,-,-,2,0.2,-,-,2,0.2
Aichi,4669,23.94,36,,44,0.24,286,1.58,925,5.11,93,0.51,6,0.03,1,0.01,68,0.38,-,-,2,0.01,75,0.41,-,-,9,0.26,1,0.07,1,0.07,5,0.36,-,-,2,0.14
Mie,2098,29.14,5,,12,0.27,57,1.27,285,6.33,39,0.87,-,-,1,0.02,19,0.42,-,-,1,0.02,5,0.11,-,-,3,0.25,-,-,-,-,3,0.33,-,-,-,-
Shiga,1002,18.91,7,,4,0.13,65,2.03,168,5.25,34,1.06,1,0.03,1,0.03,9,0.28,-,-,5,0.16,8,0.25,-,-,-,-,-,-,-,-,3,0.43,-,-,5,0.71
Kyoto,2377,19.64,9,,20,0.28,98,1.36,363,5.04,37,0.51,1,0.01,1,0.01,16,0.22,-,-,-,-,1,0.01,-,-,2,0.12,-,-,-,-,-,-,-,-,-,-
Osaka,5554,17.97,71,,46,0.23,439,2.2,1302,6.51,195,0.98,11,0.06,12,0.06,66,0.33,1,0.01,3,0.02,15,0.08,1,0.02,10,0.19,-,-,-,-,1,0.06,-,-,5,0.29
