"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2016",,,,,,"Data collected as of November 9, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2903,0.59,4213,,766,0.24,5379,1.7,20253,6.41,1053,0.33,2887,0.91,321,0.1,1296,0.41,54,0.02,780,0.25,3317,1.05,5,0.01,469,0.68,7,0.01,19,0.04,533,1.12,3,0.01,8,0.02
Hokkaido,220,0.97,203,,44,0.31,389,2.74,298,2.1,116,0.82,50,0.35,12,0.08,37,0.26,4,0.03,29,0.2,149,1.05,1,0.03,10,0.34,-,-,1,0.04,35,1.52,-,-,-,-
Aomori,14,0.22,38,,8,0.19,54,1.29,106,2.52,4,0.1,23,0.55,3,0.07,20,0.48,-,-,27,0.64,19,0.45,-,-,3,0.27,-,-,-,-,16,2.67,-,-,-,-
Iwate,59,0.91,48,,20,0.5,102,2.55,106,2.65,8,0.2,9,0.23,-,-,21,0.53,-,-,17,0.43,20,0.5,-,-,6,0.43,-,-,-,-,9,0.47,-,-,-,-
Miyagi,46,0.48,108,,2,0.03,108,1.83,377,6.39,22,0.37,65,1.1,1,0.02,25,0.42,-,-,16,0.27,9,0.15,-,-,-,-,-,-,-,-,24,2,-,-,-,-
Akita,24,0.44,47,,6,0.17,45,1.29,78,2.23,10,0.29,6,0.17,1,0.03,4,0.11,2,0.06,21,0.6,14,0.4,-,-,-,-,-,-,-,-,12,1.5,-,-,-,-
Yamagata,5,0.1,98,,3,0.1,128,4.27,158,5.27,24,0.8,9,0.3,4,0.13,17,0.57,-,-,23,0.77,63,2.1,-,-,-,-,-,-,1,0.1,8,0.8,-,-,1,0.1
Fukushima,31,0.4,136,,4,0.09,61,1.33,130,2.83,27,0.59,34,0.74,13,0.28,21,0.46,3,0.07,14,0.3,10,0.22,-,-,3,0.25,-,-,1,0.14,5,0.71,-,-,1,0.14
Ibaraki,85,0.71,80,,4,0.05,104,1.39,366,4.88,30,0.4,60,0.8,8,0.11,19,0.25,-,-,5,0.07,20,0.27,-,-,12,0.71,-,-,-,-,14,1.08,-,-,-,-
Tochigi,126,1.66,58,,12,0.25,53,1.1,384,8,11,0.23,32,0.67,1,0.02,25,0.52,-,-,5,0.1,22,0.46,-,-,12,1,-,-,1,0.14,3,0.43,-,-,-,-
Gunma,52,0.55,43,,10,0.17,155,2.67,324,5.59,19,0.33,50,0.86,8,0.14,29,0.5,-,-,12,0.21,39,0.67,-,-,16,1.14,-,-,-,-,21,2.63,-,-,-,-
Saitama,165,0.65,161,,29,0.18,332,2.06,999,6.2,54,0.34,125,0.78,8,0.05,71,0.44,3,0.02,30,0.19,154,0.96,-,-,20,0.5,-,-,1,0.1,18,1.8,1,0.1,-,-
Chiba,116,0.54,81,,19,0.14,362,2.68,908,6.73,44,0.33,196,1.45,23,0.17,52,0.39,2,0.01,26,0.19,71,0.53,-,-,27,0.79,1,0.11,2,0.22,15,1.67,-,-,-,-
Tokyo,242,0.58,155,,53,0.2,488,1.86,2486,9.45,76,0.29,265,1.01,20,0.08,123,0.47,6,0.02,57,0.22,216,0.82,-,-,22,0.56,1,0.04,1,0.04,33,1.32,-,-,2,0.08
Kanagawa,160,0.48,114,,45,0.22,293,1.41,1961,9.43,69,0.33,203,0.98,8,0.04,86,0.41,3,0.01,27,0.13,256,1.23,1,0.02,70,1.49,-,-,-,-,12,1.09,-,-,-,-
Niigata,50,0.54,141,,13,0.22,83,1.43,214,3.69,22,0.38,14,0.24,5,0.09,24,0.41,3,0.05,9,0.16,191,3.29,-,-,4,0.4,1,0.08,1,0.08,13,1,-,-,-,-
Toyama,12,0.25,38,,4,0.14,26,0.9,129,4.45,4,0.14,2,0.07,3,0.1,11,0.38,-,-,2,0.07,101,3.48,-,-,2,0.29,-,-,-,-,5,1,-,-,-,-
Ishikawa,13,0.27,44,,17,0.59,64,2.21,176,6.07,7,0.24,22,0.76,1,0.03,8,0.28,2,0.07,7,0.24,23,0.79,-,-,1,0.14,-,-,-,-,13,2.6,-,-,-,-
Fukui,78,2.44,96,,8,0.36,25,1.14,80,3.64,3,0.14,2,0.09,3,0.14,1,0.05,1,0.05,3,0.14,17,0.77,-,-,-,-,1,0.17,-,-,5,0.83,-,-,-,-
Yamanashi,9,0.22,32,,15,0.63,33,1.38,89,3.71,6,0.25,30,1.25,4,0.17,13,0.54,-,-,6,0.25,17,0.71,-,-,1,0.11,-,-,-,-,10,1,-,-,-,-
Nagano,26,0.3,73,,2,0.04,95,1.76,135,2.5,20,0.37,22,0.41,6,0.11,16,0.3,1,0.02,15,0.28,95,1.76,-,-,16,1.45,-,-,-,-,14,1.27,-,-,-,-
Gifu,38,0.44,62,,5,0.09,46,0.87,147,2.77,3,0.06,49,0.92,3,0.06,14,0.26,-,-,5,0.09,57,1.08,-,-,9,0.82,-,-,1,0.2,19,3.8,-,-,-,-
Shizuoka,37,0.27,134,,13,0.15,294,3.3,386,4.34,23,0.26,87,0.98,11,0.12,35,0.39,-,-,22,0.25,74,0.83,-,-,15,0.68,-,-,-,-,20,2,-,-,-,-
Aichi,57,0.29,267,,12,0.07,260,1.44,829,4.58,51,0.28,107,0.59,19,0.1,64,0.35,7,0.04,22,0.12,108,0.6,-,-,15,0.44,-,-,-,-,21,1.5,-,-,-,-
Mie,7,0.1,69,,10,0.22,37,0.82,553,12.29,10,0.22,12,0.27,10,0.22,17,0.38,-,-,2,0.04,16,0.36,-,-,3,0.25,-,-,3,0.33,8,0.89,-,-,-,-
Shiga,30,0.57,24,,6,0.19,26,0.81,154,4.81,13,0.41,33,1.03,-,-,8,0.25,-,-,2,0.06,31,0.97,-,-,2,0.25,-,-,-,-,2,0.29,-,-,-,-
