"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2017",,,,,,"Data collected as of June 28, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1151,0.23,784,,3082,0.98,10895,3.45,21117,6.69,1320,0.42,7613,2.41,325,0.1,1737,0.55,44,0.01,2097,0.66,1785,0.57,6,0.01,530,0.77,11,0.02,22,0.05,116,0.24,9,0.02,90,0.19
Hokkaido,92,0.41,170,,278,1.97,536,3.8,430,3.05,70,0.5,117,0.83,6,0.04,39,0.28,1,0.01,37,0.26,25,0.18,-,-,14,0.48,-,-,1,0.04,5,0.22,-,-,9,0.39
Aomori,37,0.58,6,,19,0.45,65,1.55,314,7.48,9,0.21,14,0.33,2,0.05,23,0.55,-,-,6,0.14,44,1.05,-,-,2,0.18,1,0.17,-,-,7,1.17,-,-,6,1
Iwate,21,0.33,6,,25,0.64,123,3.15,220,5.64,21,0.54,7,0.18,14,0.36,16,0.41,-,-,3,0.08,55,1.41,-,-,3,0.21,-,-,-,-,6,0.32,-,-,-,-
Miyagi,16,0.17,31,,112,1.9,191,3.24,583,9.88,27,0.46,36,0.61,9,0.15,39,0.66,-,-,11,0.19,18,0.31,-,-,4,0.33,-,-,-,-,3,0.25,-,-,-,-
Akita,1,0.02,-,,16,0.46,57,1.63,105,3,13,0.37,66,1.89,2,0.06,8,0.23,3,0.09,8,0.23,-,-,1,0.14,1,0.14,-,-,-,-,8,1,-,-,-,-
Yamagata,4,0.08,1,,28,0.93,153,5.1,262,8.73,14,0.47,25,0.83,28,0.93,25,0.83,-,-,9,0.3,8,0.27,-,-,1,0.13,-,-,-,-,4,0.4,-,-,1,0.1
Fukushima,6,0.08,41,,30,0.65,183,3.98,220,4.78,23,0.5,3,0.07,8,0.17,41,0.89,2,0.04,8,0.17,35,0.76,-,-,10,0.83,-,-,2,0.29,4,0.57,-,-,-,-
Ibaraki,6,0.05,2,,55,0.73,297,3.96,322,4.29,25,0.33,21,0.28,7,0.09,23,0.31,1,0.01,8,0.11,22,0.29,-,-,19,1.12,-,-,-,-,1,0.08,-,-,-,-
Tochigi,2,0.03,11,,38,0.79,109,2.27,127,2.65,21,0.44,24,0.5,-,-,36,0.75,-,-,4,0.08,30,0.63,-,-,13,1.08,-,-,-,-,1,0.14,-,-,-,-
Gunma,1,0.01,12,,41,0.71,265,4.57,330,5.69,34,0.59,44,0.76,17,0.29,30,0.52,-,-,16,0.28,50,0.86,1,0.07,4,0.29,-,-,-,-,-,-,-,-,1,0.13
Saitama,8,0.03,32,,211,1.3,731,4.51,1118,6.9,79,0.49,139,0.86,27,0.17,114,0.7,1,0.01,44,0.27,68,0.42,2,0.05,36,0.9,-,-,1,0.1,1,0.1,-,-,1,0.1
Chiba,15,0.07,28,,152,1.13,557,4.13,665,4.93,59,0.44,115,0.85,6,0.04,70,0.52,2,0.01,77,0.57,45,0.33,-,-,34,0.97,1,0.11,1,0.11,5,0.56,-,-,1,0.11
Tokyo,17,0.04,58,,272,1.04,858,3.29,1794,6.87,110,0.42,449,1.72,40,0.15,192,0.74,9,0.03,102,0.39,76,0.29,-,-,22,0.58,-,-,-,-,5,0.2,1,0.04,1,0.04
