"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2018",,,,,,"Data collected as of September 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1760915,356.75,63241,20.07,50252,15.95,248102,78.74,556959,176.76,34467,10.94,79319,25.17,18836,5.98,49115,15.59,72474,23,17329,5.5,440,0.63,19763,28.4,346,0.72,528,1.1,2943,6.13,108,0.23,3040,6.33
Hokkaido,74659,336.3,3872,27.86,3014,21.68,17918,128.91,11720,84.32,1551,11.16,4995,35.94,116,0.83,1251,9,1723,12.4,386,2.78,20,0.71,555,19.82,6,0.26,13,0.57,176,7.65,-,-,178,7.74
Aomori,22968,353.35,492,11.71,347,8.26,2183,51.98,6916,164.67,331,7.88,1378,32.81,52,1.24,562,13.38,539,12.83,758,18.05,2,0.18,160,14.55,6,1,6,1,155,25.83,-,-,112,18.67
Iwate,26199,403.06,827,20.68,605,15.13,4394,109.85,5450,136.25,309,7.73,693,17.33,661,16.53,570,14.25,441,11.03,405,10.13,-,-,308,22,6,0.32,3,0.16,113,5.95,5,0.26,56,2.95
Miyagi,34010,358,1602,27.15,820,13.9,5825,98.73,9682,164.1,821,13.92,1287,21.81,506,8.58,1038,17.59,2293,38.86,155,2.63,5,0.42,122,10.17,4,0.33,1,0.08,114,9.5,1,0.08,32,2.67
Akita,19916,375.77,443,13.03,412,12.12,1279,37.62,3509,103.21,225,6.62,136,4,23,0.68,292,8.59,577,16.97,183,5.38,6,0.86,67,9.57,6,0.75,1,0.13,354,44.25,3,0.38,67,8.38
Yamagata,16171,344.06,535,18.45,681,23.48,3477,119.9,5556,191.59,447,15.41,1076,37.1,321,11.07,605,20.86,2071,71.41,108,3.72,-,-,87,12.43,8,0.8,6,0.6,103,10.3,-,-,20,2
Fukushima,31344,391.8,1650,34.38,968,20.17,3670,76.46,5628,117.25,550,11.46,454,9.46,166,3.46,957,19.94,1483,30.9,347,7.23,7,0.58,663,55.25,3,0.5,3,0.5,46,7.67,1,0.17,28,4.67
Ibaraki,41463,345.53,728,9.71,1269,16.92,6105,81.4,10686,142.48,678,9.04,441,5.88,159,2.12,733,9.77,1564,20.85,199,2.65,6,0.35,752,44.24,1,0.08,5,0.38,152,11.69,-,-,19,1.46
Tochigi,21482,282.66,616,12.83,354,7.38,2559,53.31,4368,91,508,10.58,255,5.31,568,11.83,768,16,1033,21.52,125,2.6,1,0.08,235,19.58,6,0.86,8,1.14,63,9,1,0.14,23,3.29
Gunma,29606,340.3,534,10.08,886,16.72,4767,89.94,9322,175.89,511,9.64,2487,46.92,120,2.26,889,16.77,1443,27.23,390,7.36,6,0.43,582,41.57,3,0.33,9,1,56,6.22,-,-,54,6
Saitama,97664,384.5,2427,15.07,3096,19.23,18016,111.9,33116,205.69,2934,18.22,2484,15.43,1174,7.29,2832,17.59,4092,25.42,677,4.2,46,1.15,1377,34.43,6,0.6,45,4.5,43,4.3,4,0.4,41,4.1
Chiba,80137,378,1713,12.88,2678,20.14,11903,89.5,18894,142.06,1715,12.89,1694,12.74,907,6.82,1884,14.17,3212,24.15,537,4.04,21,0.62,798,23.47,14,1.56,28,3.11,47,5.22,4,0.44,38,4.22
Tokyo,126057,307.46,4377,16.97,3357,13.01,21863,84.74,48335,187.34,2770,10.74,3285,12.73,4415,17.11,4712,18.26,6571,25.47,870,3.37,10,0.27,726,19.62,22,0.88,22,0.88,77,3.08,30,1.2,106,4.24
Kanagawa,120501,353.38,3031,14.23,2548,11.96,15522,72.87,32381,152.02,2922,13.72,2444,11.47,5304,24.9,3587,16.84,4326,20.31,1085,5.09,22,0.43,3439,67.43,8,0.73,22,2,49,4.45,-,-,50,4.55
Niigata,34827,386.97,2054,36.04,2139,37.53,6803,119.35,8281,145.28,638,11.19,654,11.47,421,7.39,894,15.68,3508,61.54,533,9.35,33,3.3,583,58.3,7,0.54,7,0.54,72,5.54,7,0.54,16,1.23
Toyama,15329,319.35,489,16.86,814,28.07,1605,55.34,5331,183.83,260,8.97,197,6.79,167,5.76,411,14.17,352,12.14,62,2.14,14,2,36,5.14,5,1,2,0.4,24,4.8,4,0.8,16,3.2
Ishikawa,15304,318.83,503,17.34,638,22,3609,124.45,5083,175.28,384,13.24,259,8.93,192,6.62,421,14.52,535,18.45,84,2.9,-,-,59,8.43,3,0.6,7,1.4,93,18.6,-,-,10,2
Fukui,11683,354.03,435,19.77,422,19.18,2663,121.05,4426,201.18,182,8.27,406,18.45,27,1.23,321,14.59,283,12.86,178,8.09,-,-,15,5,15,2.5,2,0.33,13,2.17,6,1,84,14
Yamanashi,15069,367.54,115,4.79,240,10,1466,61.08,3377,140.71,149,6.21,398,16.58,108,4.5,262,10.92,639,26.63,89,3.71,9,1,284,31.56,7,0.7,9,0.9,54,5.4,3,0.3,28,2.8
Nagano,33325,387.5,415,7.83,536,10.11,4678,88.26,9222,174,429,8.09,460,8.68,134,2.53,596,11.25,2735,51.6,292,5.51,15,1.5,128,12.8,10,0.91,2,0.18,71,6.45,1,0.09,85,7.73
Gifu,25712,298.98,625,12.02,594,11.42,1917,36.87,6753,129.87,231,4.44,282,5.42,42,0.81,521,10.02,810,15.58,221,4.25,2,0.18,91,8.27,1,0.2,3,0.6,27,5.4,-,-,95,19
Shizuoka,50242,364.07,1345,15.11,1061,11.92,5214,58.58,14286,160.52,589,6.62,1153,12.96,461,5.18,1089,12.24,4011,45.07,858,9.64,7,0.32,440,20,5,0.56,25,2.78,35,3.89,4,0.44,17,1.89
Aichi,79622,408.32,2526,13.88,1660,9.12,10857,59.65,27275,149.86,1758,9.66,1754,9.64,381,2.09,2204,12.11,4357,23.94,755,4.15,6,0.17,695,19.86,8,0.53,17,1.13,106,7.07,2,0.13,143,9.53
Mie,26713,376.24,1206,27.41,819,18.61,3375,76.7,8084,183.73,376,8.55,499,11.34,58,1.32,757,17.2,1545,35.11,175,3.98,5,0.42,44,3.67,9,1,13,1.44,36,4,2,0.22,15,1.67
Shiga,17544,337.38,221,7.13,374,12.06,1306,42.13,4645,149.84,389,12.55,883,28.48,54,1.74,369,11.9,931,30.03,267,8.61,1,0.13,123,15.38,4,0.57,10,1.43,10,1.43,-,-,11,1.57
Kyoto,39712,317.7,778,10.24,753,9.91,3793,49.91,12524,164.79,540,7.11,1376,18.11,102,1.34,871,11.46,1143,15.04,201,2.64,3,0.18,208,12.24,4,0.57,2,0.29,29,4.14,-,-,52,7.43
