"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2018",,,,,,"Data collected as of September 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Osaka,88659,291.64,5308,26.81,3225,16.29,14252,71.98,38079,192.32,2463,12.44,2595,13.11,674,3.4,3189,16.11,3590,18.13,923,4.66,28,0.55,746,14.63,16,0.94,16,0.94,87,5.12,2,0.12,179,10.53
Hyogo,65060,328.59,2161,16.88,1945,15.2,6104,47.69,26400,206.25,1421,11.1,1628,12.72,152,1.19,1680,13.13,2062,16.11,475,3.71,31,0.91,713,20.97,22,1.69,25,1.92,57,4.38,2,0.15,107,8.23
Nara,15663,290.06,554,16.29,433,12.74,2143,63.03,6125,180.15,319,9.38,530,15.59,204,6,489,14.38,776,22.82,81,2.38,1,0.1,172,17.2,11,1.83,6,1,28,4.67,-,-,54,9
Wakayama,14524,302.58,621,20.7,388,12.93,1017,33.9,3409,113.63,278,9.27,198,6.6,70,2.33,434,14.47,599,19.97,117,3.9,56,18.67,30,10,4,0.36,7,0.64,38,3.45,5,0.45,50,4.55
Tottori,10891,375.55,251,13.21,335,17.63,3271,172.16,4973,261.74,116,6.11,120,6.32,19,1,305,16.05,298,15.68,43,2.26,3,0.6,37,7.4,6,1.2,13,2.6,15,3,1,0.2,52,10.4
Shimane,10024,263.79,434,18.87,218,9.48,1779,77.35,4834,210.17,127,5.52,439,19.09,13,0.57,447,19.43,329,14.3,163,7.09,-,-,8,2.67,10,1.25,46,5.75,12,1.5,-,-,78,9.75
Okayama,28355,337.56,573,10.61,501,9.28,3132,58,12860,238.15,497,9.2,453,8.39,168,3.11,738,13.67,537,9.94,189,3.5,15,1.25,266,22.17,4,0.8,1,0.2,12,2.4,-,-,30,6
Hiroshima,34179,299.82,1285,18.1,1255,17.68,4870,68.59,16338,230.11,577,8.13,1920,27.04,49,0.69,867,12.21,1416,19.94,260,3.66,20,1.05,625,32.89,7,0.35,5,0.25,46,2.3,2,0.1,376,18.8
Yamaguchi,26788,399.82,1678,35.7,656,13.96,4727,100.57,7946,169.06,405,8.62,2370,50.43,37,0.79,840,17.87,1197,25.47,223,4.74,-,-,166,18.44,5,0.56,4,0.44,35,3.89,-,-,104,11.56
Tokushima,11996,324.22,918,39.91,383,16.65,1362,59.22,4308,187.3,165,7.17,1012,44,129,5.61,573,24.91,568,24.7,97,4.22,-,-,26,6.5,4,0.57,2,0.29,15,2.14,-,-,2,0.29
Kagawa,15202,330.48,488,18.07,374,13.85,1746,64.67,6521,241.52,249,9.22,303,11.22,20,0.74,511,18.93,754,27.93,172,6.37,4,0.8,124,24.8,4,0.8,4,0.8,28,5.6,1,0.2,41,8.2
Ehime,23262,387.7,1096,30.44,388,10.78,3687,102.42,10017,278.25,292,8.11,1917,53.25,46,1.28,848,23.56,756,21,227,6.31,1,0.14,484,69.14,1,0.17,1,0.17,83,13.83,-,-,45,7.5
Kochi,20863,434.65,327,10.9,357,11.9,1390,46.33,3768,125.6,207,6.9,781,26.03,98,3.27,382,12.73,150,5,51,1.7,-,-,72,24,3,0.38,1,0.13,62,7.75,14,1.75,31,3.88
Fukuoka,90329,458.52,4314,36.25,2700,22.69,13064,109.78,29480,247.73,1812,15.23,9691,81.44,197,1.66,2785,23.4,2402,20.18,1241,10.43,14,0.54,1300,50,23,1.53,26,1.73,98,6.53,-,-,79,5.27
Saga,15648,411.79,562,25.55,650,29.55,1178,53.55,3069,139.5,243,11.05,1171,53.23,29,1.32,539,24.5,1100,50,63,2.86,3,1,80,26.67,2,0.33,9,1.5,28,4.67,-,-,56,9.33
Nagasaki,26953,385.04,1157,26.3,549,12.48,3575,81.25,6737,153.11,363,8.25,2311,52.52,31,0.7,647,14.7,741,16.84,94,2.14,6,0.75,217,27.13,10,0.83,19,1.58,69,5.75,-,-,98,8.17
Kumamoto,29849,373.11,1044,20.88,661,13.22,2354,47.08,11958,239.16,371,7.42,4054,81.08,43,0.86,1216,24.32,1027,20.54,171,3.42,1,0.11,518,57.56,8,0.53,20,1.33,27,1.8,-,-,43,2.87
Oita,27092,467.1,941,26.14,298,8.28,2077,57.69,14146,392.94,673,18.69,4801,133.36,24,0.67,785,21.81,741,20.58,463,12.86,2,0.4,160,32,1,0.09,1,0.09,39,3.55,-,-,25,2.27
Miyazaki,27774,478.86,1584,45.26,979,27.97,2502,71.49,11967,341.91,474,13.54,5162,147.49,40,1.14,1069,30.54,623,17.8,1048,29.94,1,0.17,510,85,2,0.29,-,-,5,0.71,-,-,153,21.86
Kagoshima,40880,444.35,2016,37.33,2143,39.69,5207,96.43,14750,273.15,627,11.61,4804,88.96,91,1.69,852,15.78,328,6.07,1148,21.26,1,0.14,251,35.86,3,0.25,5,0.42,10,0.83,-,-,14,1.17
Okinawa,29665,520.44,2370,69.71,729,21.44,1898,55.82,4424,130.12,591,17.38,1629,47.91,63,1.85,523,15.38,263,7.74,140,4.12,6,0.67,681,75.67,23,3.29,46,6.57,31,4.43,3,0.43,27,3.86
