"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2016",,,,,,"Data collected as of August 3, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,92,0.02,835,,1479,0.47,5581,1.77,11793,3.73,983,0.31,2246,0.71,889,0.28,1675,0.53,90,0.03,12157,3.85,4128,1.31,6,0.01,582,0.84,10,0.02,35,0.07,470,1,4,0.01,6,0.01
Hokkaido,2,0.01,64,,74,0.52,368,2.59,231,1.63,68,0.48,51,0.36,45,0.32,66,0.46,3,0.02,207,1.46,199,1.4,-,-,15,0.54,-,-,-,-,39,1.7,-,-,-,-
Aomori,-,-,7,,13,0.31,64,1.52,96,2.29,9,0.21,5,0.12,16,0.38,18,0.43,1,0.02,33,0.79,20,0.48,-,-,7,0.64,-,-,1,0.17,2,0.33,-,-,-,-
Iwate,-,-,5,,30,0.75,136,3.4,106,2.65,8,0.2,5,0.13,5,0.13,15,0.38,-,-,33,0.83,33,0.83,-,-,9,0.64,-,-,-,-,5,0.26,-,-,-,-
Miyagi,-,-,13,,12,0.2,125,2.12,193,3.27,25,0.42,82,1.39,3,0.05,46,0.78,1,0.02,268,4.54,18,0.31,-,-,-,-,-,-,-,-,11,0.92,-,-,-,-
Akita,3,0.06,-,,1,0.03,41,1.17,64,1.83,7,0.2,22,0.63,18,0.51,6,0.17,2,0.06,13,0.37,7,0.2,-,-,1,0.14,-,-,-,-,6,0.75,-,-,-,-
Yamagata,1,0.02,8,,13,0.43,87,2.9,78,2.6,12,0.4,23,0.77,22,0.73,25,0.83,-,-,180,6,40,1.33,-,-,3,0.38,-,-,1,0.1,4,0.4,-,-,-,-
Fukushima,-,-,14,,26,0.57,70,1.52,61,1.33,22,0.48,5,0.11,36,0.78,37,0.8,2,0.04,194,4.22,10,0.22,-,-,11,0.92,1,0.14,-,-,2,0.29,-,-,-,-
Ibaraki,1,0.01,4,,32,0.43,97,1.29,260,3.47,18,0.24,81,1.08,7,0.09,15,0.2,-,-,265,3.53,80,1.07,-,-,27,1.59,-,-,-,-,9,0.69,-,-,-,-
