"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2016",,,,,,"Data collected as of July 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,1,0.01,1,,17,0.36,96,2.04,65,1.38,19,0.4,46,0.98,56,1.19,35,0.74,-,-,182,3.87,53,1.13,1,0.08,5,0.42,-,-,1,0.14,3,0.43,-,-,-,-
Gunma,3,0.03,6,,21,0.36,173,2.98,263,4.53,12,0.21,10,0.17,38,0.66,43,0.74,9,0.16,216,3.72,45,0.78,-,-,15,1.07,-,-,-,-,16,2,-,-,1,0.13
Saitama,4,0.02,14,,91,0.58,493,3.12,831,5.26,97,0.61,160,1.01,22,0.14,97,0.61,1,0.01,923,5.84,233,1.47,1,0.02,41,1,-,-,-,-,6,0.6,-,-,-,-
Chiba,6,0.03,15,,67,0.51,486,3.68,530,4.02,80,0.61,268,2.03,40,0.3,64,0.48,5,0.04,592,4.48,132,1,-,-,30,0.88,-,-,3,0.33,9,1,-,-,-,-
Tokyo,9,0.02,36,,183,0.71,789,3.05,1390,5.37,79,0.31,238,0.92,46,0.18,167,0.64,4,0.02,1526,5.89,208,0.8,1,0.03,33,0.87,2,0.08,2,0.08,26,1.04,-,-,-,-
Kanagawa,4,0.01,27,,123,0.6,543,2.65,910,4.44,112,0.55,156,0.76,32,0.16,142,0.69,1,0,1258,6.14,287,1.4,1,0.02,125,2.72,2,0.22,-,-,7,0.78,-,-,-,-
Niigata,1,0.01,21,,49,0.84,122,2.1,253,4.36,9,0.16,24,0.41,31,0.53,39,0.67,7,0.12,307,5.29,101,1.74,-,-,5,0.5,-,-,-,-,6,0.46,2,0.15,-,-
Toyama,-,-,4,,15,0.52,22,0.76,121,4.17,8,0.28,3,0.1,10,0.34,15,0.52,-,-,57,1.97,65,2.24,-,-,1,0.14,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,1,0.02,-,,23,0.79,51,1.76,113,3.9,6,0.21,12,0.41,8,0.28,16,0.55,-,-,65,2.24,33,1.14,-,-,4,0.57,-,-,-,-,4,0.8,-,-,-,-
Fukui,-,-,1,,35,1.59,32,1.45,123,5.59,15,0.68,7,0.32,5,0.23,15,0.68,1,0.05,118,5.36,14,0.64,-,-,-,-,-,-,-,-,10,1.67,-,-,-,-
Yamanashi,-,-,-,,16,0.67,49,2.04,88,3.67,7,0.29,11,0.46,17,0.71,3,0.13,2,0.08,91,3.79,18,0.75,-,-,1,0.11,-,-,-,-,1,0.1,-,-,-,-
Nagano,-,-,-,,15,0.28,147,2.72,245,4.54,16,0.3,32,0.59,32,0.59,23,0.43,-,-,86,1.59,94,1.74,-,-,9,0.82,-,-,-,-,3,0.27,-,-,-,-
Gifu,1,0.01,-,,15,0.28,63,1.19,139,2.62,15,0.28,62,1.17,8,0.15,15,0.28,1,0.02,140,2.64,37,0.7,-,-,3,0.27,-,-,-,-,13,2.6,-,-,-,-
Shizuoka,1,0.01,8,,61,0.69,294,3.3,381,4.28,33,0.37,53,0.6,5,0.06,43,0.48,-,-,624,7.01,80,0.9,-,-,17,0.81,-,-,-,-,16,1.6,-,-,1,0.1
Aichi,2,0.01,11,,88,0.49,362,2,617,3.41,62,0.34,87,0.48,74,0.41,71,0.39,-,-,780,4.31,128,0.71,-,-,28,0.82,-,-,3,0.21,12,0.86,-,-,-,-
Mie,-,-,6,,28,0.62,62,1.38,171,3.8,8,0.18,21,0.47,34,0.76,17,0.38,1,0.02,424,9.42,27,0.6,1,0.08,1,0.08,1,0.11,-,-,3,0.33,-,-,-,-
Shiga,-,-,1,,19,0.59,46,1.44,123,3.84,7,0.22,28,0.88,3,0.09,6,0.19,3,0.09,224,7,29,0.91,-,-,3,0.38,-,-,1,0.14,2,0.29,-,-,-,-
Kyoto,2,0.02,2,,23,0.31,108,1.44,353,4.71,38,0.51,135,1.8,12,0.16,31,0.41,-,-,241,3.21,93,1.24,-,-,5,0.28,-,-,-,-,3,0.43,-,-,-,-
Osaka,7,0.02,64,,97,0.48,480,2.39,901,4.48,81,0.4,80,0.4,32,0.16,108,0.54,7,0.03,1187,5.91,436,2.17,1,0.02,19,0.37,3,0.18,2,0.12,26,1.53,-,-,1,0.06
Hyogo,-,-,12,,60,0.47,162,1.28,659,5.19,41,0.32,69,0.54,30,0.24,57,0.45,1,0.01,695,5.47,146,1.15,-,-,14,0.4,-,-,2,0.18,4,0.36,-,-,-,-
Nara,-,-,1,,11,0.32,58,1.71,133,3.91,10,0.29,9,0.26,20,0.59,17,0.5,-,-,151,4.44,44,1.29,-,-,3,0.3,1,0.17,-,-,8,1.33,-,-,-,-
Wakayama,-,-,-,,9,0.29,29,0.94,82,2.65,7,0.23,4,0.13,7,0.23,23,0.74,1,0.03,192,6.19,64,2.06,-,-,-,-,-,-,2,0.18,4,0.36,-,-,-,-
Tottori,-,-,-,,3,0.16,57,3,90,4.74,5,0.26,14,0.74,13,0.68,14,0.74,-,-,90,4.74,14,0.74,-,-,2,0.4,1,0.2,-,-,5,1,-,-,-,-
Shimane,1,0.03,-,,29,1.26,52,2.26,137,5.96,6,0.26,7,0.3,23,1,20,0.87,1,0.04,36,1.57,34,1.48,-,-,3,1,-,-,2,0.25,6,0.75,-,-,-,-
Okayama,1,0.01,3,,13,0.24,48,0.89,276,5.11,21,0.39,23,0.43,15,0.28,31,0.57,-,-,182,3.37,87,1.61,-,-,-,-,-,-,1,0.2,1,0.2,-,-,-,-
Hiroshima,2,0.02,23,,74,1.06,163,2.33,311,4.44,31,0.44,10,0.14,39,0.56,35,0.5,4,0.06,68,0.97,66,0.94,-,-,16,0.84,-,-,1,0.05,8,0.38,-,-,-,-
Yamaguchi,-,-,13,,20,0.42,163,3.4,250,5.21,6,0.13,17,0.35,36,0.75,31,0.65,-,-,95,1.98,40,0.83,-,-,2,0.22,-,-,-,-,6,0.67,-,-,-,-
Tokushima,5,0.14,-,,11,0.48,18,0.78,124,5.39,4,0.17,6,0.26,7,0.3,18,0.78,1,0.04,125,5.43,37,1.61,-,-,1,0.25,-,-,-,-,1,0.14,-,-,-,-
Kagawa,1,0.02,5,,17,0.61,43,1.54,133,4.75,4,0.14,19,0.68,4,0.14,24,0.86,-,-,89,3.18,49,1.75,-,-,4,0.8,-,-,-,-,9,1.8,-,-,-,-
Ehime,-,-,-,,21,0.57,93,2.51,250,6.76,13,0.35,24,0.65,22,0.59,23,0.62,1,0.03,268,7.24,24,0.65,-,-,17,2.13,-,-,-,-,6,1,-,-,-,-
Kochi,-,-,2,,10,0.33,29,0.97,73,2.43,4,0.13,23,0.77,7,0.23,15,0.5,2,0.07,106,3.53,28,0.93,-,-,-,-,-,-,4,0.5,4,0.5,1,0.13,-,-
Fukuoka,1,0.01,114,,98,0.82,415,3.46,763,6.36,41,0.34,36,0.3,34,0.28,76,0.63,4,0.03,261,2.18,218,1.82,-,-,23,0.88,1,0.07,8,0.53,59,3.93,-,-,-,-
Saga,2,0.05,-,,9,0.39,34,1.48,43,1.87,3,0.13,8,0.35,-,-,18,0.78,-,-,49,2.13,70,3.04,-,-,2,0.5,-,-,-,-,4,0.67,-,-,-,-
Nagasaki,1,0.01,4,,23,0.52,101,2.3,136,3.09,23,0.52,6,0.14,3,0.07,25,0.57,1,0.02,22,0.5,47,1.07,-,-,7,0.88,-,-,3,0.25,12,1,-,-,-,-
Kumamoto,-,-,6,,14,0.28,91,1.82,331,6.62,9,0.18,25,0.5,16,0.32,42,0.84,-,-,204,4.08,108,2.16,-,-,9,1,1,0.07,6,0.4,11,0.73,-,-,-,-
Oita,2,0.03,2,,14,0.39,101,2.81,395,10.97,10,0.28,16,0.44,1,0.03,28,0.78,2,0.06,178,4.94,18,0.5,1,0.2,2,0.4,-,-,-,-,9,0.82,2,0.18,-,-
Miyazaki,-,-,31,,15,0.42,90,2.5,236,6.56,15,0.42,31,0.86,41,1.14,30,0.83,-,-,228,6.33,136,3.78,-,-,14,2.33,-,-,1,0.14,9,1.29,-,-,-,-
Kagoshima,9,0.1,41,,45,0.82,145,2.64,294,5.35,24,0.44,225,4.09,18,0.33,32,0.58,1,0.02,114,2.07,141,2.56,-,-,30,4.29,-,-,3,0.25,7,0.58,-,-,-,-
Okinawa,52,0.9,76,,38,1.12,22,0.65,137,4.03,12,0.35,131,3.85,2,0.06,10,0.29,5,0.15,22,0.65,21,0.62,1,0.11,15,1.67,-,-,1,0.14,13,1.86,-,-,1,0.14
