"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2016",,,,,,"Data collected as of December 28, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,41428,8.38,2217,,1522,0.48,7432,2.36,54503,17.28,1902,0.6,1222,0.39,401,0.13,1207,0.38,36,0.01,212,0.07,2778,0.88,9,0.01,477,0.69,5,0.01,12,0.03,396,0.84,10,0.02,26,0.05
Hokkaido,2762,12.22,158,,84,0.59,661,4.65,818,5.76,152,1.07,30,0.21,16,0.11,34,0.24,1,0.01,8,0.06,92,0.65,-,-,6,0.21,1,0.04,-,-,20,0.87,-,-,-,-
Aomori,136,2.09,17,,22,0.52,66,1.57,379,9.02,9,0.21,7,0.17,7,0.17,13,0.31,-,-,4,0.1,19,0.45,-,-,2,0.18,-,-,-,-,13,2.17,-,-,-,-
Iwate,603,9.28,23,,27,0.68,120,3,606,15.15,14,0.35,-,-,2,0.05,14,0.35,1,0.03,4,0.1,29,0.73,-,-,7,0.5,-,-,-,-,5,0.26,-,-,-,-
Miyagi,813,8.56,24,,9,0.15,191,3.24,1359,23.03,57,0.97,1,0.02,4,0.07,31,0.53,-,-,1,0.02,13,0.22,-,-,3,0.25,-,-,-,-,8,0.67,-,-,-,-
Akita,743,13.76,21,,10,0.29,63,1.8,273,7.8,8,0.23,11,0.31,2,0.06,5,0.14,-,-,2,0.06,12,0.34,-,-,-,-,-,-,-,-,12,1.5,-,-,-,-
Yamagata,281,5.85,21,,18,0.6,231,7.7,996,33.2,27,0.9,1,0.03,2,0.07,17,0.57,-,-,2,0.07,47,1.57,-,-,3,0.38,-,-,-,-,13,1.3,-,-,-,-
Fukushima,878,11.4,47,,8,0.17,125,2.72,769,16.72,42,0.91,3,0.07,27,0.59,27,0.59,-,-,-,-,17,0.37,-,-,11,0.92,-,-,-,-,11,1.57,-,-,5,0.71
Ibaraki,1209,10.08,19,,21,0.28,156,2.08,1448,19.31,45,0.6,8,0.11,7,0.09,20,0.27,3,0.04,6,0.08,28,0.37,2,0.12,8,0.47,-,-,2,0.15,11,0.85,-,-,-,-
