"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32nd week, 2017",,,,,,"Data collected as of August 16, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,795,0.17,4956,,1541,0.52,3151,1.05,8584,2.87,663,0.22,21303,7.12,127,0.04,1105,0.37,40,0.01,5073,1.7,1134,0.38,3,0,488,0.75,10,0.02,23,0.05,113,0.24,4,0.01,3,0.01
Hokkaido,1,0,167,,153,1.09,190,1.36,110,0.79,30,0.21,1206,8.61,-,-,30,0.21,-,-,194,1.39,11,0.08,-,-,5,0.17,-,-,1,0.04,4,0.17,-,-,1,0.04
Aomori,1,0.02,36,,8,0.2,27,0.68,80,2,6,0.15,238,5.95,-,-,13,0.33,2,0.05,66,1.65,31,0.78,1,0.1,1,0.1,1,0.17,-,-,2,0.33,-,-,-,-
Iwate,-,-,85,,11,0.28,53,1.33,75,1.88,9,0.23,159,3.98,3,0.08,8,0.2,1,0.03,56,1.4,52,1.3,-,-,5,0.36,-,-,-,-,9,0.47,-,-,-,-
Miyagi,3,0.04,112,,15,0.28,44,0.81,154,2.85,10,0.19,476,8.81,6,0.11,38,0.7,-,-,62,1.15,17,0.31,-,-,1,0.09,-,-,-,-,2,0.17,-,-,-,-
Akita,3,0.06,16,,16,0.47,12,0.35,44,1.29,10,0.29,94,2.76,-,-,13,0.38,-,-,21,0.62,3,0.09,-,-,-,-,-,-,-,-,9,1.13,-,-,-,-
Yamagata,-,-,43,,34,1.17,57,1.97,104,3.59,2,0.07,314,10.83,23,0.79,9,0.31,3,0.1,144,4.97,6,0.21,-,-,2,0.25,-,-,-,-,6,0.6,-,-,-,-
Fukushima,-,-,171,,18,0.39,44,0.96,72,1.57,19,0.41,315,6.85,5,0.11,28,0.61,-,-,67,1.46,27,0.59,-,-,12,1,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,16,0.13,79,,36,0.48,107,1.43,157,2.09,11,0.15,484,6.45,2,0.03,19,0.25,2,0.03,119,1.59,9,0.12,-,-,13,0.76,-,-,-,-,1,0.08,-,-,-,-
Tochigi,6,0.08,44,,11,0.23,32,0.67,56,1.17,17,0.35,370,7.71,-,-,23,0.48,-,-,43,0.9,15,0.31,-,-,1,0.08,1,0.14,-,-,3,0.43,-,-,-,-
Gunma,3,0.03,60,,27,0.49,76,1.38,149,2.71,22,0.4,447,8.13,7,0.13,24,0.44,-,-,172,3.13,31,0.56,-,-,16,1.14,-,-,-,-,7,0.88,-,-,-,-
Saitama,4,0.02,298,,125,0.96,139,1.07,486,3.74,45,0.35,1527,11.75,9,0.07,46,0.35,3,0.02,257,1.98,32,0.25,-,-,31,1.19,1,0.1,2,0.2,1,0.1,-,-,-,-
Chiba,47,0.28,127,,69,0.63,144,1.32,253,2.32,25,0.23,789,7.24,3,0.03,34,0.31,1,0.01,370,3.39,21,0.19,-,-,19,0.76,1,0.11,1,0.11,-,-,-,-,-,-
Tokyo,35,0.1,482,,159,0.68,227,0.97,762,3.27,59,0.25,2620,11.24,17,0.07,100,0.43,3,0.01,472,2.03,45,0.19,-,-,35,0.97,1,0.04,-,-,-,-,-,-,-,-
Kanagawa,10,0.04,501,,48,0.26,213,1.15,535,2.89,23,0.12,2014,10.89,9,0.05,73,0.39,1,0.01,436,2.36,48,0.26,-,-,72,1.85,-,-,1,0.11,-,-,-,-,-,-
Niigata,29,0.32,167,,12,0.21,42,0.74,112,1.96,13,0.23,831,14.58,1,0.02,23,0.4,-,-,122,2.14,47,0.82,-,-,9,0.9,1,0.08,1,0.08,5,0.38,2,0.15,-,-
Toyama,1,0.02,47,,3,0.11,26,0.93,96,3.43,2,0.07,300,10.71,-,-,7,0.25,-,-,46,1.64,9,0.32,-,-,2,0.29,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,-,-,55,,9,0.31,63,2.17,84,2.9,5,0.17,282,9.72,4,0.14,10,0.34,-,-,38,1.31,6,0.21,-,-,11,1.57,-,-,-,-,5,1,-,-,-,-
Fukui,4,0.13,56,,5,0.23,41,1.86,55,2.5,10,0.45,352,16,1,0.05,3,0.14,2,0.09,41,1.86,6,0.27,-,-,-,-,-,-,-,-,2,0.33,-,-,-,-
Yamanashi,-,-,5,,16,0.67,24,1,58,2.42,-,-,191,7.96,-,-,3,0.13,-,-,35,1.46,13,0.54,-,-,9,1,-,-,-,-,2,0.2,-,-,-,-
Nagano,2,0.03,12,,11,0.27,48,1.17,99,2.41,16,0.39,637,15.54,2,0.05,12,0.29,1,0.02,83,2.02,57,1.39,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-
Gifu,4,0.05,59,,20,0.4,23,0.46,86,1.72,10,0.2,397,7.94,-,-,13,0.26,-,-,36,0.72,19,0.38,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,8,0.06,157,,42,0.47,56,0.63,307,3.45,14,0.16,872,9.8,4,0.04,30,0.34,1,0.01,112,1.26,40,0.45,-,-,14,0.67,-,-,1,0.1,7,0.7,-,-,-,-
Aichi,7,0.04,244,,60,0.33,135,0.74,362,1.99,43,0.24,1436,7.89,2,0.01,42,0.23,1,0.01,197,1.08,33,0.18,-,-,9,0.26,-,-,3,0.2,6,0.4,-,-,-,-
Mie,-,-,58,,16,0.36,27,0.6,121,2.69,2,0.04,269,5.98,-,-,25,0.56,-,-,79,1.76,17,0.38,-,-,1,0.08,-,-,3,0.33,-,-,-,-,-,-
Shiga,3,0.06,15,,10,0.37,10,0.37,96,3.56,8,0.3,111,4.11,-,-,14,0.52,-,-,46,1.7,7,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyoto,5,0.04,61,,39,0.53,66,0.9,143,1.96,3,0.04,132,1.81,-,-,27,0.37,1,0.01,34,0.47,20,0.27,-,-,7,0.39,-,-,-,-,1,0.14,-,-,-,-
Osaka,16,0.05,364,,74,0.37,183,0.92,527,2.64,42,0.21,739,3.7,10,0.05,61,0.31,2,0.01,240,1.2,35,0.18,-,-,20,0.38,-,-,2,0.12,7,0.41,-,-,-,-
Hyogo,8,0.04,94,,58,0.49,85,0.71,481,4.04,30,0.25,566,4.76,3,0.03,38,0.32,1,0.01,138,1.16,40,0.34,-,-,15,0.47,-,-,1,0.08,3,0.23,2,0.15,-,-
Nara,1,0.02,31,,15,0.44,34,1,79,2.32,11,0.32,159,4.68,1,0.03,15,0.44,-,-,22,0.65,5,0.15,-,-,4,0.4,1,0.17,1,0.17,3,0.5,-,-,-,-
Wakayama,-,-,46,,8,0.29,13,0.46,42,1.5,12,0.43,89,3.18,-,-,18,0.64,1,0.04,33,1.18,32,1.14,-,-,-,-,1,0.09,-,-,1,0.09,-,-,-,-
Tottori,-,-,62,,9,0.47,46,2.42,64,3.37,4,0.21,46,2.42,-,-,8,0.42,1,0.05,28,1.47,8,0.42,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Shimane,34,0.89,11,,6,0.26,42,1.83,94,4.09,2,0.09,142,6.17,-,-,12,0.52,-,-,25,1.09,26,1.13,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
Okayama,2,0.02,3,,24,0.46,40,0.77,297,5.71,9,0.17,297,5.71,-,-,25,0.48,1,0.02,67,1.29,17,0.33,-,-,4,0.33,-,-,-,-,1,0.2,-,-,-,-
Hiroshima,24,0.21,77,,27,0.38,112,1.56,216,3,15,0.21,259,3.6,-,-,27,0.38,1,0.01,58,0.81,10,0.14,1,0.05,16,0.84,-,-,3,0.14,1,0.05,-,-,-,-
Yamaguchi,2,0.03,125,,10,0.21,38,0.79,98,2.04,6,0.13,189,3.94,-,-,11,0.23,1,0.02,107,2.23,35,0.73,-,-,15,1.67,-,-,-,-,1,0.11,-,-,-,-
