"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2018",,,,,,"Data collected as of September 26, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,3,0.04,87,1.81,1,0.02,39,0.81,53,1.1,7,0.15,30,0.63,18,0.38,17,0.35,23,0.48,2,0.04,-,-,6,0.5,-,-,-,-,2,0.29,-,-,-,-
Gunma,-,-,96,1.78,28,0.52,61,1.13,160,2.96,4,0.07,15,0.28,13,0.24,23,0.43,81,1.5,6,0.11,-,-,14,0.93,-,-,-,-,-,-,-,-,-,-
Saitama,15,0.06,295,1.86,57,0.36,264,1.66,610,3.84,42,0.26,158,0.99,60,0.38,78,0.49,105,0.66,14,0.09,3,0.07,50,1.22,-,-,1,0.09,3,0.27,-,-,-,-
Chiba,18,0.09,150,1.15,46,0.35,192,1.47,352,2.69,25,0.19,120,0.92,51,0.39,49,0.37,71,0.54,16,0.12,-,-,42,1.24,-,-,3,0.33,4,0.44,-,-,-,-
Tokyo,79,0.19,362,1.4,50,0.19,341,1.32,902,3.5,54,0.21,321,1.24,219,0.85,126,0.49,163,0.63,28,0.11,-,-,9,0.24,-,-,3,0.12,6,0.24,-,-,-,-
Kanagawa,61,0.19,172,0.86,45,0.22,256,1.27,577,2.87,60,0.3,173,0.86,195,0.97,91,0.45,186,0.93,29,0.14,-,-,74,1.57,1,0.09,-,-,-,-,-,-,-,-
Niigata,2,0.02,146,2.56,42,0.74,71,1.25,151,2.65,8,0.14,31,0.54,31,0.54,24,0.42,30,0.53,12,0.21,1,0.1,11,1.1,-,-,-,-,3,0.23,-,-,-,-
Toyama,-,-,87,3,3,0.1,17,0.59,117,4.03,2,0.07,21,0.72,1,0.03,13,0.45,93,3.21,4,0.14,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Ishikawa,1,0.02,103,3.55,4,0.14,61,2.1,87,3,3,0.1,25,0.86,2,0.07,10,0.34,46,1.59,1,0.03,-,-,4,0.57,-,-,1,0.2,4,0.8,-,-,-,-
Fukui,1,0.03,43,1.95,11,0.5,27,1.23,94,4.27,5,0.23,17,0.77,-,-,11,0.5,13,0.59,3,0.14,-,-,2,0.67,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,2,0.05,74,3.08,-,-,11,0.46,38,1.58,3,0.13,9,0.38,10,0.42,9,0.38,18,0.75,3,0.13,-,-,10,1.11,-,-,-,-,3,0.3,-,-,-,-
Nagano,3,0.03,58,1.07,13,0.24,67,1.24,163,3.02,1,0.02,18,0.33,11,0.2,11,0.2,104,1.93,3,0.06,-,-,3,0.27,-,-,-,-,2,0.18,-,-,-,-
Gifu,8,0.09,111,2.09,14,0.26,27,0.51,111,2.09,10,0.19,25,0.47,3,0.06,10,0.19,40,0.75,2,0.04,-,-,8,0.73,-,-,1,0.2,1,0.2,-,-,-,-
Shizuoka,2,0.01,170,1.91,25,0.28,76,0.85,246,2.76,11,0.12,45,0.51,23,0.26,29,0.33,60,0.67,25,0.28,-,-,28,1.27,-,-,2,0.2,-,-,-,-,-,-
Aichi,88,0.45,391,2.15,28,0.15,156,0.86,463,2.54,31,0.17,98,0.54,20,0.11,59,0.32,192,1.05,11,0.06,-,-,37,1.06,-,-,-,-,5,0.33,-,-,-,-
Mie,1,0.01,171,3.8,13,0.29,29,0.64,145,3.22,3,0.07,26,0.58,1,0.02,22,0.49,97,2.16,5,0.11,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-
Shiga,4,0.08,44,1.38,5,0.16,24,0.75,100,3.13,9,0.28,26,0.81,2,0.06,8,0.25,19,0.59,3,0.09,-,-,4,0.5,-,-,1,0.14,-,-,-,-,-,-
Kyoto,14,0.11,156,2.03,10,0.13,74,0.96,228,2.96,16,0.21,61,0.79,3,0.04,19,0.25,47,0.61,7,0.09,-,-,13,0.72,-,-,-,-,-,-,-,-,-,-
Osaka,40,0.13,598,2.99,67,0.34,266,1.33,586,2.93,57,0.29,158,0.79,22,0.11,82,0.41,202,1.01,26,0.13,-,-,30,0.58,-,-,4,0.24,5,0.29,-,-,1,0.06
Hyogo,11,0.06,287,2.22,23,0.18,95,0.74,466,3.61,35,0.27,136,1.05,5,0.04,48,0.37,94,0.73,16,0.12,-,-,22,0.63,-,-,-,-,2,0.14,-,-,-,-
Nara,5,0.09,168,4.94,3,0.09,22,0.65,74,2.18,3,0.09,31,0.91,5,0.15,19,0.56,17,0.5,3,0.09,-,-,16,1.6,-,-,-,-,2,0.33,-,-,-,-
Wakayama,6,0.12,93,3.1,5,0.17,10,0.33,39,1.3,4,0.13,29,0.97,4,0.13,18,0.6,5,0.17,2,0.07,-,-,3,0.75,-,-,-,-,4,0.36,-,-,-,-
Tottori,2,0.07,47,2.47,10,0.53,76,4,49,2.58,-,-,26,1.37,-,-,12,0.63,29,1.53,-,-,-,-,7,1.4,-,-,1,0.2,-,-,-,-,-,-
Shimane,2,0.05,53,2.41,8,0.36,24,1.09,71,3.23,3,0.14,56,2.55,1,0.05,10,0.45,12,0.55,2,0.09,-,-,2,0.67,1,0.13,-,-,1,0.13,-,-,-,-
Okayama,6,0.07,112,2.07,6,0.11,38,0.7,264,4.89,24,0.44,41,0.76,-,-,16,0.3,23,0.43,8,0.15,-,-,13,1.08,-,-,-,-,-,-,-,-,-,-
Hiroshima,2,0.02,119,1.65,19,0.26,71,0.99,338,4.69,8,0.11,92,1.28,7,0.1,24,0.33,31,0.43,9,0.13,-,-,16,0.84,-,-,-,-,3,0.14,-,-,-,-
Yamaguchi,1,0.01,137,2.91,3,0.06,87,1.85,145,3.09,9,0.19,33,0.7,5,0.11,19,0.4,12,0.26,4,0.09,-,-,10,1.11,-,-,-,-,-,-,-,-,-,-
Tokushima,1,0.03,125,5.43,1,0.04,11,0.48,107,4.65,4,0.17,31,1.35,4,0.17,20,0.87,30,1.3,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,2,0.04,156,5.57,4,0.14,33,1.18,100,3.57,5,0.18,56,2,-,-,13,0.46,92,3.29,4,0.14,-,-,7,1.4,-,-,-,-,-,-,-,-,-,-
Ehime,41,0.67,131,3.54,-,-,47,1.27,144,3.89,4,0.11,144,3.89,-,-,22,0.59,22,0.59,5,0.14,-,-,20,2.5,-,-,-,-,1,0.17,-,-,-,-
Kochi,8,0.17,128,4.27,19,0.63,16,0.53,45,1.5,2,0.07,45,1.5,4,0.13,10,0.33,44,1.47,-,-,-,-,6,2,-,-,-,-,2,0.25,-,-,1,0.13
Fukuoka,19,0.1,278,2.32,76,0.63,233,1.94,607,5.06,44,0.37,103,0.86,12,0.1,87,0.73,129,1.08,29,0.24,-,-,55,2.12,1,0.07,-,-,4,0.27,-,-,-,-
Saga,-,-,69,3,13,0.57,23,1,46,2,4,0.17,17,0.74,4,0.17,11,0.48,10,0.43,1,0.04,-,-,3,0.75,-,-,-,-,3,0.5,-,-,-,-
Nagasaki,3,0.04,90,2.05,29,0.66,42,0.95,92,2.09,11,0.25,22,0.5,1,0.02,21,0.48,13,0.3,3,0.07,-,-,3,0.38,-,-,-,-,4,0.33,-,-,-,-
Kumamoto,14,0.18,171,3.42,12,0.24,57,1.14,260,5.2,3,0.06,51,1.02,-,-,26,0.52,86,1.72,4,0.08,1,0.11,32,3.56,-,-,1,0.07,-,-,-,-,-,-
Oita,4,0.07,48,1.33,14,0.39,29,0.81,279,7.75,14,0.39,58,1.61,1,0.03,30,0.83,53,1.47,18,0.5,-,-,8,1.6,-,-,-,-,3,0.27,-,-,-,-
Miyazaki,6,0.1,172,4.91,17,0.49,50,1.43,300,8.57,10,0.29,36,1.03,4,0.11,26,0.74,55,1.57,16,0.46,-,-,23,3.83,-,-,-,-,-,-,-,-,-,-
Kagoshima,11,0.12,221,4.09,55,1.02,96,1.78,255,4.72,14,0.26,39,0.72,8,0.15,24,0.44,85,1.57,13,0.24,-,-,14,2,1,0.08,-,-,-,-,-,-,-,-
Okinawa,147,2.53,21,0.62,14,0.41,40,1.18,142,4.18,40,1.18,111,3.26,5,0.15,22,0.65,13,0.38,2,0.06,-,-,34,3.78,-,-,3,0.43,4,0.57,-,-,2,0.29
