"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2016",,,,,,"Data collected as of February 10, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,171570,34.66,1576,,1203,0.38,11459,3.63,23850,7.55,1249,0.4,108,0.03,1848,0.59,1209,0.38,38,0.01,54,0.02,2365,0.75,7,0.01,490,0.72,2,0,14,0.03,263,0.55,6,0.01,170,0.36
Hokkaido,9888,43.75,78,,44,0.31,920,6.48,574,4.04,57,0.4,10,0.07,165,1.16,23,0.16,2,0.01,6,0.04,153,1.08,-,-,3,0.11,-,-,-,-,11,0.48,-,-,21,0.91
Aomori,1587,24.42,3,,15,0.36,55,1.31,116,2.76,9,0.21,4,0.1,19,0.45,16,0.38,-,-,1,0.02,18,0.43,-,-,9,0.82,-,-,-,-,3,0.5,-,-,1,0.17
Iwate,1517,23.34,13,,9,0.23,248,6.2,334,8.35,6,0.15,2,0.05,12,0.3,14,0.35,-,-,-,-,2,0.05,-,-,3,0.21,-,-,-,-,8,0.42,-,-,-,-
Miyagi,1858,19.56,19,,15,0.25,424,7.19,466,7.9,32,0.54,-,-,13,0.22,26,0.44,-,-,1,0.02,25,0.42,-,-,2,0.17,-,-,-,-,12,1,-,-,-,-
Akita,770,14.26,5,,8,0.23,54,1.54,226,6.46,2,0.06,1,0.03,81,2.31,10,0.29,1,0.03,-,-,2,0.06,-,-,3,0.43,-,-,-,-,5,0.63,-,-,5,0.63
Yamagata,907,18.9,1,,11,0.37,261,8.7,304,10.13,8,0.27,1,0.03,64,2.13,14,0.47,-,-,-,-,59,1.97,-,-,1,0.13,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,1869,24.27,21,,23,0.5,129,2.8,298,6.48,18,0.39,-,-,38,0.83,27,0.59,2,0.04,-,-,12,0.26,-,-,10,0.83,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,4513,37.61,9,,22,0.29,183,2.44,678,9.04,26,0.35,2,0.03,24,0.32,13,0.17,-,-,1,0.01,51,0.68,-,-,23,1.35,-,-,1,0.08,9,0.69,-,-,-,-
Tochigi,2404,31.63,13,,9,0.19,138,2.88,265,5.52,13,0.27,-,-,25,0.52,16,0.33,-,-,2,0.04,22,0.46,-,-,14,1.17,-,-,-,-,6,0.86,-,-,1,0.14
Gunma,2983,31.4,26,,20,0.34,293,5.05,416,7.17,25,0.43,-,-,25,0.43,23,0.4,4,0.07,-,-,17,0.29,-,-,7,0.5,-,-,-,-,9,1.13,-,-,3,0.38
Saitama,11880,47.52,27,,49,0.32,475,3.06,1356,8.75,90,0.58,2,0.01,107,0.69,63,0.41,-,-,1,0.01,146,0.94,2,0.05,23,0.56,-,-,-,-,5,0.5,1,0.1,1,0.1
Chiba,9566,44.91,29,,26,0.19,648,4.84,999,7.46,51,0.38,1,0.01,74,0.55,43,0.32,-,-,1,0.01,121,0.9,-,-,20,0.61,-,-,1,0.11,7,0.78,-,-,-,-
Tokyo,16365,39.43,67,,64,0.25,880,3.37,2203,8.44,123,0.47,7,0.03,76,0.29,115,0.44,-,-,4,0.02,147,0.56,-,-,21,0.55,-,-,1,0.04,14,0.56,1,0.04,3,0.12
Kanagawa,16595,48.95,42,,35,0.16,645,3,1719,8,89,0.41,3,0.01,43,0.2,88,0.41,1,0,1,0,111,0.52,-,-,65,1.41,-,-,-,-,1,0.09,-,-,-,-
Niigata,3891,41.39,27,,34,0.58,250,4.24,359,6.08,23,0.39,1,0.02,10,0.17,20,0.34,1,0.02,1,0.02,65,1.1,-,-,8,0.8,-,-,-,-,7,0.54,-,-,-,-
Toyama,1205,25.1,2,,11,0.38,139,4.79,261,9,19,0.66,14,0.48,30,1.03,10,0.34,1,0.03,2,0.07,24,0.83,-,-,1,0.14,-,-,-,-,1,0.2,-,-,1,0.2
Ishikawa,1055,21.98,4,,33,1.14,124,4.28,171,5.9,13,0.45,1,0.03,12,0.41,6,0.21,-,-,-,-,101,3.48,-,-,2,0.29,-,-,-,-,6,1.2,-,-,-,-
Fukui,992,31,7,,16,0.73,98,4.45,108,4.91,13,0.59,1,0.05,19,0.86,11,0.5,-,-,1,0.05,9,0.41,-,-,-,-,-,-,1,0.17,1,0.17,-,-,-,-
Yamanashi,1453,36.33,9,,4,0.17,86,3.58,176,7.33,7,0.29,-,-,7,0.29,4,0.17,-,-,-,-,4,0.17,-,-,2,0.22,-,-,1,0.1,2,0.2,-,-,-,-
Nagano,2941,33.8,22,,12,0.22,147,2.72,402,7.44,10,0.19,1,0.02,39,0.72,20,0.37,-,-,1,0.02,59,1.09,-,-,1,0.09,-,-,-,-,6,0.55,-,-,3,0.27
Gifu,2947,33.87,10,,14,0.26,128,2.42,241,4.55,9,0.17,7,0.13,5,0.09,7,0.13,1,0.02,-,-,12,0.23,-,-,3,0.27,-,-,-,-,5,1,-,-,-,-
Shizuoka,4767,34.29,45,,22,0.25,661,7.43,684,7.69,22,0.25,-,-,28,0.31,26,0.29,-,-,1,0.01,62,0.7,-,-,6,0.27,-,-,-,-,3,0.3,2,0.2,-,-
Aichi,8822,45.24,58,,46,0.25,526,2.91,1089,6.02,47,0.26,12,0.07,105,0.58,72,0.4,1,0.01,-,-,44,0.24,-,-,9,0.26,-,-,-,-,10,0.71,-,-,4,0.29
Mie,1986,27.58,36,,18,0.4,86,1.91,382,8.49,10,0.22,-,-,26,0.58,26,0.58,-,-,1,0.02,11,0.24,-,-,3,0.25,-,-,1,0.11,5,0.56,-,-,-,-
Shiga,1250,23.58,13,,9,0.28,73,2.28,292,9.13,24,0.75,4,0.13,15,0.47,9,0.28,-,-,-,-,17,0.53,-,-,2,0.25,-,-,-,-,1,0.14,-,-,5,0.71
Kyoto,3047,24.77,13,,30,0.41,137,1.85,523,7.07,31,0.42,-,-,25,0.34,16,0.22,1,0.01,1,0.01,41,0.55,-,-,8,0.44,-,-,-,-,2,0.29,-,-,6,0.86
Osaka,9714,31.64,112,,63,0.32,563,2.82,1263,6.32,82,0.41,2,0.01,85,0.43,61,0.31,4,0.02,3,0.02,150,0.75,1,0.02,14,0.27,-,-,-,-,10,0.59,-,-,10,0.59
