"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2016",,,,,,"Data collected as of September 28, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,569,0.12,4204,,777,0.25,3771,1.2,9247,2.94,805,0.26,2471,0.79,312,0.1,1375,0.44,50,0.02,2756,0.88,2936,0.94,9,0.01,573,0.83,12,0.03,34,0.07,399,0.84,7,0.01,5,0.01
Hokkaido,-,-,182,,16,0.11,263,1.85,131,0.92,29,0.2,66,0.46,6,0.04,33,0.23,1,0.01,384,2.7,89,0.63,1,0.04,16,0.57,1,0.04,1,0.04,35,1.52,-,-,-,-
Aomori,-,-,55,,2,0.05,28,0.67,68,1.62,8,0.19,12,0.29,7,0.17,17,0.4,-,-,66,1.57,12,0.29,-,-,5,0.45,1,0.17,-,-,12,2,-,-,1,0.17
Iwate,-,-,74,,15,0.38,80,2,71,1.78,1,0.03,17,0.43,1,0.03,14,0.35,-,-,75,1.88,7,0.18,-,-,5,0.36,1,0.05,-,-,13,0.68,-,-,1,0.05
Miyagi,3,0.03,138,,5,0.08,59,1,102,1.73,12,0.2,182,3.08,1,0.02,28,0.47,1,0.02,237,4.02,17,0.29,-,-,2,0.17,1,0.08,2,0.17,16,1.33,-,-,-,-
Akita,-,-,27,,3,0.09,41,1.17,45,1.29,4,0.11,13,0.37,1,0.03,6,0.17,-,-,57,1.63,6,0.17,-,-,1,0.14,-,-,-,-,8,1,-,-,-,-
Yamagata,-,-,87,,3,0.1,65,2.24,42,1.45,2,0.07,11,0.38,3,0.1,12,0.41,-,-,111,3.83,33,1.14,-,-,-,-,-,-,-,-,1,0.1,-,-,-,-
Fukushima,-,-,87,,7,0.15,44,0.96,52,1.13,4,0.09,25,0.54,6,0.13,25,0.54,7,0.15,102,2.22,10,0.22,-,-,8,0.67,-,-,1,0.14,16,2.29,-,-,-,-
Ibaraki,17,0.14,97,,7,0.09,80,1.07,234,3.12,14,0.19,120,1.6,1,0.01,32,0.43,3,0.04,40,0.53,24,0.32,1,0.06,12,0.71,-,-,1,0.08,9,0.69,-,-,-,-
Tochigi,12,0.16,76,,2,0.04,26,0.54,37,0.77,13,0.27,40,0.83,8,0.17,26,0.54,-,-,60,1.25,20,0.42,-,-,22,1.83,-,-,-,-,4,0.57,1,0.14,-,-
Gunma,6,0.06,98,,8,0.14,70,1.21,138,2.38,19,0.33,19,0.33,6,0.1,23,0.4,1,0.02,59,1.02,46,0.79,-,-,12,0.86,-,-,1,0.13,17,2.13,-,-,-,-
Saitama,10,0.04,243,,23,0.15,232,1.49,492,3.15,37,0.24,135,0.87,6,0.04,75,0.48,2,0.01,109,0.7,134,0.86,1,0.02,21,0.51,-,-,2,0.2,5,0.5,1,0.1,-,-
Chiba,21,0.1,227,,18,0.13,246,1.82,286,2.12,38,0.28,254,1.88,10,0.07,42,0.31,3,0.02,135,1,49,0.36,-,-,23,0.68,-,-,2,0.22,10,1.11,-,-,-,-
Tokyo,39,0.1,511,,50,0.19,304,1.18,941,3.66,77,0.3,328,1.28,19,0.07,136,0.53,3,0.01,239,0.93,185,0.72,-,-,19,0.49,1,0.04,3,0.12,23,0.92,-,-,-,-
Kanagawa,26,0.08,323,,40,0.2,236,1.16,577,2.83,57,0.28,167,0.82,11,0.05,87,0.43,2,0.01,163,0.8,180,0.88,3,0.06,54,1.1,-,-,4,0.36,5,0.45,-,-,-,-
Niigata,1,0.01,268,,9,0.16,52,0.9,98,1.69,8,0.14,17,0.29,18,0.31,30,0.52,1,0.02,91,1.57,211,3.64,-,-,3,0.3,-,-,-,-,8,0.62,3,0.23,-,-
