"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2018",,,,,,"Data collected as of July 4, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1758444,355.6,30571,9.68,36726,11.63,205816,65.19,449607,142.42,27437,8.69,36032,11.41,10931,3.46,35813,11.34,10125,3.21,12838,4.07,364,0.52,13846,19.87,251,0.52,308,0.64,1995,4.16,89,0.19,2953,6.15
Hokkaido,74634,336.19,3151,22.67,2233,16.06,15178,109.19,9280,66.76,1183,8.51,629,4.53,56,0.4,843,6.06,36,0.26,300,2.16,13,0.46,375,13.39,4,0.17,11,0.48,114,4.96,-,-,171,7.43
Aomori,22966,353.32,209,4.98,267,6.36,1858,44.24,5731,136.45,265,6.31,491,11.69,28,0.67,421,10.02,40,0.95,556,13.24,2,0.18,137,12.45,4,0.67,2,0.33,86,14.33,-,-,112,18.67
Iwate,26196,403.02,348,8.7,468,11.7,3699,92.48,4319,107.98,245,6.13,247,6.18,398,9.95,393,9.83,24,0.6,353,8.83,-,-,238,17,5,0.26,2,0.11,80,4.21,5,0.26,52,2.74
Miyagi,33993,357.82,870,14.75,589,9.98,4992,84.61,7509,127.27,624,10.58,430,7.29,202,3.42,738,12.51,94,1.59,101,1.71,5,0.42,92,7.67,2,0.17,-,-,85,7.08,1,0.08,31,2.58
Akita,19913,375.72,197,5.79,262,7.71,1105,32.5,2965,87.21,165,4.85,40,1.18,14,0.41,210,6.18,20,0.59,152,4.47,4,0.57,48,6.86,4,0.5,-,-,227,28.38,3,0.38,65,8.13
Yamagata,16171,344.06,351,12.1,541,18.66,3074,106,4605,158.79,381,13.14,403,13.9,254,8.76,408,14.07,206,7.1,78,2.69,-,-,58,8.29,6,0.6,4,0.4,68,6.8,-,-,20,2
Fukushima,31222,390.28,938,19.54,706,14.71,3086,64.29,4575,95.31,424,8.83,257,5.35,150,3.13,690,14.38,44,0.92,285,5.94,3,0.25,478,39.83,3,0.5,3,0.5,37,6.17,1,0.17,28,4.67
Ibaraki,41388,344.9,384,5.12,901,12.01,5137,68.49,8300,110.67,525,7,163,2.17,85,1.13,536,7.15,115,1.53,145,1.93,6,0.35,564,33.18,1,0.08,2,0.15,119,9.15,-,-,19,1.46
Tochigi,21450,286,309,6.57,266,5.66,2131,45.34,3725,79.26,386,8.21,136,2.89,434,9.23,543,11.55,78,1.66,78,1.66,-,-,202,16.83,5,0.71,4,0.57,43,6.14,1,0.14,23,3.29
Gunma,29603,340.26,299,5.54,705,13.06,4077,75.5,7465,138.24,416,7.7,937,17.35,80,1.48,664,12.3,150,2.78,322,5.96,3,0.21,455,32.5,2,0.22,6,0.67,39,4.33,-,-,47,5.22
Saitama,97616,381.31,1343,8.29,2096,12.94,14880,91.85,26335,162.56,2432,15.01,651,4.02,622,3.84,2080,12.84,344,2.12,440,2.72,38,0.95,839,20.98,4,0.4,25,2.5,28,2.8,3,0.3,40,4
Chiba,80081,377.74,655,4.92,1664,12.51,9728,73.14,15385,115.68,1377,10.35,448,3.37,511,3.84,1379,10.37,441,3.32,390,2.93,16,0.47,525,15.44,10,1.11,11,1.22,30,3.33,4,0.44,36,4
Tokyo,125948,304.22,1738,6.66,2439,9.34,18071,69.24,39154,150.02,2232,8.55,948,3.63,2322,8.9,3509,13.44,804,3.08,626,2.4,7,0.19,444,12,14,0.56,15,0.6,42,1.68,25,1,104,4.16
Kanagawa,120430,349.07,1115,5.19,1744,8.11,12848,59.76,25970,120.79,2359,10.97,718,3.34,3062,14.24,2648,12.32,313,1.46,770,3.58,16,0.31,2593,50.84,6,0.55,15,1.36,32,2.91,-,-,48,4.36
Niigata,34821,386.9,1084,19.02,1544,27.09,5969,104.72,6588,115.58,535,9.39,279,4.89,273,4.79,666,11.68,1042,18.28,429,7.53,28,2.8,500,50,2,0.15,4,0.31,44,3.38,4,0.31,16,1.23
Toyama,15316,319.08,350,12.07,688,23.72,1342,46.28,4156,143.31,228,7.86,145,5,143,4.93,294,10.14,16,0.55,44,1.52,13,1.86,21,3,5,1,-,-,19,3.8,2,0.4,16,3.2
Ishikawa,15299,318.73,252,8.69,561,19.34,3111,107.28,4014,138.41,318,10.97,116,4,129,4.45,323,11.14,15,0.52,61,2.1,-,-,55,7.86,2,0.4,5,1,78,15.6,-,-,10,2
Fukui,11678,353.88,204,9.27,326,14.82,2295,104.32,3500,159.09,126,5.73,187,8.5,24,1.09,218,9.91,31,1.41,99,4.5,-,-,8,2.67,9,1.5,2,0.33,6,1,4,0.67,84,14
Yamanashi,15065,367.44,71,2.96,186,7.75,1291,53.79,2834,118.08,129,5.38,138,5.75,41,1.71,186,7.75,20,0.83,66,2.75,3,0.33,196,21.78,4,0.4,4,0.4,30,3,1,0.1,25,2.5
