"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2018",,,,,,"Data collected as of March 22, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Yamanashi,372,9.07,1,0.04,-,-,62,2.58,80,3.33,2,0.08,10,0.42,-,-,7,0.29,-,-,1,0.04,-,-,3,0.33,-,-,-,-,1,0.1,-,-,-,-
Nagano,1158,13.31,10,0.19,6,0.11,117,2.17,226,4.19,23,0.43,4,0.07,1,0.02,10,0.19,-,-,5,0.09,-,-,3,0.27,-,-,-,-,1,0.09,-,-,7,0.64
Gifu,683,7.85,15,0.28,9,0.17,55,1.04,211,3.98,2,0.04,-,-,1,0.02,17,0.32,-,-,11,0.21,-,-,3,0.27,-,-,-,-,-,-,-,-,8,1.6
Shizuoka,1055,7.59,37,0.42,16,0.18,172,1.93,393,4.42,14,0.16,2,0.02,6,0.07,17,0.19,-,-,25,0.28,-,-,3,0.14,-,-,2,0.2,2,0.2,-,-,-,-
Aichi,2047,10.5,32,0.18,30,0.16,318,1.75,832,4.57,24,0.13,9,0.05,4,0.02,54,0.3,2,0.01,19,0.1,-,-,5,0.14,1,0.07,-,-,4,0.27,-,-,14,0.93
Mie,564,7.83,24,0.53,14,0.31,117,2.6,273,6.07,13,0.29,-,-,-,-,17,0.38,-,-,9,0.2,-,-,-,-,-,-,1,0.11,1,0.11,-,-,1,0.11
Shiga,412,7.77,8,0.25,7,0.22,46,1.44,124,3.88,5,0.16,5,0.16,-,-,14,0.44,1,0.03,5,0.16,-,-,4,0.5,-,-,-,-,-,-,-,-,-,-
Kyoto,944,7.49,12,0.16,15,0.19,118,1.53,407,5.29,10,0.13,4,0.05,5,0.06,13,0.17,-,-,3,0.04,-,-,3,0.17,-,-,-,-,-,-,-,-,4,0.57
Osaka,1885,6.16,113,0.57,41,0.21,390,1.95,1064,5.32,59,0.3,10,0.05,4,0.02,61,0.31,4,0.02,20,0.1,-,-,11,0.21,-,-,1,0.06,1,0.06,-,-,12,0.71
Hyogo,1384,6.99,49,0.38,40,0.31,202,1.58,680,5.31,31,0.24,1,0.01,6,0.05,45,0.35,1,0.01,11,0.09,1,0.03,21,0.6,-,-,-,-,1,0.08,-,-,4,0.31
Nara,323,5.98,9,0.26,10,0.29,57,1.68,200,5.88,4,0.12,5,0.15,4,0.12,9,0.26,-,-,2,0.06,-,-,4,0.4,1,0.17,-,-,2,0.33,-,-,7,1.17
Wakayama,254,5.18,12,0.4,7,0.23,42,1.4,103,3.43,1,0.03,-,-,-,-,7,0.23,-,-,6,0.2,6,1.5,-,-,-,-,1,0.09,3,0.27,-,-,3,0.27
Tottori,280,9.66,10,0.53,6,0.32,106,5.58,93,4.89,1,0.05,2,0.11,-,-,8,0.42,1,0.05,1,0.05,-,-,1,0.2,-,-,-,-,-,-,-,-,1,0.2
Shimane,296,7.79,9,0.39,2,0.09,65,2.83,157,6.83,1,0.04,3,0.13,-,-,8,0.35,-,-,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,4,0.5
Okayama,814,9.69,6,0.11,9,0.17,125,2.31,361,6.69,11,0.2,2,0.04,2,0.04,13,0.24,1,0.02,4,0.07,1,0.08,7,0.58,-,-,-,-,1,0.2,-,-,3,0.6
Hiroshima,939,8.17,35,0.49,32,0.44,164,2.28,774,10.75,8,0.11,5,0.07,2,0.03,21,0.29,2,0.03,4,0.06,1,0.05,11,0.58,-,-,-,-,1,0.05,-,-,31,1.48
Yamaguchi,483,7.1,60,1.25,27,0.56,163,3.4,310,6.46,6,0.13,4,0.08,-,-,11,0.23,-,-,6,0.13,-,-,2,0.22,-,-,-,-,1,0.11,-,-,4,0.44
Tokushima,305,8.24,13,0.57,7,0.3,37,1.61,86,3.74,1,0.04,1,0.04,-,-,13,0.57,-,-,4,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,580,12.34,6,0.21,7,0.25,61,2.18,165,5.89,4,0.14,-,-,-,-,13,0.46,1,0.04,2,0.07,-,-,2,0.4,-,-,-,-,-,-,-,-,4,0.8
Ehime,731,11.98,17,0.46,3,0.08,129,3.49,269,7.27,4,0.11,2,0.05,1,0.03,19,0.51,-,-,8,0.22,-,-,6,0.75,-,-,-,-,3,0.5,-,-,1,0.17
Kochi,384,8,12,0.4,5,0.17,40,1.33,165,5.5,3,0.1,13,0.43,-,-,8,0.27,-,-,1,0.03,-,-,1,0.33,-,-,-,-,1,0.13,-,-,-,-
Fukuoka,1256,6.34,135,1.13,50,0.42,432,3.6,1059,8.83,46,0.38,76,0.63,6,0.05,98,0.82,1,0.01,30,0.25,-,-,26,1,-,-,2,0.13,9,0.6,-,-,9,0.6
Saga,272,6.97,2,0.09,14,0.61,41,1.78,103,4.48,2,0.09,5,0.22,-,-,9,0.39,-,-,1,0.04,-,-,3,0.75,-,-,-,-,1,0.17,-,-,4,0.67
Nagasaki,407,5.81,19,0.43,19,0.43,150,3.41,284,6.45,10,0.23,24,0.55,1,0.02,17,0.39,-,-,1,0.02,-,-,2,0.25,-,-,1,0.08,4,0.33,-,-,3,0.25
Kumamoto,403,5.04,33,0.66,19,0.38,84,1.68,361,7.22,7,0.14,14,0.28,1,0.02,31,0.62,4,0.08,4,0.08,-,-,8,0.89,-,-,1,0.07,1,0.07,-,-,3,0.2
Oita,330,5.69,8,0.22,8,0.22,75,2.08,306,8.5,16,0.44,13,0.36,2,0.06,19,0.53,-,-,5,0.14,-,-,3,0.6,-,-,-,-,1,0.09,-,-,1,0.09
Miyazaki,365,6.19,36,1,45,1.25,84,2.33,451,12.53,8,0.22,51,1.42,-,-,25,0.69,5,0.14,37,1.03,-,-,14,2.33,-,-,-,-,-,-,-,-,22,3.14
Kagoshima,508,5.46,62,1.13,41,0.75,240,4.36,408,7.42,19,0.35,35,0.64,2,0.04,16,0.29,2,0.04,38,0.69,-,-,4,0.57,-,-,-,-,-,-,-,-,3,0.25
Okinawa,865,15.18,47,1.38,12,0.35,103,3.03,115,3.38,28,0.82,17,0.5,3,0.09,8,0.24,1,0.03,7,0.21,1,0.11,16,1.78,-,-,-,-,-,-,-,-,-,-
