"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2018",,,,,,"Data collected as of March 22, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,42764,8.65,1392,0.44,946,0.3,8485,2.69,15828,5.01,767,0.24,474,0.15,196,0.06,1134,0.36,42,0.01,446,0.14,15,0.02,377,0.54,4,0.01,16,0.03,95,0.2,3,0.01,198,0.41
Hokkaido,3216,14.49,132,0.95,78,0.56,699,5.03,251,1.81,26,0.19,18,0.13,1,0.01,30,0.22,-,-,6,0.04,2,0.07,9,0.31,-,-,1,0.04,4,0.17,-,-,7,0.3
Aomori,984,15.14,5,0.12,8,0.19,61,1.45,175,4.17,6,0.14,14,0.33,-,-,16,0.38,-,-,17,0.4,-,-,4,0.36,-,-,-,-,3,0.5,-,-,4,0.67
Iwate,1057,16.26,12,0.3,6,0.15,164,4.1,164,4.1,7,0.18,3,0.08,13,0.33,7,0.18,-,-,6,0.15,-,-,9,0.64,-,-,-,-,1,0.05,-,-,2,0.11
Miyagi,1245,13.11,22,0.37,21,0.36,213,3.61,204,3.46,21,0.36,21,0.36,3,0.05,26,0.44,1,0.02,2,0.03,1,0.08,2,0.17,-,-,-,-,5,0.42,-,-,2,0.17
Akita,1185,21.94,8,0.23,1,0.03,50,1.43,91,2.6,8,0.23,1,0.03,-,-,9,0.26,-,-,4,0.11,-,-,-,-,-,-,-,-,5,0.63,-,-,1,0.13
Yamagata,677,14.1,4,0.13,10,0.33,128,4.27,129,4.3,3,0.1,8,0.27,4,0.13,17,0.57,4,0.13,2,0.07,-,-,-,-,1,0.1,-,-,3,0.3,-,-,-,-
Fukushima,1055,13.7,36,0.78,17,0.37,115,2.5,72,1.57,16,0.35,12,0.26,5,0.11,30,0.65,-,-,13,0.28,-,-,9,0.75,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,870,7.25,5,0.07,17,0.23,214,2.85,279,3.72,17,0.23,1,0.01,1,0.01,17,0.23,-,-,6,0.08,-,-,28,1.65,-,-,-,-,14,1.08,-,-,2,0.15
Tochigi,562,7.39,8,0.17,10,0.21,68,1.42,120,2.5,16,0.33,1,0.02,2,0.04,18,0.38,-,-,2,0.04,-,-,2,0.17,-,-,1,0.14,3,0.43,-,-,4,0.57
Gunma,716,8.14,15,0.28,26,0.48,175,3.24,264,4.89,8,0.15,13,0.24,-,-,20,0.37,1,0.02,12,0.22,-,-,13,0.87,-,-,-,-,1,0.11,-,-,1,0.11
Saitama,1511,5.88,74,0.45,46,0.28,610,3.74,846,5.19,52,0.32,16,0.1,10,0.06,58,0.36,2,0.01,19,0.12,-,-,14,0.34,-,-,2,0.2,-,-,-,-,-,-
Chiba,1371,6.41,20,0.15,21,0.16,385,2.85,528,3.91,33,0.24,4,0.03,9,0.07,48,0.36,3,0.02,17,0.13,1,0.03,20,0.59,-,-,-,-,1,0.11,2,0.22,-,-
Tokyo,2185,5.28,100,0.38,48,0.18,684,2.62,1369,5.25,80,0.31,6,0.02,29,0.11,100,0.38,3,0.01,26,0.1,-,-,8,0.21,-,-,1,0.04,3,0.12,1,0.04,10,0.4
Kanagawa,2029,5.88,57,0.27,32,0.15,524,2.44,753,3.5,69,0.32,7,0.03,42,0.2,91,0.42,2,0.01,29,0.13,-,-,69,1.35,1,0.09,2,0.18,-,-,-,-,6,0.55
Niigata,1656,18.4,22,0.39,31,0.54,271,4.75,152,2.67,21,0.37,17,0.3,9,0.16,21,0.37,-,-,4,0.07,1,0.1,23,2.3,-,-,-,-,3,0.23,-,-,-,-
Toyama,801,16.69,17,0.59,41,1.41,56,1.93,116,4,4,0.14,6,0.21,7,0.24,11,0.38,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,779,16.23,11,0.38,15,0.52,176,6.07,151,5.21,9,0.31,1,0.03,8,0.28,1,0.03,-,-,2,0.07,-,-,1,0.14,-,-,-,-,4,0.8,-,-,-,-
Fukui,566,17.69,12,0.55,17,0.77,97,4.41,104,4.73,8,0.36,8,0.36,2,0.09,6,0.27,-,-,4,0.18,-,-,-,-,-,-,-,-,3,0.5,-,-,6,1
