"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2018",,,,,,"Data collected as of March 22, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Toyama,13725,285.94,188,6.48,344,11.86,512,17.66,1661,57.28,97,3.34,104,3.59,29,1,108,3.72,3,0.1,15,0.52,-,-,15,2.14,2,0.4,-,-,15,3,-,-,3,0.6
Ishikawa,13458,280.38,123,4.24,226,7.79,1512,52.14,1451,50.03,164,5.66,46,1.59,61,2.1,97,3.34,-,-,22,0.76,-,-,22,3.14,1,0.2,1,0.2,37,7.4,-,-,1,0.2
Fukui,10434,326.06,82,3.73,97,4.41,889,40.41,1429,64.95,55,2.5,63,2.86,3,0.14,82,3.73,4,0.18,33,1.5,-,-,4,1.33,4,0.67,-,-,4,0.67,2,0.33,10,1.67
Yamanashi,14340,349.76,51,2.13,33,1.38,569,23.71,1148,47.83,42,1.75,67,2.79,12,0.5,40,1.67,2,0.08,31,1.29,-,-,38,4.22,1,0.1,1,0.1,13,1.3,1,0.1,1,0.1
Nagano,30975,360.17,207,3.91,57,1.08,1373,25.91,2795,52.74,164,3.09,66,1.25,15,0.28,123,2.32,4,0.08,113,2.13,4,0.36,39,3.55,1,0.09,-,-,20,1.82,-,-,27,2.45
Gifu,24515,285.06,144,2.77,150,2.88,628,12.08,2085,40.1,81,1.56,61,1.17,7,0.13,141,2.71,-,-,112,2.15,-,-,32,2.91,1,0.2,-,-,13,2.6,-,-,20,4
Shizuoka,48883,351.68,287,3.22,162,1.82,1739,19.54,4818,54.13,130,1.46,46,0.52,27,0.3,223,2.51,9,0.1,258,2.9,-,-,118,5.36,1,0.1,5,0.5,16,1.6,1,0.1,2,0.2
Aichi,76537,392.5,557,3.06,368,2.02,3459,19.01,9029,49.61,383,2.1,150,0.82,53,0.29,499,2.74,16,0.09,252,1.38,1,0.03,152,4.34,4,0.27,1,0.07,32,2.13,1,0.07,47,3.13
Mie,25907,359.82,299,6.64,243,5.4,948,21.07,2629,58.42,109,2.42,30,0.67,6,0.13,157,3.49,8,0.18,59,1.31,-,-,7,0.58,2,0.22,5,0.56,13,1.44,1,0.11,4,0.44
Shiga,16920,325.38,104,3.35,62,2,415,13.39,1097,35.39,73,2.35,42,1.35,7,0.23,100,3.23,9,0.29,84,2.71,-,-,26,3.25,1,0.14,3,0.43,-,-,-,-,3,0.43
Kyoto,38389,307.11,194,2.52,139,1.81,1091,14.17,3620,47.01,135,1.75,73,0.95,22,0.29,166,2.16,14,0.18,53,0.69,2,0.12,55,3.24,1,0.14,-,-,16,2.29,-,-,15,2.14
Osaka,86031,283,1390,7.02,445,2.25,3963,20.02,10701,54.05,609,3.08,113,0.57,108,0.55,652,3.29,50,0.25,263,1.33,8,0.15,209,4.02,3,0.18,5,0.29,22,1.29,1,0.06,44,2.59
Hyogo,62772,317.03,779,6.09,473,3.7,2005,15.66,7949,62.1,393,3.07,73,0.57,43,0.34,375,2.93,13,0.1,118,0.92,9,0.26,180,5.14,8,0.62,6,0.46,24,1.85,2,0.15,45,3.46
Nara,15198,281.44,197,5.79,92,2.71,655,19.26,1860,54.71,87,2.56,34,1,21,0.62,126,3.71,21,0.62,19,0.56,-,-,22,2.2,3,0.5,2,0.33,10,1.67,-,-,22,3.67
Wakayama,14250,290.82,139,4.63,98,3.27,307,10.23,1024,34.13,45,1.5,7,0.23,10,0.33,91,3.03,7,0.23,52,1.73,9,2.25,11,2.75,2,0.18,3,0.27,11,1,3,0.27,24,2.18
Tottori,9962,343.52,37,1.95,67,3.53,1293,68.05,1015,53.42,40,2.11,26,1.37,11,0.58,60,3.16,4,0.21,3,0.16,1,0.2,8,1.6,2,0.4,1,0.2,3,0.6,-,-,4,0.8
Shimane,9403,247.45,59,2.57,43,1.87,749,32.57,1277,55.52,29,1.26,66,2.87,3,0.13,95,4.13,5,0.22,67,2.91,-,-,2,0.67,2,0.25,2,0.25,4,0.5,-,-,13,1.63
Okayama,27173,323.49,109,2.02,105,1.94,1146,21.22,3724,68.96,97,1.8,71,1.31,13,0.24,167,3.09,4,0.07,44,0.81,6,0.5,52,4.33,2,0.4,-,-,4,0.8,-,-,9,1.8
Hiroshima,32600,285.96,285,4.01,280,3.94,1789,25.2,6157,86.72,168,2.37,92,1.3,16,0.23,204,2.87,12,0.17,58,0.82,5,0.26,127,6.68,2,0.1,-,-,11,0.52,-,-,163,7.76
Yamaguchi,25722,378.26,554,11.54,212,4.42,1394,29.04,2695,56.15,102,2.13,54,1.13,7,0.15,178,3.71,3,0.06,100,2.08,-,-,56,6.22,1,0.11,2,0.22,10,1.11,-,-,30,3.33
Tokushima,11424,308.76,205,8.91,101,4.39,421,18.3,1056,45.91,40,1.74,28,1.22,12,0.52,138,6,5,0.22,61,2.65,-,-,11,2.75,1,0.14,-,-,5,0.71,-,-,-,-
Kagawa,14282,303.87,120,4.29,86,3.07,603,21.54,1707,60.96,56,2,36,1.29,3,0.11,115,4.11,13,0.46,36,1.29,1,0.2,30,6,1,0.2,1,0.2,14,2.8,-,-,6,1.2
Ehime,22141,362.97,195,5.27,46,1.24,1352,36.54,2756,74.49,73,1.97,31,0.84,8,0.22,184,4.97,5,0.14,98,2.65,-,-,118,14.75,-,-,-,-,34,5.67,-,-,5,0.83
Kochi,20401,425.02,126,4.2,44,1.47,472,15.73,1104,36.8,52,1.73,118,3.93,10,0.33,77,2.57,4,0.13,5,0.17,-,-,7,2.33,1,0.13,1,0.13,16,2,6,0.75,7,0.88
Fukuoka,87783,443.35,947,7.89,480,4,4575,38.13,9035,75.29,535,4.46,567,4.73,43,0.36,699,5.83,26,0.22,263,2.19,1,0.04,244,9.38,6,0.4,4,0.27,36,2.4,-,-,34,2.27
Saga,14923,392.71,111,5.05,137,6.23,442,20.09,981,44.59,56,2.55,147,6.68,5,0.23,148,6.73,1,0.05,12,0.55,-,-,39,9.75,2,0.33,1,0.17,6,1,-,-,17,2.83
Nagasaki,25992,371.31,156,3.55,115,2.61,1322,30.05,2269,51.57,162,3.68,456,10.36,10,0.23,143,3.25,5,0.11,19,0.43,2,0.25,29,3.63,-,-,3,0.25,21,1.75,-,-,11,0.92
Kumamoto,28935,361.69,230,4.6,291,5.82,716,14.32,3819,76.38,123,2.46,138,2.76,9,0.18,310,6.2,47,0.94,51,1.02,-,-,119,13.22,3,0.2,5,0.33,14,0.93,-,-,11,0.73
Oita,26290,453.28,146,4.06,71,1.97,729,20.25,5511,153.08,174,4.83,104,2.89,7,0.19,181,5.03,5,0.14,111,3.08,-,-,36,7.2,1,0.09,-,-,13,1.18,-,-,20,1.82
Miyazaki,26760,453.56,337,9.36,255,7.08,643,17.86,3991,110.86,104,2.89,289,8.03,15,0.42,255,7.08,21,0.58,275,7.64,-,-,142,23.67,-,-,-,-,2,0.29,-,-,94,13.43
Kagoshima,39728,427.18,522,9.49,539,9.8,1785,32.45,4824,87.71,259,4.71,380,6.91,19,0.35,183,3.33,17,0.31,460,8.36,1,0.14,47,6.71,-,-,1,0.08,6,0.5,-,-,5,0.42
Okinawa,25749,451.74,222,6.53,76,2.24,674,19.82,1193,35.09,232,6.82,234,6.88,11,0.32,100,2.94,11,0.32,43,1.26,3,0.33,126,14,8,1.14,15,2.14,6,0.86,1,0.14,11,1.57
