"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2016",,,,,,"Data collected as of April 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,25007,5.06,633,,841,0.27,7238,2.3,18257,5.79,945,0.3,107,0.03,1155,0.37,1502,0.48,48,0.02,116,0.04,2589,0.82,6,0.01,381,0.55,8,0.02,20,0.04,144,0.31,6,0.01,340,0.72
Hokkaido,1969,8.71,8,,27,0.19,740,5.21,530,3.73,42,0.3,4,0.03,74,0.52,47,0.33,2,0.01,2,0.01,180,1.27,-,-,4,0.14,-,-,1,0.04,5,0.22,-,-,15,0.65
Aomori,887,13.65,1,,8,0.19,74,1.76,189,4.5,6,0.14,1,0.02,11,0.26,21,0.5,-,-,-,-,33,0.79,-,-,3,0.27,1,0.17,-,-,3,0.5,-,-,14,2.33
Iwate,875,13.67,4,,4,0.1,164,4.1,317,7.93,13,0.33,-,-,6,0.15,14,0.35,-,-,-,-,13,0.33,-,-,3,0.21,-,-,-,-,5,0.26,-,-,16,0.84
Miyagi,830,8.74,6,,8,0.14,142,2.41,266,4.51,17,0.29,-,-,11,0.19,24,0.41,-,-,-,-,12,0.2,-,-,2,0.17,-,-,-,-,8,0.67,-,-,1,0.08
Akita,817,15.13,-,,2,0.06,41,1.17,145,4.14,9,0.26,-,-,27,0.77,5,0.14,4,0.11,1,0.03,-,-,-,-,2,0.29,-,-,-,-,1,0.13,-,-,4,0.5
Yamagata,509,10.83,1,,11,0.38,174,6,167,5.76,2,0.07,-,-,43,1.48,13,0.45,-,-,-,-,97,3.34,-,-,1,0.13,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,796,10.34,11,,17,0.37,61,1.33,137,2.98,15,0.33,-,-,25,0.54,39,0.85,2,0.04,-,-,5,0.11,-,-,10,0.83,-,-,-,-,6,0.86,-,-,4,0.57
Ibaraki,405,3.38,1,,18,0.24,140,1.87,364,4.85,16,0.21,1,0.01,20,0.27,25,0.33,2,0.03,-,-,67,0.89,-,-,13,0.76,-,-,1,0.08,3,0.23,-,-,4,0.31
Tochigi,226,2.97,1,,7,0.15,61,1.27,103,2.15,15,0.31,2,0.04,19,0.4,23,0.48,1,0.02,-,-,23,0.48,-,-,5,0.42,-,-,2,0.29,4,0.57,-,-,2,0.29
Gunma,333,3.51,-,,10,0.17,176,3.03,298,5.14,20,0.34,4,0.07,23,0.4,30,0.52,2,0.03,2,0.03,26,0.45,-,-,7,0.5,-,-,-,-,5,0.63,-,-,4,0.5
Saitama,779,3.09,11,,43,0.27,354,2.21,694,4.34,58,0.36,5,0.03,33,0.21,90,0.56,2,0.01,4,0.03,132,0.83,1,0.02,14,0.34,-,-,-,-,4,0.4,-,-,4,0.4
Chiba,792,3.7,8,,30,0.22,382,2.85,659,4.92,40,0.3,2,0.01,55,0.41,59,0.44,3,0.02,1,0.01,164,1.22,-,-,18,0.53,-,-,1,0.11,3,0.33,-,-,1,0.11
Tokyo,1469,3.57,34,,40,0.16,722,2.81,1527,5.94,68,0.26,8,0.03,56,0.22,131,0.51,2,0.01,4,0.02,108,0.42,-,-,17,0.44,2,0.08,1,0.04,8,0.33,-,-,12,0.5
Kanagawa,911,2.7,17,,40,0.19,461,2.16,1098,5.15,90,0.42,5,0.02,45,0.21,101,0.47,1,0,3,0.01,139,0.65,2,0.04,81,1.62,-,-,-,-,-,-,1,0.11,2,0.22
Niigata,1231,13.38,4,,19,0.33,177,3.05,481,8.29,23,0.4,3,0.05,9,0.16,26,0.45,1,0.02,1,0.02,67,1.16,-,-,7,0.7,-,-,-,-,1,0.08,2,0.15,3,0.23
Toyama,298,6.62,-,,5,0.19,80,3.08,168,6.46,5,0.19,-,-,16,0.62,9,0.35,-,-,2,0.08,19,0.73,-,-,-,-,-,-,1,0.2,2,0.4,-,-,1,0.2
Ishikawa,385,8.02,2,,21,0.72,91,3.14,127,4.38,6,0.21,-,-,22,0.76,12,0.41,-,-,-,-,70,2.41,-,-,1,0.14,-,-,-,-,1,0.2,-,-,2,0.4
Fukui,326,10.19,3,,11,0.5,62,2.82,219,9.95,5,0.23,-,-,15,0.68,13,0.59,2,0.09,8,0.36,5,0.23,-,-,1,0.33,-,-,-,-,5,0.83,-,-,4,0.67
