"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2018",,,,,,"Data collected as of November 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Shizuoka,18,0.13,50,0.56,47,0.53,140,1.57,346,3.89,15,0.17,15,0.17,26,0.29,22,0.25,3,0.03,14,0.16,-,-,15,0.68,-,-,-,-,-,-,-,-,-,-
Aichi,31,0.16,80,0.44,27,0.15,271,1.49,598,3.29,46,0.25,69,0.38,15,0.08,46,0.25,27,0.15,14,0.08,-,-,29,0.83,-,-,-,-,9,0.6,-,-,-,-
Mie,80,1.11,22,0.49,5,0.11,68,1.51,187,4.16,19,0.42,16,0.36,8,0.18,20,0.44,13,0.29,1,0.02,-,-,1,0.08,-,-,-,-,2,0.22,-,-,1,0.11
Shiga,5,0.09,20,0.63,5,0.16,39,1.22,98,3.06,5,0.16,46,1.44,3,0.09,8,0.25,3,0.09,5,0.16,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Kyoto,14,0.11,36,0.47,13,0.17,100,1.3,242,3.14,17,0.22,33,0.43,6,0.08,25,0.32,11,0.14,4,0.05,-,-,8,0.44,-,-,-,-,2,0.29,-,-,-,-
Osaka,106,0.35,155,0.78,108,0.54,349,1.75,828,4.14,74,0.37,118,0.59,39,0.2,68,0.34,55,0.28,19,0.1,3,0.06,26,0.5,-,-,1,0.06,5,0.29,-,-,-,-
Hyogo,13,0.07,94,0.73,51,0.4,171,1.33,536,4.16,63,0.49,78,0.6,12,0.09,34,0.26,26,0.2,8,0.06,-,-,30,0.86,1,0.07,-,-,-,-,-,-,1,0.07
Nara,17,0.31,48,1.41,17,0.5,38,1.12,87,2.56,4,0.12,35,1.03,3,0.09,11,0.32,5,0.15,2,0.06,-,-,15,1.5,-,-,-,-,2,0.33,-,-,-,-
Wakayama,-,-,18,0.6,4,0.13,26,0.87,62,2.07,4,0.13,32,1.07,4,0.13,9,0.3,6,0.2,-,-,-,-,-,-,-,-,1,0.09,4,0.36,-,-,-,-
Tottori,2,0.07,13,0.68,5,0.26,76,4,61,3.21,3,0.16,26,1.37,-,-,6,0.32,16,0.84,1,0.05,-,-,11,2.2,-,-,-,-,1,0.2,-,-,3,0.6
Shimane,13,0.34,20,0.87,5,0.22,33,1.43,83,3.61,7,0.3,64,2.78,-,-,12,0.52,4,0.17,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,14,0.17,11,0.2,10,0.19,75,1.39,240,4.44,12,0.22,21,0.39,3,0.06,12,0.22,11,0.2,3,0.06,-,-,17,1.42,-,-,-,-,-,-,-,-,-,-
Hiroshima,18,0.16,43,0.6,22,0.31,114,1.58,310,4.31,17,0.24,55,0.76,4,0.06,16,0.22,13,0.18,11,0.15,-,-,11,0.58,-,-,-,-,3,0.14,-,-,-,-
Yamaguchi,24,0.36,28,0.6,2,0.04,128,2.72,271,5.77,15,0.32,20,0.43,6,0.13,18,0.38,15,0.32,1,0.02,-,-,16,1.78,-,-,-,-,-,-,-,-,-,-
Tokushima,1,0.03,18,0.78,1,0.04,12,0.52,110,4.78,4,0.17,9,0.39,2,0.09,15,0.65,5,0.22,1,0.04,-,-,-,-,-,-,-,-,2,0.29,-,-,-,-
Kagawa,24,0.51,10,0.36,4,0.14,36,1.29,98,3.5,16,0.57,23,0.82,4,0.14,11,0.39,17,0.61,1,0.04,-,-,3,0.6,-,-,-,-,-,-,-,-,-,-
Ehime,15,0.25,24,0.67,12,0.33,61,1.69,150,4.17,11,0.31,72,2,1,0.03,19,0.53,24,0.67,4,0.11,-,-,18,2.25,-,-,-,-,5,0.83,-,-,-,-
Kochi,-,-,11,0.37,3,0.1,29,0.97,46,1.53,5,0.17,13,0.43,2,0.07,10,0.33,4,0.13,1,0.03,-,-,2,0.67,1,0.13,-,-,-,-,1,0.13,-,-
Fukuoka,60,0.3,78,0.65,98,0.82,386,3.22,1155,9.63,42,0.35,72,0.6,18,0.15,73,0.61,24,0.2,34,0.28,-,-,29,1.12,-,-,2,0.13,6,0.4,-,-,-,-
Saga,1,0.03,11,0.48,9,0.39,42,1.83,115,5,2,0.09,5,0.22,4,0.17,11,0.48,6,0.26,1,0.04,-,-,1,0.25,1,0.17,-,-,-,-,-,-,-,-
Nagasaki,2,0.03,5,0.11,15,0.34,59,1.34,149,3.39,25,0.57,21,0.48,1,0.02,12,0.27,2,0.05,3,0.07,-,-,8,1,1,0.08,3,0.25,-,-,-,-,-,-
Kumamoto,36,0.45,41,0.82,17,0.34,78,1.56,308,6.16,8,0.16,43,0.86,-,-,30,0.6,21,0.42,6,0.12,-,-,15,1.67,-,-,1,0.07,-,-,-,-,-,-
Oita,2,0.03,14,0.39,20,0.56,51,1.42,328,9.11,25,0.69,13,0.36,-,-,16,0.44,25,0.69,42,1.17,-,-,3,0.6,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,2,0.03,11,0.31,19,0.54,68,1.94,297,8.49,18,0.51,30,0.86,4,0.11,29,0.83,16,0.46,5,0.14,-,-,22,3.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,33,0.36,22,0.41,62,1.15,127,2.35,313,5.8,21,0.39,5,0.09,5,0.09,32,0.59,30,0.56,16,0.3,-,-,16,2.29,-,-,-,-,1,0.08,-,-,-,-
Okinawa,72,1.24,1,0.03,12,0.35,42,1.24,125,3.68,12,0.35,64,1.88,8,0.24,13,0.38,5,0.15,3,0.09,-,-,11,1.22,2,0.29,-,-,1,0.14,-,-,2,0.29
