"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2018",,,,,,"Data collected as of November 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1029,0.21,1960,0.62,1101,0.35,6003,1.9,13101,4.14,1007,0.32,2443,0.77,1402,0.44,1164,0.37,788,0.25,350,0.11,6,0.01,560,0.8,14,0.03,11,0.02,147,0.31,3,0.01,7,0.01
Hokkaido,42,0.19,116,0.83,50,0.36,457,3.26,222,1.59,52,0.37,113,0.81,21,0.15,39,0.28,53,0.38,8,0.06,-,-,12,0.43,2,0.09,-,-,10,0.43,-,-,-,-
Aomori,9,0.14,27,0.64,25,0.6,34,0.81,134,3.19,12,0.29,37,0.88,12,0.29,16,0.38,5,0.12,4,0.1,-,-,1,0.09,-,-,-,-,4,0.67,-,-,-,-
Iwate,2,0.03,49,1.23,24,0.6,75,1.88,116,2.9,2,0.05,78,1.95,27,0.68,21,0.53,17,0.43,16,0.4,-,-,2,0.14,-,-,-,-,4,0.21,-,-,-,-
Miyagi,13,0.14,31,0.53,16,0.27,155,2.63,222,3.76,27,0.46,45,0.76,173,2.93,26,0.44,14,0.24,-,-,-,-,2,0.17,-,-,-,-,1,0.08,-,-,-,-
Akita,-,-,12,0.34,3,0.09,34,0.97,49,1.4,10,0.29,12,0.34,9,0.26,6,0.17,15,0.43,2,0.06,-,-,1,0.14,-,-,-,-,19,2.38,-,-,-,-
Yamagata,18,0.38,64,2.13,17,0.57,74,2.47,90,3,14,0.47,13,0.43,14,0.47,11,0.37,2,0.07,1,0.03,-,-,1,0.13,-,-,-,-,3,0.3,-,-,-,-
Fukushima,8,0.1,56,1.12,10,0.2,115,2.3,139,2.78,14,0.28,64,1.28,30,0.6,24,0.48,27,0.54,9,0.18,-,-,19,1.46,-,-,-,-,3,0.43,1,0.14,-,-
Ibaraki,23,0.19,46,0.61,22,0.29,99,1.32,211,2.81,18,0.24,40,0.53,11,0.15,15,0.2,30,0.4,7,0.09,-,-,16,0.94,-,-,-,-,5,0.38,-,-,-,-
Tochigi,5,0.07,38,0.79,11,0.23,52,1.08,87,1.81,12,0.25,49,1.02,28,0.58,17,0.35,5,0.1,1,0.02,-,-,7,0.58,-,-,-,-,3,0.43,-,-,-,-
Gunma,2,0.02,52,0.96,17,0.31,87,1.61,272,5.04,5,0.09,17,0.31,26,0.48,23,0.43,16,0.3,3,0.06,-,-,17,1.13,-,-,-,-,3,0.33,-,-,-,-
Saitama,77,0.3,108,0.66,40,0.25,475,2.91,760,4.66,54,0.33,210,1.29,168,1.03,64,0.39,54,0.33,21,0.13,1,0.02,37,0.9,-,-,-,-,4,0.36,-,-,-,-
Chiba,39,0.18,28,0.21,52,0.39,270,2.01,409,3.05,25,0.19,142,1.06,84,0.63,28,0.21,25,0.19,11,0.08,1,0.03,20,0.57,1,0.13,-,-,5,0.63,-,-,-,-
Tokyo,83,0.2,108,0.41,53,0.2,593,2.27,1339,5.13,89,0.34,342,1.31,284,1.09,109,0.42,56,0.21,13,0.05,1,0.03,20,0.54,3,0.12,1,0.04,12,0.48,-,-,-,-
Kanagawa,45,0.13,65,0.3,58,0.27,379,1.75,792,3.67,109,0.5,165,0.76,237,1.1,95,0.44,31,0.14,17,0.08,-,-,69,1.38,-,-,1,0.1,2,0.2,-,-,-,-
Niigata,1,0.01,36,0.63,38,0.67,135,2.37,186,3.26,15,0.26,45,0.79,47,0.82,25,0.44,11,0.19,6,0.11,-,-,9,0.9,-,-,-,-,3,0.23,1,0.08,-,-
Toyama,7,0.15,67,2.31,16,0.55,36,1.24,150,5.17,4,0.14,12,0.41,4,0.14,11,0.38,18,0.62,1,0.03,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,4,0.08,28,0.97,17,0.59,79,2.72,221,7.62,8,0.28,9,0.31,8,0.28,8,0.28,3,0.1,5,0.17,-,-,4,0.57,-,-,-,-,11,2.2,-,-,-,-
Fukui,5,0.14,25,1.14,21,0.95,56,2.55,90,4.09,9,0.41,11,0.5,1,0.05,9,0.41,3,0.14,3,0.14,-,-,1,0.33,1,0.17,-,-,1,0.17,-,-,-,-
Yamanashi,9,0.22,26,1.08,2,0.08,26,1.08,70,2.92,8,0.33,12,0.5,17,0.71,7,0.29,1,0.04,7,0.29,-,-,7,0.78,-,-,1,0.1,4,0.4,-,-,-,-
Nagano,4,0.05,65,1.2,11,0.2,78,1.44,283,5.24,24,0.44,11,0.2,14,0.26,17,0.31,13,0.24,10,0.19,-,-,2,0.18,1,0.09,-,-,3,0.27,-,-,-,-
Gifu,30,0.34,29,0.55,5,0.09,75,1.42,116,2.19,6,0.11,18,0.34,9,0.17,15,0.28,2,0.04,2,0.04,-,-,4,0.36,-,-,-,-,1,0.2,-,-,-,-
