"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2018",,,,,,"Data collected as of November 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Wakayama,14560,303.33,1144,38.13,434,14.47,1164,38.8,3879,129.3,325,10.83,431,14.37,104,3.47,538,17.93,718,23.93,130,4.33,56,18.67,40,13.33,4,0.36,10,0.91,63,5.73,6,0.55,50,4.55
Tottori,10901,375.9,545,28.68,391,20.58,3841,202.16,5529,291,138,7.26,398,20.95,21,1.11,376,19.79,465,24.47,47,2.47,3,0.6,89,17.8,7,1.4,18,3.6,18,3.6,1,0.2,55,11
Shimane,10074,272.27,750,34.09,264,12,2070,94.09,5592,254.18,165,7.5,967,43.95,16,0.73,534,24.27,395,17.95,196,8.91,-,-,24,8,14,1.75,50,6.25,19,2.38,-,-,78,9.75
Okayama,28429,338.44,1151,21.31,588,10.89,3599,66.65,15030,278.33,640,11.85,718,13.3,198,3.67,886,16.41,768,14.22,249,4.61,15,1.25,372,31,7,1.4,2,0.4,16,3.2,-,-,30,6
Hiroshima,34296,300.84,2135,30.07,1428,20.11,5769,81.25,19070,268.59,693,9.76,2615,36.83,89,1.25,1081,15.23,1689,23.79,352,4.96,21,1.11,766,40.32,7,0.35,6,0.3,74,3.7,2,0.1,377,18.85
Yamaguchi,26838,400.57,2502,53.23,699,14.87,5610,119.36,9647,205.26,470,10,2682,57.06,82,1.74,1035,22.02,1342,28.55,251,5.34,2,0.22,240,26.67,5,0.56,6,0.67,38,4.22,-,-,104,11.56
Tokushima,11999,324.3,1584,68.87,413,17.96,1494,64.96,5145,223.7,190,8.26,1169,50.83,152,6.61,730,31.74,792,34.43,103,4.48,-,-,33,8.25,4,0.57,2,0.29,22,3.14,-,-,2,0.29
Kagawa,15245,331.41,1208,44.74,446,16.52,2089,77.37,7429,275.15,301,11.15,681,25.22,33,1.22,644,23.85,1294,47.93,209,7.74,4,0.8,160,32,6,1.2,4,0.8,29,5.8,1,0.2,41,8.2
Ehime,23410,390.17,1967,54.64,429,11.92,4222,117.28,11394,316.5,370,10.28,2915,80.97,70,1.94,1025,28.47,1013,28.14,261,7.25,1,0.14,612,87.43,1,0.17,1,0.17,130,21.67,-,-,46,7.67
Kochi,20894,435.29,1045,34.83,464,15.47,1609,53.63,4175,139.17,237,7.9,1066,35.53,146,4.87,455,15.17,464,15.47,60,2,-,-,103,34.33,4,0.5,1,0.13,86,10.75,18,2.25,32,4
Fukuoka,90592,459.86,6088,51.16,3417,28.71,15696,131.9,36368,305.61,2145,18.03,10787,90.65,398,3.34,3514,29.53,3274,27.51,1538,12.92,15,0.58,1664,64,26,1.73,36,2.4,135,9,-,-,79,5.27
Saga,15693,412.97,1130,51.36,735,33.41,1413,64.23,3691,167.77,274,12.45,1299,59.05,63,2.86,659,29.95,1189,54.05,76,3.45,3,1,104,34.67,3,0.5,15,2.5,35,5.83,1,0.17,56,9.33
Nagasaki,26984,391.07,1689,38.39,736,16.73,4063,92.34,7796,177.18,497,11.3,2530,57.5,51,1.16,825,18.75,820,18.64,127,2.89,6,0.75,267,33.38,13,1.08,28,2.33,82,6.83,-,-,98,8.17
Kumamoto,30058,375.73,2074,41.48,793,15.86,2924,58.48,14469,289.38,435,8.7,4476,89.52,48,0.96,1480,29.6,1620,32.4,212,4.24,4,0.44,720,80,9,0.6,23,1.53,33,2.2,-,-,44,2.93
Oita,27166,468.38,1334,37.06,444,12.33,2410,66.94,16643,462.31,829,23.03,5193,144.25,30,0.83,971,26.97,1169,32.47,656,18.22,3,0.6,217,43.4,2,0.18,2,0.18,59,5.36,-,-,25,2.27
Miyazaki,27790,479.14,2531,72.31,1164,33.26,3013,86.09,14877,425.06,599,17.11,5481,156.6,75,2.14,1319,37.69,1045,29.86,1183,33.8,1,0.17,719,119.83,2,0.29,-,-,5,0.71,-,-,155,22.14
Kagoshima,40985,445.49,3209,59.43,2626,48.63,6184,114.52,17295,320.28,749,13.87,5004,92.67,148,2.74,1121,20.76,1093,20.24,1276,23.63,1,0.14,391,55.86,5,0.42,6,0.5,13,1.08,-,-,15,1.25
Okinawa,30708,538.74,2477,72.85,868,25.53,2204,64.82,5612,165.06,758,22.29,2520,74.12,126,3.71,652,19.18,351,10.32,173,5.09,13,1.44,930,103.33,30,4.29,57,8.14,42,6,3,0.43,42,6
