"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53rd week, 2015",,,,,,"Data collected as of January 7, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,4290,0.89,3173,,1024,0.33,3995,1.29,13852,4.49,1456,0.47,136,0.04,985,0.32,645,0.21,17,0.01,44,0.01,1715,0.56,5,0.01,262,0.39,8,0.02,11,0.02,205,0.43,5,0.01,42,0.09
Hokkaido,613,2.71,142,,70,0.49,334,2.35,319,2.25,53,0.37,10,0.07,124,0.87,22,0.15,2,0.01,7,0.05,169,1.19,-,-,3,0.1,-,-,-,-,7,0.3,-,-,2,0.09
Aomori,35,0.54,27,,14,0.33,29,0.69,77,1.83,17,0.4,4,0.1,8,0.19,7,0.17,-,-,-,-,6,0.14,-,-,10,0.91,-,-,1,0.17,2,0.33,-,-,-,-
Iwate,36,0.55,28,,6,0.15,88,2.2,155,3.88,18,0.45,1,0.03,6,0.15,6,0.15,-,-,-,-,13,0.33,-,-,9,0.64,-,-,-,-,1,0.05,-,-,-,-
Miyagi,43,0.45,42,,18,0.31,102,1.73,264,4.47,28,0.47,1,0.02,10,0.17,19,0.32,-,-,-,-,5,0.08,-,-,2,0.17,-,-,-,-,7,0.58,-,-,-,-
Akita,400,7.55,20,,10,0.29,15,0.44,90,2.65,5,0.15,-,-,35,1.03,1,0.03,-,-,-,-,1,0.03,-,-,4,0.57,-,-,-,-,3,0.38,-,-,-,-
Yamagata,12,0.26,17,,17,0.59,106,3.66,134,4.62,7,0.24,1,0.03,32,1.1,5,0.17,-,-,-,-,34,1.17,-,-,2,0.29,-,-,-,-,1,0.1,-,-,-,-
Fukushima,144,1.87,68,,16,0.35,50,1.09,160,3.48,32,0.7,5,0.11,25,0.54,18,0.39,-,-,-,-,10,0.22,-,-,4,0.33,-,-,-,-,4,0.57,-,-,-,-
Ibaraki,116,0.97,71,,25,0.33,107,1.43,458,6.11,80,1.07,2,0.03,36,0.48,12,0.16,1,0.01,2,0.03,129,1.72,-,-,14,0.82,-,-,-,-,10,0.77,-,-,-,-
Tochigi,40,0.53,36,,4,0.08,67,1.4,109,2.27,15,0.31,3,0.06,27,0.56,10,0.21,-,-,-,-,15,0.31,-,-,5,0.42,-,-,-,-,3,0.43,-,-,-,-
Gunma,27,0.28,29,,11,0.18,98,1.63,247,4.12,35,0.58,-,-,9,0.15,14,0.23,-,-,3,0.05,15,0.25,-,-,9,0.64,-,-,-,-,4,0.5,-,-,-,-
