"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2014",,,,,,"Data collected as of March 5, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,140739,28.44,1015,,1183,0.37,7222,2.29,21397,6.78,3159,1,274,0.09,381,0.12,1367,0.43,32,0.01,60,0.02,705,0.22,10,0.01,307,0.45,5,0.01,10,0.02,121,0.26,10,0.02,85,0.18
Hokkaido,8204,36.14,48,,42,0.29,596,4.17,311,2.17,167,1.17,3,0.02,3,0.02,43,0.3,-,-,1,0.01,14,0.1,-,-,2,0.07,-,-,-,-,3,0.13,-,-,-,-
Aomori,2186,34.16,8,,9,0.22,50,1.22,201,4.9,56,1.37,1,0.02,13,0.32,18,0.44,-,-,-,-,8,0.2,-,-,13,1.18,-,-,-,-,6,1,-,-,-,-
Iwate,2303,35.98,1,,14,0.35,87,2.18,311,7.78,60,1.5,1,0.03,8,0.2,8,0.2,-,-,-,-,7,0.18,-,-,3,0.21,-,-,1,0.05,6,0.32,-,-,7,0.37
Miyagi,3271,35.17,15,,4,0.07,205,3.53,451,7.78,47,0.81,-,-,40,0.69,28,0.48,2,0.03,-,-,12,0.21,-,-,1,0.08,1,0.08,1,0.08,9,0.75,-,-,3,0.25
Akita,1182,21.49,2,,6,0.17,40,1.14,189,5.4,24,0.69,-,-,8,0.23,12,0.34,-,-,-,-,11,0.31,-,-,-,-,-,-,-,-,3,0.38,-,-,3,0.38
Yamagata,1175,24.48,4,,10,0.33,172,5.73,358,11.93,17,0.57,-,-,8,0.27,18,0.6,-,-,-,-,4,0.13,-,-,1,0.13,-,-,-,-,1,0.1,-,-,1,0.1
Fukushima,2030,26.71,36,,9,0.2,86,1.91,226,5.02,51,1.13,-,-,6,0.13,25,0.56,-,-,-,-,31,0.69,-,-,9,0.75,-,-,-,-,12,1.71,1,0.14,-,-
Ibaraki,2926,24.38,11,,21,0.28,175,2.33,702,9.36,58,0.77,6,0.08,7,0.09,26,0.35,-,-,4,0.05,5,0.07,-,-,8,0.47,-,-,-,-,4,0.31,-,-,-,-
Tochigi,1731,22.78,5,,7,0.15,85,1.77,213,4.44,29,0.6,1,0.02,4,0.08,14,0.29,-,-,2,0.04,4,0.08,-,-,7,0.58,-,-,-,-,7,1,-,-,1,0.14
Gunma,1973,20.13,3,,25,0.42,138,2.3,242,4.03,54,0.9,2,0.03,3,0.05,29,0.48,1,0.02,-,-,12,0.2,1,0.07,8,0.57,-,-,-,-,-,-,-,-,-,-
Saitama,7547,30.07,32,,32,0.2,456,2.85,996,6.23,160,1,5,0.03,21,0.13,63,0.39,-,-,1,0.01,24,0.15,-,-,15,0.36,-,-,-,-,3,0.3,1,0.1,2,0.2
Chiba,6416,30.12,27,,39,0.29,380,2.84,868,6.48,95,0.71,8,0.06,5,0.04,49,0.37,3,0.02,-,-,38,0.28,-,-,19,0.56,2,0.22,-,-,4,0.44,-,-,2,0.22
Tokyo,11973,28.78,26,,47,0.18,631,2.42,1531,5.87,204,0.78,12,0.05,47,0.18,103,0.39,3,0.01,-,-,20,0.08,-,-,9,0.25,-,-,1,0.04,3,0.12,2,0.08,9,0.36
