"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2017",,,,,,"Data collected as of February 8, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,189231,38.14,1047,,1148,0.36,7335,2.32,18366,5.8,901,0.28,508,0.16,265,0.08,1158,0.37,29,0.01,67,0.02,2074,0.66,2,0,327,0.47,16,0.03,11,0.02,232,0.49,9,0.02,38,0.08
Hokkaido,5179,22.92,64,,53,0.37,670,4.72,428,3.01,53,0.37,7,0.05,11,0.08,36,0.25,1,0.01,2,0.01,57,0.4,-,-,15,0.52,1,0.04,-,-,5,0.22,-,-,-,-
Aomori,1943,30.36,6,,36,0.88,62,1.51,171,4.17,3,0.07,5,0.12,5,0.12,15,0.37,-,-,4,0.1,13,0.32,-,-,3,0.27,-,-,-,-,4,0.67,-,-,-,-
Iwate,1587,24.42,5,,16,0.4,167,4.18,261,6.53,9,0.23,3,0.08,-,-,15,0.38,-,-,-,-,16,0.4,-,-,4,0.29,-,-,-,-,11,0.58,-,-,1,0.05
Miyagi,3477,36.6,10,,7,0.12,219,3.71,144,2.44,22,0.37,-,-,2,0.03,25,0.42,-,-,-,-,15,0.25,-,-,3,0.25,-,-,-,-,7,0.58,-,-,1,0.08
Akita,1428,26.44,14,,6,0.17,77,2.2,149,4.26,3,0.09,9,0.26,2,0.06,4,0.11,-,-,-,-,-,-,-,-,2,0.29,-,-,-,-,6,0.75,-,-,-,-
Yamagata,1245,25.94,6,,10,0.33,141,4.7,120,4,7,0.23,2,0.07,2,0.07,20,0.67,-,-,2,0.07,28,0.93,-,-,1,0.13,-,-,-,-,5,0.5,-,-,-,-
Fukushima,2256,29.3,17,,21,0.46,151,3.28,248,5.39,13,0.28,2,0.04,11,0.24,20,0.43,1,0.02,1,0.02,12,0.26,-,-,7,0.58,-,-,-,-,2,0.29,-,-,6,0.86
Ibaraki,3691,30.76,12,,21,0.28,240,3.2,411,5.48,12,0.16,8,0.11,3,0.04,18,0.24,2,0.03,2,0.03,25,0.33,-,-,14,0.82,-,-,-,-,3,0.23,-,-,-,-
Tochigi,1865,24.54,3,,10,0.21,75,1.56,124,2.58,12,0.25,-,-,2,0.04,22,0.46,-,-,-,-,10,0.21,-,-,6,0.5,-,-,-,-,5,0.71,-,-,-,-
Gunma,2968,31.24,9,,19,0.33,179,3.09,315,5.43,14,0.24,25,0.43,8,0.14,19,0.33,-,-,1,0.02,30,0.52,-,-,1,0.07,-,-,-,-,7,0.88,-,-,1,0.13
Saitama,11954,47.06,20,,49,0.3,423,2.63,784,4.87,67,0.42,10,0.06,12,0.07,48,0.3,2,0.01,2,0.01,87,0.54,-,-,16,0.39,-,-,4,0.4,5,0.5,-,-,1,0.1
Chiba,9734,45.27,15,,21,0.16,465,3.44,637,4.72,43,0.32,19,0.14,13,0.1,46,0.34,3,0.02,1,0.01,25,0.19,2,0.06,18,0.51,-,-,1,0.11,3,0.33,-,-,1,0.11
Tokyo,14694,35.49,36,,51,0.2,519,1.99,1453,5.57,66,0.25,10,0.04,27,0.1,114,0.44,3,0.01,3,0.01,82,0.31,-,-,9,0.23,4,0.16,-,-,9,0.36,5,0.2,4,0.16
Kanagawa,14354,41.37,29,,33,0.15,419,1.93,985,4.54,76,0.35,6,0.03,19,0.09,79,0.36,-,-,2,0.01,148,0.68,-,-,46,0.96,1,0.1,-,-,3,0.3,-,-,5,0.5
Niigata,2782,30.24,11,,46,0.79,209,3.6,610,10.52,15,0.26,2,0.03,14,0.24,20,0.34,-,-,-,-,125,2.16,-,-,5,0.5,1,0.08,-,-,9,0.69,-,-,-,-
Toyama,1484,30.92,22,,15,0.52,44,1.52,195,6.72,8,0.28,9,0.31,-,-,5,0.17,2,0.07,-,-,51,1.76,-,-,9,1.29,-,-,-,-,3,0.6,-,-,-,-
Ishikawa,1830,38.13,6,,21,0.72,89,3.07,402,13.86,8,0.28,3,0.1,-,-,7,0.24,-,-,1,0.03,4,0.14,-,-,-,-,-,-,-,-,6,1.2,-,-,1,0.2
Fukui,1423,44.47,8,,7,0.32,38,1.73,196,8.91,2,0.09,3,0.14,1,0.05,4,0.18,-,-,1,0.05,10,0.45,-,-,1,0.33,2,0.33,-,-,3,0.5,-,-,-,-
Yamanashi,1645,40.12,2,,15,0.63,78,3.25,162,6.75,4,0.17,9,0.38,2,0.08,4,0.17,-,-,1,0.04,37,1.54,-,-,1,0.11,-,-,-,-,10,1,-,-,1,0.1
Nagano,3672,42.21,23,,2,0.04,96,1.78,464,8.59,9,0.17,10,0.19,5,0.09,14,0.26,-,-,-,-,75,1.39,-,-,4,0.36,-,-,-,-,4,0.36,-,-,1,0.09
Gifu,2824,32.46,21,,13,0.25,30,0.57,234,4.42,12,0.23,4,0.08,4,0.08,20,0.38,-,-,-,-,41,0.77,-,-,1,0.09,-,-,-,-,12,2.4,-,-,5,1
Shizuoka,5641,40.58,20,,29,0.33,246,2.76,350,3.93,14,0.16,6,0.07,2,0.02,24,0.27,-,-,-,-,35,0.39,-,-,7,0.33,2,0.2,-,-,3,0.3,3,0.3,-,-
Aichi,10031,51.44,47,,63,0.35,299,1.64,781,4.29,30,0.16,19,0.1,2,0.01,62,0.34,1,0.01,2,0.01,56,0.31,-,-,12,0.34,1,0.07,-,-,15,1,-,-,1,0.07
Mie,3182,44.19,27,,26,0.58,64,1.42,152,3.38,8,0.18,12,0.27,5,0.11,18,0.4,-,-,-,-,12,0.27,-,-,-,-,-,-,3,0.33,2,0.22,-,-,1,0.11
Shiga,1659,31.3,8,,10,0.31,22,0.69,185,5.78,7,0.22,8,0.25,1,0.03,9,0.28,-,-,4,0.13,17,0.53,-,-,1,0.13,-,-,-,-,6,0.86,-,-,-,-
Kyoto,4061,32.49,6,,27,0.36,71,0.93,331,4.36,15,0.2,5,0.07,1,0.01,26,0.34,-,-,1,0.01,29,0.38,-,-,6,0.33,-,-,-,-,3,0.43,-,-,1,0.14
Osaka,12112,39.45,114,,72,0.36,252,1.27,879,4.42,59,0.3,40,0.2,4,0.02,59,0.3,1,0.01,5,0.03,162,0.81,-,-,23,0.44,-,-,1,0.06,8,0.47,-,-,-,-
Hyogo,7702,38.7,67,,68,0.53,147,1.14,751,5.82,26,0.2,11,0.09,9,0.07,41,0.32,1,0.01,-,-,93,0.72,-,-,6,0.17,-,-,-,-,7,0.64,-,-,1,0.09
Nara,1913,35.43,34,,20,0.59,44,1.29,110,3.24,6,0.18,7,0.21,-,-,12,0.35,-,-,-,-,48,1.41,-,-,2,0.2,-,-,-,-,1,0.17,-,-,1,0.17
Wakayama,1298,25.96,10,,9,0.29,16,0.52,176,5.68,11,0.35,2,0.06,3,0.1,9,0.29,-,-,-,-,66,2.13,-,-,-,-,-,-,-,-,2,0.18,1,0.09,-,-
Tottori,635,21.9,4,,9,0.47,118,6.21,85,4.47,15,0.79,-,-,2,0.11,5,0.26,-,-,-,-,12,0.63,-,-,7,1.4,-,-,-,-,3,0.6,-,-,-,-
Shimane,937,24.66,9,,13,0.57,77,3.35,108,4.7,6,0.26,9,0.39,6,0.26,9,0.39,-,-,-,-,37,1.61,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
Okayama,3180,37.86,20,,27,0.5,43,0.8,261,4.83,14,0.26,25,0.46,2,0.04,17,0.31,-,-,1,0.02,16,0.3,-,-,6,0.5,-,-,-,-,2,0.4,-,-,-,-
Hiroshima,3785,32.91,34,,33,0.46,134,1.86,295,4.1,20,0.28,23,0.32,6,0.08,28,0.39,-,-,5,0.07,29,0.4,-,-,13,0.68,1,0.05,-,-,1,0.05,-,-,-,-
Yamaguchi,3347,49.22,18,,30,0.63,102,2.13,200,4.17,19,0.4,9,0.19,2,0.04,22,0.46,-,-,1,0.02,116,2.42,-,-,4,0.44,-,-,-,-,10,1.11,-,-,-,-
Tokushima,1336,36.11,23,,15,0.65,32,1.39,138,6,4,0.17,4,0.17,3,0.13,13,0.57,-,-,-,-,15,0.65,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
Kagawa,1363,29,16,,6,0.21,89,3.18,218,7.79,5,0.18,4,0.14,3,0.11,17,0.61,1,0.04,2,0.07,19,0.68,-,-,-,-,2,0.4,-,-,3,0.6,-,-,-,-
Ehime,2489,40.8,12,,2,0.05,110,2.97,357,9.65,9,0.24,2,0.05,13,0.35,21,0.57,2,0.05,1,0.03,82,2.22,-,-,12,1.5,-,-,-,-,5,0.83,-,-,-,-
Kochi,2429,50.6,20,,7,0.23,70,2.33,215,7.17,10,0.33,1,0.03,4,0.13,8,0.27,-,-,-,-,9,0.3,-,-,1,0.33,-,-,-,-,2,0.25,-,-,1,0.13
Fukuoka,10896,55.03,58,,60,0.5,394,3.28,1311,10.93,42,0.35,42,0.35,19,0.16,66,0.55,1,0.01,4,0.03,88,0.73,-,-,18,0.69,-,-,1,0.07,10,0.67,-,-,1,0.07
Saga,1499,38.44,19,,11,0.48,48,2.09,139,6.04,10,0.43,19,0.83,3,0.13,9,0.39,-,-,-,-,9,0.39,-,-,1,0.25,-,-,-,-,2,0.33,-,-,-,-
Nagasaki,2644,37.77,12,,8,0.18,170,3.86,364,8.27,8,0.18,8,0.18,-,-,14,0.32,1,0.02,-,-,23,0.52,-,-,3,0.38,-,-,-,-,2,0.17,-,-,-,-
Kumamoto,3237,40.46,24,,28,0.56,116,2.32,708,14.16,14,0.28,39,0.78,2,0.04,31,0.62,-,-,13,0.26,58,1.16,-,-,15,1.67,-,-,-,-,4,0.27,-,-,1,0.07
Oita,2878,49.62,21,,13,0.36,94,2.61,750,20.83,21,0.58,-,-,2,0.06,17,0.47,2,0.06,-,-,23,0.64,-,-,1,0.2,-,-,-,-,4,0.36,-,-,1,0.09
Miyazaki,3187,54.02,29,,27,0.75,81,2.25,372,10.33,20,0.56,32,0.89,24,0.67,32,0.89,-,-,1,0.03,10,0.28,-,-,11,2.2,-,-,-,-,2,0.29,-,-,1,0.14
Kagoshima,4105,44.14,38,,49,0.89,79,1.44,490,8.91,39,0.71,32,0.58,2,0.04,25,0.45,-,-,4,0.07,116,2.11,-,-,6,0.86,-,-,-,-,2,0.17,-,-,-,-
Okinawa,1650,28.45,18,,14,0.41,26,0.76,147,4.32,11,0.32,3,0.09,2,0.06,9,0.26,5,0.15,-,-,3,0.09,-,-,5,0.56,1,0.14,1,0.14,8,1.14,-,-,-,-
