"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2017",,,,,,"Data collected as of October 4, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1021,0.21,7206,,1307,0.41,4845,1.53,9743,3.08,743,0.24,7447,2.36,175,0.06,1375,0.44,33,0.01,1828,0.58,1233,0.39,3,0,732,1.05,11,0.02,24,0.05,170,0.36,2,0,3,0.01
Hokkaido,2,0.01,154,,225,1.61,335,2.39,179,1.28,37,0.26,248,1.77,5,0.04,50,0.36,2,0.01,61,0.44,13,0.09,-,-,11,0.38,1,0.04,-,-,7,0.3,-,-,-,-
Aomori,2,0.03,37,,4,0.1,38,0.9,81,1.93,6,0.14,87,2.07,1,0.02,24,0.57,1,0.02,25,0.6,24,0.57,-,-,1,0.09,1,0.17,-,-,6,1,-,-,-,-
Iwate,15,0.23,62,,6,0.15,78,1.95,60,1.5,4,0.1,113,2.83,17,0.43,18,0.45,3,0.08,28,0.7,69,1.73,-,-,4,0.29,-,-,-,-,16,0.84,-,-,-,-
Miyagi,42,0.44,99,,18,0.31,112,1.9,205,3.47,11,0.19,290,4.92,4,0.07,22,0.37,-,-,30,0.51,17,0.29,-,-,3,0.25,2,0.17,-,-,13,1.08,-,-,-,-
Akita,1,0.02,50,,17,0.49,20,0.57,55,1.57,2,0.06,27,0.77,-,-,9,0.26,-,-,18,0.51,7,0.2,-,-,2,0.29,-,-,-,-,15,1.88,-,-,-,-
Yamagata,-,-,102,,22,0.73,71,2.37,44,1.47,8,0.27,95,3.17,11,0.37,13,0.43,1,0.03,16,0.53,5,0.17,-,-,16,2,1,0.1,-,-,6,0.6,-,-,-,-
Fukushima,1,0.01,125,,4,0.09,48,1.07,62,1.38,5,0.11,232,5.16,4,0.09,32,0.71,-,-,18,0.4,37,0.82,-,-,14,1.17,-,-,-,-,4,0.57,1,0.14,-,-
Ibaraki,6,0.05,110,,20,0.27,107,1.43,268,3.57,19,0.25,378,5.04,5,0.07,22,0.29,-,-,45,0.6,10,0.13,-,-,19,1.12,-,-,-,-,4,0.31,-,-,-,-
Tochigi,8,0.11,111,,7,0.15,35,0.73,62,1.29,6,0.13,162,3.38,5,0.1,17,0.35,-,-,14,0.29,6,0.13,-,-,20,1.67,1,0.14,-,-,3,0.43,-,-,-,-
Gunma,20,0.21,132,,32,0.55,94,1.62,150,2.59,2,0.03,75,1.29,6,0.1,22,0.38,-,-,43,0.74,33,0.57,-,-,24,1.71,-,-,-,-,7,0.88,-,-,-,-
Saitama,39,0.15,248,,79,0.48,325,1.99,645,3.96,40,0.25,734,4.5,16,0.1,84,0.52,1,0.01,179,1.1,38,0.23,-,-,75,1.83,-,-,2,0.2,5,0.5,-,-,-,-
Chiba,35,0.16,233,,30,0.22,240,1.78,351,2.6,30,0.22,474,3.51,7,0.05,61,0.45,3,0.02,173,1.28,37,0.27,-,-,31,0.89,2,0.22,1,0.11,8,0.89,-,-,-,-
Tokyo,79,0.19,381,,111,0.43,419,1.61,856,3.28,61,0.23,1026,3.93,16,0.06,139,0.53,2,0.01,268,1.03,44,0.17,-,-,36,0.92,-,-,6,0.24,6,0.24,-,-,-,-
Kanagawa,76,0.23,190,,56,0.26,395,1.85,658,3.09,60,0.28,851,4,18,0.08,115,0.54,1,0,165,0.77,62,0.29,2,0.04,74,1.45,-,-,1,0.11,5,0.56,-,-,-,-
Niigata,3,0.03,207,,21,0.37,80,1.4,85,1.49,15,0.26,104,1.82,6,0.11,19,0.33,1,0.02,41,0.72,50,0.88,-,-,12,1.2,-,-,-,-,2,0.15,-,-,1,0.08
Toyama,-,-,54,,10,0.34,29,1,113,3.9,9,0.31,25,0.86,-,-,5,0.17,-,-,14,0.48,3,0.1,-,-,3,0.43,-,-,-,-,3,0.6,-,-,-,-
Ishikawa,-,-,73,,9,0.31,23,0.79,78,2.69,5,0.17,62,2.14,2,0.07,10,0.34,-,-,17,0.59,2,0.07,-,-,5,0.71,-,-,-,-,4,0.8,-,-,-,-
Fukui,8,0.25,77,,4,0.18,46,2.09,67,3.05,9,0.41,51,2.32,1,0.05,9,0.41,2,0.09,12,0.55,6,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,2,0.05,47,,8,0.33,24,1,66,2.75,4,0.17,30,1.25,-,-,5,0.21,1,0.04,6,0.25,19,0.79,-,-,12,1.33,-,-,2,0.2,3,0.3,1,0.1,-,-
Nagano,4,0.05,75,,10,0.19,85,1.57,109,2.02,7,0.13,210,3.89,-,-,24,0.44,1,0.02,22,0.41,47,0.87,-,-,7,0.64,-,-,-,-,5,0.45,-,-,1,0.09
Gifu,10,0.12,120,,4,0.08,30,0.58,85,1.63,3,0.06,77,1.48,1,0.02,9,0.17,-,-,17,0.33,33,0.63,-,-,6,0.55,-,-,1,0.2,4,0.8,-,-,-,-
Shizuoka,20,0.14,219,,35,0.39,133,1.49,262,2.94,3,0.03,139,1.56,5,0.06,29,0.33,-,-,20,0.22,41,0.46,-,-,23,1.05,-,-,-,-,4,0.4,-,-,-,-
Aichi,22,0.11,341,,46,0.25,174,0.96,421,2.31,47,0.26,243,1.34,7,0.04,70,0.38,-,-,18,0.1,35,0.19,-,-,26,0.74,-,-,-,-,5,0.33,-,-,-,-
Mie,-,-,121,,35,0.78,46,1.02,147,3.27,9,0.2,48,1.07,3,0.07,19,0.42,1,0.02,4,0.09,25,0.56,-,-,-,-,-,-,1,0.11,1,0.11,-,-,-,-
Shiga,6,0.11,42,,6,0.19,30,0.94,97,3.03,10,0.31,33,1.03,1,0.03,4,0.13,-,-,14,0.44,15,0.47,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Kyoto,12,0.1,152,,15,0.2,91,1.2,254,3.34,10,0.13,67,0.88,1,0.01,24,0.32,-,-,58,0.76,9,0.12,-,-,6,0.33,-,-,-,-,-,-,-,-,-,-
Osaka,43,0.14,474,,54,0.27,363,1.82,603,3.02,54,0.27,151,0.76,8,0.04,79,0.4,3,0.02,69,0.35,52,0.26,1,0.02,17,0.33,-,-,-,-,6,0.35,-,-,-,-
Hyogo,27,0.14,324,,39,0.3,128,0.99,524,4.06,43,0.33,114,0.88,3,0.02,41,0.32,-,-,55,0.43,38,0.29,-,-,18,0.51,2,0.14,-,-,3,0.21,-,-,-,-
Nara,3,0.06,84,,12,0.35,34,1,82,2.41,13,0.38,28,0.82,3,0.09,18,0.53,-,-,14,0.41,4,0.12,-,-,7,0.7,-,-,1,0.17,2,0.33,-,-,-,-
Wakayama,1,0.02,40,,15,0.5,11,0.37,67,2.23,12,0.4,11,0.37,-,-,8,0.27,-,-,15,0.5,19,0.63,-,-,10,2.5,-,-,-,-,3,0.27,-,-,-,-
Tottori,1,0.03,54,,17,0.89,81,4.26,67,3.53,9,0.47,12,0.63,-,-,8,0.42,-,-,3,0.16,2,0.11,-,-,12,2.4,-,-,-,-,1,0.2,-,-,-,-
Shimane,5,0.13,99,,-,-,30,1.3,64,2.78,6,0.26,35,1.52,-,-,15,0.65,-,-,6,0.26,32,1.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Okayama,2,0.02,115,,6,0.11,54,1,303,5.61,9,0.17,67,1.24,1,0.02,22,0.41,-,-,14,0.26,7,0.13,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
Hiroshima,36,0.31,224,,34,0.47,117,1.63,284,3.94,18,0.25,102,1.42,1,0.01,23,0.32,-,-,21,0.29,26,0.36,-,-,10,0.53,-,-,-,-,2,0.1,-,-,-,-
Yamaguchi,15,0.22,160,,11,0.23,92,1.92,160,3.33,13,0.27,46,0.96,1,0.02,16,0.33,-,-,15,0.31,22,0.46,-,-,20,2.22,-,-,-,-,1,0.11,-,-,-,-
Tokushima,1,0.03,151,,8,0.35,36,1.57,97,4.22,7,0.3,42,1.83,1,0.04,14,0.61,-,-,7,0.3,19,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,2,0.04,86,,6,0.21,32,1.14,104,3.71,7,0.25,25,0.89,-,-,14,0.5,-,-,11,0.39,14,0.5,-,-,6,1.2,-,-,-,-,3,0.6,-,-,-,-
Ehime,1,0.02,172,,10,0.27,60,1.62,176,4.76,3,0.08,134,3.62,5,0.14,29,0.78,-,-,11,0.3,45,1.22,-,-,29,3.63,-,-,-,-,1,0.17,-,-,1,0.17
Kochi,-,-,150,,12,0.4,26,0.87,83,2.77,9,0.3,13,0.43,-,-,13,0.43,-,-,6,0.2,3,0.1,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
Fukuoka,22,0.11,452,,35,0.29,313,2.61,522,4.35,43,0.36,195,1.63,4,0.03,68,0.57,1,0.01,30,0.25,52,0.43,-,-,25,0.96,1,0.07,1,0.07,3,0.2,-,-,-,-
Saga,1,0.03,88,,11,0.48,21,0.91,39,1.7,5,0.22,58,2.52,-,-,20,0.87,-,-,9,0.39,1,0.04,-,-,5,1.25,-,-,1,0.17,-,-,-,-,-,-
Nagasaki,7,0.1,182,,7,0.16,95,2.16,114,2.59,8,0.18,24,0.55,-,-,18,0.41,-,-,16,0.36,33,0.75,-,-,1,0.13,-,-,2,0.17,1,0.08,-,-,-,-
Kumamoto,7,0.09,364,,29,0.58,30,0.6,243,4.86,12,0.24,128,2.56,-,-,27,0.54,-,-,68,1.36,27,0.54,-,-,21,2.33,-,-,2,0.13,4,0.27,-,-,-,-
Oita,17,0.29,88,,5,0.14,70,1.94,209,5.81,14,0.39,48,1.33,1,0.03,26,0.72,3,0.08,20,0.56,39,1.08,-,-,5,1,-,-,-,-,-,-,-,-,-,-
Miyazaki,8,0.14,204,,53,1.47,52,1.44,199,5.53,9,0.25,40,1.11,3,0.08,27,0.75,-,-,31,0.86,22,0.61,-,-,30,5,-,-,-,-,-,-,-,-,-,-
Kagoshima,27,0.29,113,,69,1.28,75,1.39,243,4.5,10,0.19,192,3.56,2,0.04,26,0.48,2,0.04,73,1.35,88,1.63,-,-,22,3.14,-,-,-,-,-,-,-,-,-,-
Okinawa,382,6.59,20,,40,1.18,17,0.5,100,2.94,17,0.5,101,2.97,-,-,8,0.24,4,0.12,8,0.24,1,0.03,-,-,56,6.22,-,-,3,0.43,3,0.43,-,-,-,-
