"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2015",,,,,,"Data collected as of September 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,283,0.06,2936,,944,0.31,5157,1.69,9682,3.17,867,0.28,13686,4.48,1451,0.47,1702,0.56,67,0.02,2463,0.81,1654,0.54,4,0.01,683,1.04,5,0.01,31,0.07,264,0.56,8,0.02,4,0.01
Hokkaido,2,0.01,86,,44,0.31,360,2.54,153,1.08,42,0.3,827,5.82,71,0.5,41,0.29,-,-,193,1.36,87,0.61,-,-,13,0.46,-,-,-,-,8,0.35,-,-,-,-
Aomori,-,-,41,,2,0.05,62,1.48,55,1.31,7,0.17,263,6.26,11,0.26,14,0.33,-,-,49,1.17,11,0.26,-,-,2,0.18,-,-,-,-,5,0.83,-,-,-,-
Iwate,4,0.06,36,,2,0.05,63,1.58,126,3.15,8,0.2,343,8.58,17,0.43,17,0.43,-,-,40,1,2,0.05,-,-,-,-,-,-,-,-,5,0.26,-,-,1,0.05
Miyagi,-,-,76,,12,0.2,89,1.51,105,1.78,15,0.25,734,12.44,16,0.27,25,0.42,-,-,78,1.32,7,0.12,-,-,1,0.08,-,-,1,0.08,12,1,-,-,-,-
Akita,1,0.02,9,,6,0.17,44,1.26,66,1.89,5,0.14,202,5.77,27,0.77,4,0.11,-,-,22,0.63,3,0.09,-,-,4,0.57,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,75,,6,0.2,62,2.07,67,2.23,4,0.13,339,11.3,29,0.97,16,0.53,-,-,93,3.1,23,0.77,-,-,1,0.13,-,-,-,-,2,0.2,-,-,-,-
Fukushima,15,0.19,61,,9,0.2,74,1.61,70,1.52,19,0.41,264,5.74,21,0.46,25,0.54,-,-,48,1.04,24,0.52,-,-,13,1.08,-,-,2,0.29,4,0.57,-,-,-,-
Ibaraki,4,0.03,8,,18,0.24,97,1.29,263,3.51,21,0.28,316,4.21,29,0.39,31,0.41,-,-,38,0.51,41,0.55,-,-,34,2,-,-,1,0.08,5,0.38,-,-,-,-
