"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2015",,,,,,"Data collected as of November 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,919,0.19,6687,,1477,0.47,8667,2.76,22494,7.18,1888,0.6,1210,0.39,2455,0.78,1648,0.53,68,0.02,212,0.07,2110,0.67,3,0,613,0.9,14,0.03,19,0.04,319,0.68,13,0.03,18,0.04
Hokkaido,29,0.13,499,,86,0.61,691,4.87,441,3.11,75,0.53,141,0.99,183,1.29,36,0.25,2,0.01,24,0.17,196,1.38,-,-,12,0.43,1,0.04,-,-,25,1.09,-,-,2,0.09
Aomori,1,0.02,84,,22,0.52,45,1.07,148,3.52,25,0.6,28,0.67,11,0.26,19,0.45,-,-,4,0.1,11,0.26,-,-,7,0.64,-,-,1,0.17,9,1.5,-,-,-,-
Iwate,12,0.18,118,,16,0.4,154,3.85,142,3.55,27,0.68,23,0.58,8,0.2,24,0.6,1,0.03,4,0.1,17,0.43,-,-,3,0.21,-,-,-,-,10,0.53,-,-,1,0.05
Miyagi,22,0.23,145,,15,0.25,186,3.15,324,5.49,45,0.76,39,0.66,17,0.29,29,0.49,-,-,2,0.03,3,0.05,-,-,5,0.42,-,-,-,-,11,0.92,-,-,-,-
Akita,25,0.46,101,,5,0.14,41,1.17,96,2.74,21,0.6,28,0.8,72,2.06,13,0.37,-,-,4,0.11,1,0.03,-,-,2,0.29,-,-,-,-,3,0.38,-,-,-,-
Yamagata,7,0.15,135,,39,1.3,154,5.13,180,6,22,0.73,10,0.33,65,2.17,22,0.73,-,-,1,0.03,27,0.9,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Fukushima,18,0.23,257,,5,0.11,105,2.28,189,4.11,42,0.91,25,0.54,51,1.11,32,0.7,-,-,1,0.02,6,0.13,-,-,14,1.17,-,-,-,-,7,1,-,-,1,0.14
Ibaraki,24,0.2,192,,20,0.27,156,2.08,432,5.76,47,0.63,45,0.6,75,1,15,0.2,3,0.04,2,0.03,81,1.08,-,-,21,1.24,-,-,-,-,7,0.54,-,-,-,-
Tochigi,5,0.07,216,,6,0.13,93,1.94,113,2.35,23,0.48,17,0.35,41,0.85,31,0.65,2,0.04,2,0.04,24,0.5,1,0.08,5,0.42,-,-,-,-,7,1,1,0.14,-,-
Gunma,31,0.32,138,,13,0.22,194,3.23,429,7.15,14,0.23,13,0.22,27,0.45,30,0.5,1,0.02,4,0.07,21,0.35,-,-,16,1.14,-,-,-,-,9,1.13,-,-,-,-
Saitama,45,0.18,291,,91,0.58,498,3.15,1070,6.77,134,0.85,51,0.32,175,1.11,82,0.52,6,0.04,9,0.06,131,0.83,-,-,31,0.76,-,-,-,-,5,0.5,-,-,-,-
Chiba,34,0.16,137,,78,0.6,375,2.86,791,6.04,125,0.95,89,0.68,111,0.85,57,0.44,3,0.02,13,0.1,125,0.95,-,-,34,1.1,2,0.22,-,-,9,1,1,0.11,-,-
Tokyo,99,0.24,335,,109,0.42,722,2.79,2063,7.97,140,0.54,97,0.37,131,0.51,160,0.62,12,0.05,11,0.04,147,0.57,-,-,37,0.97,-,-,4,0.17,31,1.29,4,0.17,-,-
Kanagawa,55,0.18,190,,74,0.38,384,1.99,1531,7.93,167,0.87,78,0.4,47,0.24,125,0.65,4,0.02,8,0.04,88,0.46,-,-,50,1.16,-,-,-,-,7,0.78,-,-,1,0.11
Niigata,3,0.03,157,,57,0.97,199,3.37,305,5.17,38,0.64,50,0.85,20,0.34,34,0.58,1,0.02,6,0.1,23,0.39,-,-,9,0.9,-,-,-,-,3,0.23,2,0.15,1,0.08
Toyama,3,0.06,128,,9,0.31,78,2.69,164,5.66,11,0.38,17,0.59,5,0.17,7,0.24,-,-,4,0.14,6,0.21,-,-,2,0.29,-,-,-,-,15,3,-,-,-,-
Ishikawa,4,0.08,102,,20,0.69,92,3.17,236,8.14,13,0.45,3,0.1,2,0.07,14,0.48,-,-,-,-,68,2.34,-,-,1,0.14,-,-,-,-,7,1.4,-,-,-,-
