"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2017",,,,,,"Data collected as of November 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1384224,280.04,125663,39.8,77949,24.69,313432,99.28,730315,231.33,49774,15.77,343082,108.67,10896,3.45,65718,20.82,1463,0.46,83978,26.6,72628,23.01,386,0.56,23341,33.58,471,0.99,878,1.84,7282,15.27,236,0.49,4891,10.25
Hokkaido,49940,223.95,5584,39.89,8701,62.15,21513,153.66,15635,111.68,2606,18.61,13669,97.64,243,1.74,1862,13.3,90,0.64,2825,20.18,1773,12.66,12,0.43,537,19.18,8,0.35,52,2.26,261,11.35,-,-,208,9.04
Aomori,15497,242.14,1065,25.98,540,13.17,2839,69.24,7292,177.85,481,11.73,3700,90.24,211,5.15,829,20.22,7,0.17,869,21.2,985,24.02,4,0.36,127,11.55,12,2,7,1.17,200,33.33,-,-,74,12.33
Iwate,14678,229.34,1393,35.72,1070,27.44,4731,121.31,7873,201.87,407,10.44,3170,81.28,337,8.64,798,20.46,8,0.21,857,21.97,1837,47.1,5,0.36,234,16.71,11,0.58,9,0.47,366,19.26,7,0.37,108,5.68
Miyagi,27737,295.07,2346,40.45,1520,26.21,6505,112.16,12963,223.5,948,16.34,7410,127.76,215,3.71,1464,25.24,10,0.17,1024,17.66,579,9.98,1,0.08,140,11.67,3,0.25,1,0.08,282,23.5,-,-,51,4.25
Akita,13160,243.7,949,27.11,528,15.09,1934,55.26,4456,127.31,495,14.14,2117,60.49,56,1.6,398,11.37,15,0.43,720,20.57,164,4.69,9,1.29,71,10.14,4,0.5,-,-,509,63.63,4,0.5,56,7
Yamagata,11444,243.49,1703,58.72,1106,38.14,6282,216.62,6304,217.38,620,21.38,3588,123.72,660,22.76,857,29.55,25,0.86,1266,43.66,587,20.24,-,-,173,21.63,5,0.5,8,0.8,222,22.2,-,-,82,8.2
Fukushima,23871,314.09,2715,60.33,662,14.71,4601,102.24,7273,161.62,904,20.09,4993,110.96,383,8.51,1328,29.51,12,0.27,950,21.11,948,21.07,2,0.17,490,40.83,7,1,18,2.57,114,16.29,7,1,218,31.14
Ibaraki,31189,259.91,1843,24.57,1393,18.57,7771,103.61,14579,194.39,1119,14.92,7925,105.67,190,2.53,1017,13.56,23,0.31,1463,19.51,662,8.83,6,0.35,844,49.65,2,0.15,1,0.08,137,10.54,-,-,122,9.38
Tochigi,17879,235.25,1510,31.46,770,16.04,2717,56.6,5292,110.25,779,16.23,4833,100.69,131,2.73,1055,21.98,2,0.04,535,11.15,573,11.94,1,0.08,492,41,5,0.71,8,1.14,122,17.43,2,0.29,89,12.71
Gunma,23838,253.6,1720,30.18,1169,20.51,6856,120.28,13364,234.46,710,12.46,4512,79.16,394,6.91,1229,21.56,6,0.11,1832,32.14,1764,30.95,2,0.15,619,47.62,2,0.25,5,0.63,274,34.25,-,-,316,39.5
Saitama,85964,341.13,5308,33.18,4537,28.36,19937,124.61,41831,261.44,3122,19.51,20323,127.02,682,4.26,3816,23.85,52,0.33,4548,28.43,2791,17.44,61,1.53,1782,44.55,14,1.4,42,4.2,125,12.5,10,1,111,11.1
Chiba,69612,326.82,3270,24.4,3001,22.4,17503,130.62,27916,208.33,2129,15.89,12767,95.28,358,2.67,2694,20.1,55,0.41,5259,39.25,1545,11.53,29,0.85,1289,37.91,25,2.78,37,4.11,186,20.67,1,0.11,103,11.44
Tokyo,109228,265.76,8301,32.05,6235,24.07,25280,97.61,67637,261.15,4123,15.92,32053,123.76,1140,4.4,6312,24.37,95,0.37,6707,25.9,2731,10.54,11,0.29,1043,27.45,37,1.48,38,1.52,216,8.64,41,1.64,232,9.28
Kanagawa,98804,289.75,5756,26.9,3622,16.93,21172,98.93,48643,227.3,4009,18.73,26867,125.55,938,4.38,4982,23.28,42,0.2,5781,27.01,3916,18.3,41,0.82,3408,68.16,7,0.7,36,3.6,127,12.7,-,-,213,21.3
Niigata,26498,294.42,3772,66.18,1834,32.18,5758,101.02,13201,231.6,984,17.26,8181,143.53,286,5.02,1116,19.58,52,0.91,1730,30.35,4021,70.54,17,1.7,409,40.9,12,0.92,15,1.15,212,16.31,31,2.38,80,6.15
Toyama,10721,223.35,1385,47.76,755,26.03,2047,70.59,7956,274.34,326,11.24,3051,105.21,26,0.9,475,16.38,2,0.07,608,20.97,1105,38.1,6,0.86,268,38.29,2,0.4,5,1,64,12.8,6,1.2,58,11.6
Ishikawa,16132,336.08,1464,50.48,859,29.62,3076,106.07,8652,298.34,484,16.69,3712,128,115,3.97,596,20.55,9,0.31,580,20,192,6.62,-,-,204,29.14,1,0.2,9,1.8,164,32.8,-,-,87,17.4
Fukui,11967,373.97,1225,55.68,462,21,2458,111.73,7119,323.59,343,15.59,3645,165.68,21,0.95,353,16.05,27,1.23,521,23.68,321,14.59,1,0.33,14,4.67,20,3.33,7,1.17,62,10.33,11,1.83,70,11.67
Yamanashi,10678,260.44,539,22.46,932,38.83,2552,106.33,5049,210.38,222,9.25,2332,97.17,51,2.13,314,13.08,78,3.25,303,12.63,646,26.92,1,0.11,337,37.44,10,1,10,1,137,13.7,4,0.4,56,5.6
Nagano,28002,325.6,1270,23.96,450,8.49,5263,99.3,13750,259.43,803,15.15,6863,129.49,157,2.96,783,14.77,28,0.53,1216,22.94,4061,76.62,13,1.3,160,16,3,0.27,2,0.18,192,17.45,-,-,143,13
Gifu,22693,263.87,1574,30.27,835,16.06,2247,43.21,7495,144.13,491,9.44,4386,84.35,71,1.37,669,12.87,18,0.35,655,12.6,1462,28.12,-,-,214,19.45,1,0.2,15,3,174,34.8,-,-,90,18
Shizuoka,39223,282.18,3133,35.2,1857,20.87,9842,110.58,20667,232.21,961,10.8,9149,102.8,287,3.22,1416,15.91,22,0.25,1210,13.6,1611,18.1,10,0.48,657,31.29,13,1.3,35,3.5,187,18.7,48,4.8,75,7.5
Aichi,66377,340.39,5598,30.76,3192,17.54,13043,71.66,33302,182.98,2389,13.13,18115,99.53,375,2.06,2852,15.67,47,0.26,2536,13.93,2298,12.63,6,0.17,772,22.06,12,0.8,27,1.8,324,21.6,7,0.47,200,13.33
