"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2017",,,,,,"Data collected as of November 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3799,0.77,2384,,2124,0.67,7896,2.5,15436,4.89,1773,0.56,4037,1.28,203,0.06,1351,0.43,35,0.01,718,0.23,968,0.31,11,0.02,577,0.83,8,0.02,22,0.05,256,0.54,5,0.01,4,0.01
Hokkaido,125,0.56,111,,414,2.98,622,4.47,284,2.04,80,0.58,80,0.58,5,0.04,39,0.28,3,0.02,9,0.06,11,0.08,1,0.03,18,0.62,-,-,-,-,12,0.52,-,-,-,-
Aomori,39,0.6,32,,10,0.24,51,1.21,111,2.64,13,0.31,106,2.52,1,0.02,14,0.33,-,-,12,0.29,38,0.9,-,-,4,0.36,-,-,1,0.17,10,1.67,-,-,-,-
Iwate,40,0.62,30,,12,0.3,131,3.28,97,2.43,12,0.3,72,1.8,14,0.35,11,0.28,-,-,13,0.33,48,1.2,-,-,10,0.71,1,0.05,-,-,28,1.47,-,-,-,-
Miyagi,178,1.87,45,,30,0.51,142,2.41,359,6.08,53,0.9,140,2.37,1,0.02,28,0.47,-,-,15,0.25,5,0.08,-,-,2,0.17,-,-,-,-,15,1.25,-,-,-,-
Akita,9,0.17,29,,23,0.66,42,1.2,53,1.51,22,0.63,23,0.66,3,0.09,7,0.2,-,-,5,0.14,2,0.06,-,-,1,0.14,-,-,-,-,36,4.5,-,-,-,-
Yamagata,16,0.33,23,,44,1.47,146,4.87,157,5.23,65,2.17,65,2.17,6,0.2,22,0.73,1,0.03,9,0.3,10,0.33,-,-,8,1,-,-,-,-,15,1.5,-,-,-,-
Fukushima,31,0.4,46,,10,0.22,95,2.07,154,3.35,21,0.46,95,2.07,3,0.07,36,0.78,-,-,35,0.76,34,0.74,-,-,5,0.42,-,-,1,0.14,5,0.71,-,-,-,-
Ibaraki,34,0.28,36,,36,0.48,136,1.81,393,5.24,41,0.55,177,2.36,2,0.03,28,0.37,-,-,21,0.28,12,0.16,-,-,22,1.29,-,-,-,-,5,0.38,-,-,-,-
Tochigi,33,0.43,30,,16,0.33,76,1.58,153,3.19,47,0.98,94,1.96,14,0.29,18,0.38,-,-,4,0.08,10,0.21,-,-,7,0.58,-,-,-,-,4,0.57,-,-,-,-
Gunma,45,0.48,23,,51,0.89,194,3.4,210,3.68,40,0.7,77,1.35,6,0.11,24,0.42,2,0.04,15,0.26,19,0.33,-,-,29,2.07,-,-,-,-,4,0.5,-,-,-,-
