"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2015",,,,,,"Data collected as of March 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,18972,3.85,1043,,1072,0.34,9228,2.94,22945,7.3,1523,0.48,1308,0.42,1285,0.41,1388,0.44,30,0.01,106,0.03,946,0.3,11,0.02,226,0.33,14,0.03,15,0.03,110,0.23,8,0.02,236,0.5
Hokkaido,1299,5.72,76,,87,0.61,645,4.51,608,4.25,56,0.39,49,0.34,52,0.36,34,0.24,1,0.01,3,0.02,61,0.43,-,-,8,0.29,-,-,-,-,3,0.13,-,-,19,0.83
Aomori,200,3.08,11,,11,0.26,116,2.76,118,2.81,11,0.26,6,0.14,18,0.43,15,0.36,-,-,-,-,4,0.1,-,-,2,0.18,-,-,-,-,2,0.33,-,-,7,1.17
Iwate,286,4.4,8,,12,0.3,135,3.38,295,7.38,30,0.75,-,-,10,0.25,17,0.43,-,-,-,-,3,0.08,-,-,6,0.43,-,-,-,-,2,0.11,-,-,12,0.63
Miyagi,362,3.89,3,,26,0.45,145,2.5,451,7.78,33,0.57,20,0.34,43,0.74,40,0.69,-,-,2,0.03,7,0.12,1,0.08,1,0.08,-,-,-,-,14,1.17,-,-,6,0.5
Akita,231,4.28,1,,14,0.4,52,1.49,82,2.34,9,0.26,6,0.17,4,0.11,7,0.2,-,-,1,0.03,11,0.31,1,0.14,2,0.29,-,-,-,-,5,0.63,-,-,1,0.13
Yamagata,242,5.04,2,,25,0.83,184,6.13,278,9.27,31,1.03,30,1,12,0.4,15,0.5,-,-,-,-,8,0.27,-,-,1,0.13,-,-,-,-,1,0.1,2,0.2,-,-
Fukushima,360,4.74,11,,11,0.24,126,2.8,231,5.13,33,0.73,42,0.93,16,0.36,19,0.42,1,0.02,-,-,27,0.6,-,-,5,0.42,-,-,-,-,1,0.14,-,-,3,0.43
Ibaraki,254,2.12,6,,31,0.41,259,3.45,468,6.24,19,0.25,22,0.29,20,0.27,17,0.23,-,-,3,0.04,13,0.17,-,-,9,0.53,-,-,-,-,2,0.15,-,-,4,0.31
Tochigi,200,2.63,9,,6,0.13,86,1.79,165,3.44,24,0.5,16,0.33,18,0.38,28,0.58,1,0.02,-,-,2,0.04,-,-,4,0.33,-,-,-,-,-,-,-,-,4,0.57
Gunma,346,3.53,6,,32,0.53,208,3.47,396,6.6,19,0.32,43,0.72,27,0.45,35,0.58,1,0.02,4,0.07,9,0.15,-,-,17,1.21,2,0.25,1,0.13,2,0.25,-,-,8,1
Saitama,778,3.18,32,,50,0.32,502,3.24,1302,8.4,97,0.63,22,0.14,128,0.83,74,0.48,2,0.01,1,0.01,76,0.49,1,0.02,7,0.17,-,-,1,0.1,3,0.3,-,-,7,0.7
Chiba,1023,4.89,19,,81,0.61,392,2.97,752,5.7,50,0.38,6,0.05,83,0.63,61,0.46,1,0.01,1,0.01,52,0.39,-,-,11,0.33,-,-,1,0.11,-,-,1,0.11,1,0.11
Tokyo,983,2.39,46,,52,0.2,817,3.13,2119,8.12,151,0.58,27,0.1,225,0.86,140,0.54,2,0.01,2,0.01,57,0.22,-,-,11,0.29,2,0.08,1,0.04,5,0.2,3,0.12,3,0.12
Kanagawa,693,2.11,30,,49,0.24,555,2.72,1476,7.24,133,0.65,6,0.03,134,0.66,107,0.52,2,0.01,1,0,22,0.11,2,0.04,25,0.53,-,-,-,-,2,0.2,-,-,10,1
Niigata,530,5.52,13,,63,1.03,300,4.92,404,6.62,42,0.69,37,0.61,30,0.49,26,0.43,-,-,-,-,9,0.15,-,-,4,0.4,-,-,-,-,-,-,-,-,3,0.23
Toyama,219,4.56,4,,21,0.72,101,3.48,243,8.38,24,0.83,8,0.28,1,0.03,5,0.17,-,-,2,0.07,3,0.1,1,0.14,2,0.29,-,-,-,-,8,1.6,-,-,-,-
Ishikawa,323,6.73,7,,15,0.52,205,7.07,339,11.69,33,1.14,-,-,32,1.1,9,0.31,-,-,-,-,24,0.83,-,-,-,-,-,-,-,-,8,1.6,-,-,10,2
Fukui,208,6.5,6,,10,0.45,86,3.91,202,9.18,8,0.36,25,1.14,1,0.05,10,0.45,1,0.05,-,-,23,1.05,-,-,1,0.33,-,-,1,0.17,1,0.17,-,-,1,0.17
Yamanashi,186,4.65,3,,2,0.08,62,2.58,191,7.96,17,0.71,-,-,2,0.08,5,0.21,-,-,-,-,-,-,-,-,3,0.33,1,0.1,-,-,-,-,-,-,1,0.1
Nagano,450,5.17,1,,4,0.07,126,2.33,363,6.72,15,0.28,-,-,20,0.37,22,0.41,-,-,-,-,5,0.09,-,-,3,0.27,-,-,-,-,4,0.36,-,-,5,0.45
Gifu,261,3,8,,10,0.19,67,1.26,225,4.25,19,0.36,4,0.08,10,0.19,14,0.26,-,-,11,0.21,4,0.08,-,-,1,0.09,-,-,-,-,1,0.2,-,-,3,0.6
