"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2015",,,,,,"Data collected as of January 5, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3734,0.76,5756,,2045,0.65,9832,3.12,31861,10.11,2443,0.78,347,0.11,2616,0.83,1231,0.39,40,0.01,96,0.03,2785,0.88,9,0.01,592,0.87,8,0.02,15,0.03,322,0.68,12,0.03,46,0.1
Hokkaido,532,2.35,252,,120,0.85,890,6.27,755,5.32,111,0.78,46,0.32,317,2.23,40,0.28,1,0.01,10,0.07,277,1.95,-,-,13,0.46,1,0.04,-,-,21,0.91,-,-,6,0.26
Aomori,44,0.68,45,,36,0.86,62,1.48,254,6.05,23,0.55,10,0.24,22,0.52,12,0.29,2,0.05,3,0.07,31,0.74,-,-,1,0.09,-,-,-,-,6,1,-,-,-,-
Iwate,8,0.12,55,,12,0.3,193,4.83,312,7.8,27,0.68,8,0.2,19,0.48,16,0.4,-,-,1,0.03,24,0.6,-,-,5,0.36,-,-,-,-,12,0.63,-,-,1,0.05
Miyagi,43,0.45,89,,23,0.39,247,4.19,623,10.56,67,1.14,5,0.08,23,0.39,32,0.54,-,-,1,0.02,20,0.34,-,-,6,0.5,-,-,-,-,5,0.42,-,-,-,-
Akita,359,6.65,33,,16,0.46,44,1.26,197,5.63,29,0.83,3,0.09,74,2.11,12,0.34,1,0.03,-,-,6,0.17,-,-,3,0.43,-,-,-,-,6,0.75,-,-,-,-
Yamagata,22,0.46,30,,34,1.13,255,8.5,308,10.27,37,1.23,4,0.13,93,3.1,19,0.63,-,-,1,0.03,38,1.27,-,-,8,1,-,-,-,-,1,0.1,-,-,-,-
Fukushima,110,1.43,69,,20,0.43,98,2.13,282,6.13,37,0.8,2,0.04,47,1.02,21,0.46,-,-,2,0.04,14,0.3,-,-,8,0.67,-,-,-,-,1,0.14,-,-,1,0.14
Ibaraki,91,0.76,139,,60,0.8,154,2.05,614,8.19,45,0.6,9,0.12,53,0.71,15,0.2,1,0.01,7,0.09,111,1.48,-,-,22,1.29,1,0.08,-,-,10,0.77,-,-,-,-
Tochigi,21,0.28,67,,10,0.21,135,2.81,252,5.25,14,0.29,8,0.17,54,1.13,20,0.42,-,-,-,-,48,1,-,-,11,0.92,-,-,1,0.14,6,0.86,-,-,1,0.14
