"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2013",,,,,,"Data collected as of October 9, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,153,0.03,3248,,908,0.29,3017,0.96,9416,3,1606,0.51,5376,1.71,123,0.04,1848,0.59,29,0.01,1033,0.33,717,0.23,5,0.01,368,0.54,8,0.02,20,0.04,168,0.36,15,0.03
Hokkaido,1,0,128,,27,0.19,253,1.77,230,1.61,61,0.43,709,4.96,1,0.01,59,0.41,-,-,190,1.33,10,0.07,-,-,6,0.21,-,-,-,-,8,0.35,-,-
Aomori,-,-,19,,6,0.15,21,0.51,40,0.98,13,0.32,72,1.76,-,-,11,0.27,-,-,19,0.46,14,0.34,-,-,4,0.36,-,-,-,-,12,2,-,-
Iwate,-,-,69,,-,-,61,1.53,106,2.65,18,0.45,124,3.1,11,0.28,16,0.4,-,-,19,0.48,21,0.53,-,-,2,0.14,1,0.05,1,0.05,22,1.16,-,-
Miyagi,2,0.02,43,,3,0.05,59,1.02,99,1.71,28,0.48,188,3.24,15,0.26,35,0.6,-,-,40,0.69,11,0.19,-,-,1,0.08,-,-,-,-,11,0.92,-,-
Akita,-,-,28,,1,0.03,24,0.69,48,1.37,9,0.26,50,1.43,1,0.03,9,0.26,-,-,25,0.71,4,0.11,-,-,-,-,-,-,-,-,4,0.5,-,-
Yamagata,-,-,43,,9,0.3,57,1.9,53,1.77,6,0.2,103,3.43,-,-,21,0.7,1,0.03,16,0.53,3,0.1,-,-,1,0.13,1,0.1,-,-,2,0.2,1,0.1
Fukushima,1,0.01,96,,3,0.07,44,0.98,71,1.58,32,0.71,88,1.96,2,0.04,15,0.33,-,-,21,0.47,43,0.96,-,-,3,0.25,-,-,-,-,6,0.86,-,-
Ibaraki,3,0.03,49,,12,0.16,85,1.13,452,6.03,25,0.33,53,0.71,1,0.01,26,0.35,-,-,12,0.16,5,0.07,-,-,20,1.18,-,-,-,-,3,0.23,-,-
