"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2013",,,,,,"Data collected as of October 9, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,16,0.21,27,,7,0.15,21,0.44,55,1.15,17,0.35,97,2.02,-,-,21,0.44,-,-,4,0.08,1,0.02,-,-,10,0.83,-,-,-,-,2,0.29,3,0.43
Gunma,-,-,55,,2,0.03,92,1.53,168,2.8,25,0.42,113,1.88,1,0.02,28,0.47,-,-,14,0.23,9,0.15,-,-,8,0.57,-,-,-,-,4,0.5,-,-
Saitama,4,0.02,133,,51,0.33,160,1.03,474,3.04,60,0.38,252,1.62,8,0.05,115,0.74,2,0.01,31,0.2,44,0.28,-,-,26,0.62,-,-,1,0.1,4,0.4,1,0.1
Chiba,4,0.02,78,,17,0.13,155,1.18,341,2.6,40,0.31,248,1.89,5,0.04,70,0.53,2,0.02,21,0.16,36,0.27,-,-,12,0.38,1,0.11,-,-,1,0.11,1,0.11
Tokyo,4,0.01,263,,74,0.28,290,1.12,898,3.45,162,0.62,350,1.35,21,0.08,173,0.67,1,0,64,0.25,49,0.19,-,-,10,0.26,1,0.04,1,0.04,7,0.28,1,0.04
Kanagawa,6,0.02,99,,28,0.14,125,0.62,552,2.72,67,0.33,222,1.09,11,0.05,143,0.7,1,0,59,0.29,54,0.27,-,-,29,0.66,-,-,2,0.22,2,0.22,-,-
Niigata,-,-,161,,8,0.13,66,1.08,98,1.61,68,1.11,180,2.95,8,0.13,36,0.59,1,0.02,34,0.56,4,0.07,-,-,3,0.3,-,-,-,-,7,0.54,2,0.15
Toyama,-,-,14,,13,0.45,46,1.59,116,4,24,0.83,76,2.62,3,0.1,5,0.17,1,0.03,17,0.59,2,0.07,-,-,-,-,-,-,-,-,6,1.2,-,-
Ishikawa,-,-,22,,7,0.24,23,0.79,64,2.21,9,0.31,72,2.48,-,-,15,0.52,-,-,5,0.17,4,0.14,-,-,1,0.14,-,-,-,-,5,1,-,-
Fukui,-,-,25,,3,0.14,26,1.18,93,4.23,15,0.68,54,2.45,1,0.05,10,0.45,-,-,9,0.41,23,1.05,-,-,-,-,-,-,-,-,2,0.33,-,-
Yamanashi,-,-,5,,1,0.04,25,1.04,41,1.71,4,0.17,42,1.75,1,0.04,9,0.38,-,-,6,0.25,5,0.21,-,-,1,0.11,-,-,-,-,-,-,1,0.1
Nagano,4,0.05,16,,1,0.02,100,1.85,127,2.35,28,0.52,142,2.63,1,0.02,30,0.56,-,-,35,0.65,1,0.02,-,-,7,0.64,-,-,-,-,4,0.36,-,-
Gifu,5,0.06,28,,5,0.09,12,0.23,70,1.32,31,0.58,73,1.38,-,-,15,0.28,-,-,6,0.11,16,0.3,-,-,1,0.09,-,-,-,-,2,0.4,-,-
Shizuoka,9,0.06,58,,22,0.25,80,0.9,272,3.06,19,0.21,147,1.65,1,0.01,45,0.51,2,0.02,27,0.3,8,0.09,-,-,19,0.86,1,0.1,4,0.4,4,0.4,1,0.1
Aichi,-,-,130,,40,0.22,86,0.48,461,2.55,64,0.35,274,1.51,2,0.01,108,0.6,2,0.01,50,0.28,41,0.23,-,-,8,0.24,1,0.08,-,-,2,0.15,-,-
Mie,1,0.01,34,,5,0.11,16,0.36,124,2.76,27,0.6,98,2.18,2,0.04,30,0.67,-,-,27,0.6,4,0.09,-,-,6,0.5,-,-,-,-,1,0.11,-,-
Shiga,-,-,7,,3,0.09,21,0.66,51,1.59,13,0.41,99,3.09,-,-,9,0.28,-,-,11,0.34,1,0.03,-,-,1,0.13,-,-,-,-,3,0.43,-,-
Kyoto,1,0.01,48,,11,0.15,47,0.63,142,1.89,53,0.71,127,1.69,-,-,26,0.35,-,-,11,0.15,14,0.19,-,-,14,0.78,-,-,-,-,-,-,-,-
Osaka,6,0.02,264,,69,0.35,244,1.23,620,3.12,100,0.5,173,0.87,4,0.02,118,0.59,4,0.02,40,0.2,23,0.12,-,-,17,0.33,-,-,-,-,3,0.18,-,-
Hyogo,12,0.06,170,,32,0.25,64,0.5,434,3.36,67,0.52,116,0.9,6,0.05,61,0.47,-,-,33,0.26,22,0.17,1,0.03,24,0.69,-,-,-,-,6,0.55,-,-
Nara,-,-,26,,7,0.21,8,0.24,70,2.06,22,0.65,31,0.91,-,-,14,0.41,-,-,4,0.12,4,0.12,-,-,8,0.89,-,-,-,-,-,-,-,-
Wakayama,3,0.06,30,,12,0.39,6,0.19,28,0.9,10,0.32,39,1.26,1,0.03,20,0.65,-,-,4,0.13,3,0.1,-,-,2,0.5,-,-,-,-,4,0.36,1,0.09
Tottori,-,-,25,,4,0.21,29,1.53,47,2.47,15,0.79,27,1.42,1,0.05,9,0.47,-,-,3,0.16,1,0.05,-,-,2,0.67,-,-,1,0.2,2,0.4,-,-
Shimane,6,0.16,43,,12,0.52,8,0.35,103,4.48,7,0.3,25,1.09,1,0.04,10,0.43,-,-,3,0.13,-,-,-,-,2,0.67,-,-,1,0.13,2,0.25,-,-
Okayama,-,-,25,,8,0.15,32,0.59,219,4.06,28,0.52,72,1.33,-,-,25,0.46,2,0.04,9,0.17,7,0.13,-,-,6,0.5,1,0.2,-,-,5,1,-,-
Hiroshima,1,0.01,89,,64,0.9,61,0.86,266,3.75,58,0.82,36,0.51,-,-,40,0.56,-,-,18,0.25,14,0.2,-,-,14,0.74,-,-,2,0.1,2,0.1,-,-
Yamaguchi,-,-,94,,12,0.26,85,1.81,172,3.66,27,0.57,30,0.64,4,0.09,41,0.87,-,-,8,0.17,8,0.17,-,-,4,0.44,-,-,-,-,1,0.11,-,-
Tokushima,1,0.03,40,,2,0.09,14,0.64,72,3.27,18,0.82,46,2.09,-,-,18,0.82,-,-,6,0.27,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,1,0.02,26,,6,0.2,13,0.43,68,2.27,17,0.57,17,0.57,-,-,28,0.93,-,-,11,0.37,5,0.17,-,-,2,0.67,-,-,-,-,-,-,-,-
Ehime,1,0.02,43,,4,0.11,42,1.14,150,4.05,10,0.27,72,1.95,-,-,40,1.08,1,0.03,13,0.35,9,0.24,-,-,5,0.63,-,-,-,-,1,0.17,1,0.17
Kochi,-,-,18,,6,0.2,1,0.03,35,1.17,18,0.6,66,2.2,3,0.1,7,0.23,-,-,11,0.37,30,1,-,-,-,-,-,-,1,0.13,3,0.38,1,0.13
Fukuoka,3,0.02,198,,62,0.52,170,1.42,546,4.55,75,0.63,94,0.78,5,0.04,124,1.03,3,0.03,14,0.12,89,0.74,1,0.04,10,0.38,-,-,1,0.08,3,0.23,-,-
Saga,-,-,31,,17,0.74,17,0.74,49,2.13,18,0.78,28,1.22,-,-,17,0.74,-,-,3,0.13,10,0.43,-,-,2,0.5,-,-,-,-,3,0.5,-,-
Nagasaki,-,-,83,,36,0.82,60,1.36,207,4.7,49,1.11,60,1.36,-,-,20,0.45,3,0.07,2,0.05,19,0.43,1,0.13,10,1.25,-,-,2,0.17,-,-,-,-
Kumamoto,-,-,128,,49,0.98,56,1.12,272,5.44,27,0.54,52,1.04,-,-,49,0.98,-,-,16,0.32,4,0.08,1,0.11,17,1.89,-,-,1,0.07,-,-,-,-
Oita,-,-,37,,33,0.92,22,0.61,247,6.86,15,0.42,37,1.03,-,-,33,0.92,3,0.08,18,0.5,8,0.22,-,-,-,-,-,-,-,-,4,0.36,-,-
Miyazaki,-,-,95,,51,1.42,36,1,270,7.5,40,1.11,84,2.33,-,-,34,0.94,-,-,20,0.56,6,0.17,-,-,29,4.83,-,-,1,0.14,-,-,-,-
Kagoshima,-,-,97,,42,0.76,35,0.64,237,4.31,46,0.84,203,3.69,1,0.02,42,0.76,-,-,16,0.29,9,0.16,-,-,4,0.57,-,-,-,-,1,0.08,-,-
Okinawa,58,1,8,,21,0.62,19,0.56,58,1.71,21,0.62,15,0.44,1,0.03,18,0.53,-,-,8,0.24,17,0.5,1,0.1,17,1.7,1,0.14,1,0.14,4,0.57,1,0.14
