"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2014",,,,,,"Data collected as of February 19, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,139162,28.18,1273,,1119,0.36,5498,1.75,19581,6.22,3329,1.06,290,0.09,241,0.08,1134,0.36,23,0.01,46,0.01,631,0.2,4,0.01,370,0.54,7,0.01,14,0.03,94,0.2,8,0.02,70,0.15
Hokkaido,9671,42.6,39,,39,0.27,505,3.53,294,2.06,158,1.1,10,0.07,4,0.03,33,0.23,-,-,-,-,5,0.03,-,-,11,0.38,1,0.04,-,-,6,0.26,-,-,2,0.09
Aomori,2280,35.63,4,,11,0.27,55,1.34,182,4.44,59,1.44,1,0.02,10,0.24,11,0.27,-,-,-,-,9,0.22,-,-,10,0.91,-,-,-,-,3,0.5,-,-,2,0.33
Iwate,1764,27.56,2,,4,0.1,72,1.8,307,7.68,45,1.13,-,-,3,0.08,19,0.48,-,-,-,-,8,0.2,-,-,3,0.21,-,-,-,-,9,0.47,-,-,10,0.53
Miyagi,2305,24.78,14,,11,0.19,124,2.14,462,7.97,62,1.07,2,0.03,24,0.41,19,0.33,1,0.02,-,-,5,0.09,-,-,2,0.17,-,-,-,-,11,0.92,-,-,4,0.33
Akita,1045,19,2,,11,0.31,41,1.17,207,5.91,18,0.51,1,0.03,4,0.11,7,0.2,-,-,-,-,2,0.06,-,-,1,0.14,-,-,-,-,4,0.5,-,-,1,0.13
Yamagata,1235,25.73,2,,15,0.5,122,4.07,304,10.13,20,0.67,3,0.1,2,0.07,19,0.63,-,-,-,-,8,0.27,-,-,-,-,-,-,-,-,2,0.2,-,-,-,-
Fukushima,2331,30.67,45,,8,0.18,70,1.56,184,4.09,55,1.22,1,0.02,5,0.11,23,0.51,-,-,4,0.09,37,0.82,-,-,9,0.75,-,-,-,-,3,0.43,-,-,1,0.14
Ibaraki,2777,23.14,13,,11,0.15,116,1.55,600,8,78,1.04,1,0.01,10,0.13,18,0.24,-,-,1,0.01,-,-,-,-,25,1.47,1,0.08,-,-,3,0.23,-,-,-,-
Tochigi,1843,24.25,9,,6,0.13,28,0.58,200,4.17,27,0.56,-,-,1,0.02,20,0.42,-,-,-,-,2,0.04,-,-,9,0.75,-,-,-,-,4,0.57,-,-,-,-
Gunma,3300,33.67,12,,7,0.12,73,1.22,240,4,50,0.83,-,-,1,0.02,21,0.35,-,-,-,-,7,0.12,-,-,17,1.21,-,-,-,-,1,0.13,-,-,2,0.25
Saitama,8225,33.3,35,,41,0.26,283,1.8,891,5.68,162,1.03,4,0.03,13,0.08,58,0.37,-,-,3,0.02,24,0.15,-,-,6,0.15,-,-,1,0.1,6,0.6,-,-,-,-
Chiba,6323,29.69,28,,21,0.16,262,1.97,678,5.1,114,0.86,3,0.02,12,0.09,38,0.29,-,-,2,0.02,42,0.32,-,-,22,0.69,-,-,-,-,1,0.11,-,-,7,0.78
Tokyo,11727,28.46,38,,40,0.15,374,1.44,1353,5.22,184,0.71,16,0.06,29,0.11,78,0.3,6,0.02,4,0.02,34,0.13,-,-,11,0.3,-,-,3,0.12,4,0.16,1,0.04,2,0.08
Kanagawa,9962,29.65,26,,14,0.07,224,1.08,1012,4.87,196,0.94,8,0.04,26,0.13,77,0.37,2,0.01,-,-,29,0.14,-,-,26,0.58,-,-,1,0.1,1,0.1,-,-,7,0.7
Niigata,2845,29.64,36,,46,0.75,259,4.25,564,9.25,103,1.69,1,0.02,44,0.72,29,0.48,1,0.02,1,0.02,3,0.05,-,-,8,0.8,-,-,-,-,3,0.23,1,0.08,-,-
Toyama,937,19.52,7,,33,1.14,97,3.34,317,10.93,30,1.03,-,-,12,0.41,7,0.24,-,-,2,0.07,2,0.07,-,-,6,0.86,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,922,19.21,34,,25,0.86,76,2.62,168,5.79,83,2.86,10,0.34,2,0.07,7,0.24,-,-,-,-,5,0.17,-,-,1,0.14,-,-,-,-,-,-,1,0.2,-,-
Fukui,1168,36.5,31,,29,1.32,75,3.41,242,11,39,1.77,-,-,2,0.09,9,0.41,-,-,-,-,28,1.27,-,-,-,-,1,0.17,2,0.33,-,-,-,-,-,-
Yamanashi,657,16.43,6,,4,0.17,19,0.79,91,3.79,13,0.54,2,0.08,1,0.04,4,0.17,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
Nagano,2741,31.51,15,,9,0.17,93,1.72,296,5.48,50,0.93,5,0.09,3,0.06,9,0.17,-,-,-,-,2,0.04,-,-,11,1,-,-,-,-,2,0.18,-,-,1,0.09
Gifu,2455,28.22,4,,17,0.32,46,0.87,259,4.89,21,0.4,-,-,1,0.02,14,0.26,-,-,-,-,9,0.17,-,-,4,0.36,-,-,-,-,-,-,-,-,1,0.2
Shizuoka,3426,24.65,28,,18,0.2,111,1.25,598,6.72,78,0.88,1,0.01,4,0.04,34,0.38,-,-,1,0.01,6,0.07,-,-,13,0.59,-,-,-,-,2,0.2,1,0.1,-,-
Aichi,7165,36.74,56,,74,0.41,217,1.2,932,5.15,106,0.59,13,0.07,-,-,69,0.38,-,-,1,0.01,51,0.28,-,-,13,0.38,-,-,-,-,3,0.21,1,0.07,2,0.14
Mie,2447,33.99,8,,16,0.36,29,0.64,285,6.33,59,1.31,1,0.02,1,0.02,17,0.38,-,-,-,-,8,0.18,-,-,3,0.25,-,-,1,0.11,1,0.11,-,-,-,-
Shiga,1676,31.62,7,,3,0.09,39,1.22,173,5.41,42,1.31,2,0.06,-,-,12,0.38,-,-,-,-,2,0.06,-,-,-,-,-,-,-,-,2,0.29,-,-,4,0.57
Kyoto,3120,26,8,,14,0.19,78,1.08,387,5.38,65,0.9,2,0.03,-,-,12,0.17,-,-,2,0.03,3,0.04,-,-,10,0.59,-,-,-,-,-,-,-,-,-,-
Osaka,6404,20.79,103,,62,0.31,381,1.91,1113,5.59,248,1.25,4,0.02,7,0.04,63,0.32,1,0.01,5,0.03,20,0.1,-,-,10,0.19,1,0.06,1,0.06,1,0.06,-,-,6,0.35
Hyogo,4377,22.33,53,,53,0.42,139,1.09,815,6.42,138,1.09,5,0.04,6,0.05,36,0.28,-,-,-,-,13,0.1,-,-,28,0.8,-,-,-,-,3,0.27,-,-,2,0.18
Nara,1047,19.39,21,,11,0.32,31,0.91,127,3.74,24,0.71,1,0.03,-,-,8,0.24,-,-,-,-,3,0.09,-,-,2,0.22,1,0.17,-,-,-,-,-,-,-,-
Wakayama,732,14.64,5,,8,0.26,41,1.32,151,4.87,32,1.03,1,0.03,-,-,15,0.48,-,-,-,-,-,-,-,-,1,0.25,-,-,-,-,1,0.09,2,0.18,1,0.09
Tottori,461,15.9,10,,17,0.89,44,2.32,114,6,10,0.53,-,-,2,0.11,6,0.32,-,-,-,-,3,0.16,-,-,2,0.67,-,-,-,-,-,-,-,-,1,0.2
Shimane,623,16.39,12,,39,1.7,43,1.87,129,5.61,17,0.74,-,-,-,-,20,0.87,1,0.04,-,-,-,-,-,-,-,-,-,-,2,0.25,3,0.38,-,-,1,0.13
Okayama,1787,21.53,19,,35,0.66,43,0.81,351,6.62,63,1.19,1,0.02,-,-,14,0.26,-,-,1,0.02,5,0.09,-,-,4,0.33,-,-,-,-,-,-,-,-,1,0.2
Hiroshima,1802,15.67,48,,66,0.92,100,1.39,525,7.29,70,0.97,3,0.04,2,0.03,28,0.39,-,-,-,-,29,0.4,1,0.05,13,0.68,-,-,-,-,-,-,-,-,4,0.19
Yamaguchi,1777,25.75,98,,19,0.4,154,3.21,453,9.44,32,0.67,2,0.04,1,0.02,44,0.92,-,-,-,-,13,0.27,-,-,3,0.38,-,-,-,-,1,0.11,-,-,-,-
Tokushima,734,19.32,21,,1,0.04,11,0.48,182,7.91,19,0.83,1,0.04,2,0.09,10,0.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,942,19.22,8,,10,0.33,41,1.37,243,8.1,28,0.93,-,-,-,-,17,0.57,-,-,-,-,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ehime,1399,22.93,18,,18,0.49,72,1.95,348,9.41,52,1.41,4,0.11,2,0.05,18,0.49,-,-,3,0.08,5,0.14,1,0.13,25,3.13,-,-,-,-,-,-,-,-,-,-
Kochi,645,13.44,12,,8,0.27,10,0.33,230,7.67,29,0.97,1,0.03,1,0.03,10,0.33,-,-,-,-,39,1.3,-,-,-,-,1,0.13,1,0.13,-,-,-,-,1,0.13
Fukuoka,7979,40.3,122,,49,0.41,315,2.63,989,8.24,177,1.48,51,0.43,-,-,66,0.55,3,0.03,4,0.03,80,0.67,1,0.04,13,0.5,-,-,-,-,-,-,-,-,-,-
Saga,1194,30.62,7,,13,0.57,67,2.91,105,4.57,31,1.35,7,0.3,-,-,19,0.83,1,0.04,3,0.13,7,0.3,-,-,-,-,-,-,1,0.17,1,0.17,-,-,1,0.17
Nagasaki,2239,31.99,19,,26,0.59,50,1.14,264,6,65,1.48,9,0.2,1,0.02,10,0.23,3,0.07,-,-,27,0.61,1,0.13,7,0.88,-,-,-,-,2,0.17,-,-,1,0.08
