"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2016",,,,,,"Data collected as of December 21, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,24857,5.02,2507,,1616,0.51,8595,2.72,66015,20.89,2047,0.65,1371,0.43,420,0.13,1250,0.4,35,0.01,271,0.09,3056,0.97,10,0.01,495,0.71,2,0,24,0.05,477,1.01,9,0.02,26,0.06
Hokkaido,2108,9.33,184,,95,0.67,744,5.24,915,6.44,147,1.04,49,0.35,20,0.14,26,0.18,1,0.01,8,0.06,139,0.98,-,-,11,0.38,-,-,-,-,15,0.65,-,-,-,-
Aomori,144,2.22,27,,16,0.38,72,1.71,455,10.83,12,0.29,8,0.19,9,0.21,19,0.45,1,0.02,7,0.17,19,0.45,-,-,3,0.27,-,-,-,-,6,1,-,-,1,0.17
Iwate,604,9.29,17,,18,0.45,134,3.35,559,13.98,25,0.63,4,0.1,2,0.05,12,0.3,-,-,7,0.18,25,0.63,-,-,7,0.5,-,-,1,0.05,11,0.58,-,-,-,-
Miyagi,597,6.28,14,,23,0.39,188,3.19,2011,34.08,38,0.64,7,0.12,5,0.08,30,0.51,-,-,1,0.02,11,0.19,-,-,6,0.5,-,-,-,-,12,1,-,-,-,-
Akita,317,5.87,18,,5,0.14,92,2.63,329,9.4,20,0.57,6,0.17,6,0.17,7,0.2,-,-,3,0.09,6,0.17,-,-,3,0.43,-,-,-,-,7,0.88,-,-,-,-
Yamagata,174,3.63,31,,13,0.43,196,6.53,1418,47.27,31,1.03,7,0.23,2,0.07,12,0.4,-,-,4,0.13,49,1.63,-,-,1,0.13,-,-,-,-,7,0.7,-,-,-,-
Fukushima,652,8.47,61,,11,0.24,119,2.59,997,21.67,38,0.83,8,0.17,14,0.3,25,0.54,-,-,-,-,17,0.37,-,-,5,0.42,-,-,2,0.29,4,0.57,-,-,1,0.14
Ibaraki,527,4.39,23,,19,0.25,183,2.44,1735,23.13,55,0.73,17,0.23,16,0.21,19,0.25,-,-,1,0.01,23,0.31,-,-,11,0.65,-,-,-,-,12,0.92,-,-,-,-
