"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2016",,,,,,"Data collected as of September 7, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,161,0.03,2725,,1351,0.43,3981,1.26,12291,3.9,690,0.22,2204,0.7,525,0.17,1707,0.54,80,0.03,6155,1.95,2959,0.94,9,0.01,624,0.9,10,0.02,53,0.11,415,0.88,2,0,7,0.01
Hokkaido,-,-,159,,32,0.23,308,2.17,191,1.35,24,0.17,99,0.7,23,0.16,50,0.35,4,0.03,1193,8.4,100,0.7,-,-,15,0.54,-,-,2,0.09,21,0.95,-,-,-,-
Aomori,-,-,69,,4,0.1,49,1.17,108,2.57,5,0.12,31,0.74,13,0.31,15,0.36,4,0.1,107,2.55,15,0.36,-,-,5,0.45,1,0.17,-,-,4,0.67,-,-,-,-
Iwate,-,-,93,,9,0.23,98,2.45,156,3.9,5,0.13,21,0.53,2,0.05,30,0.75,-,-,133,3.33,19,0.48,-,-,2,0.14,-,-,-,-,9,0.47,-,-,1,0.05
Miyagi,1,0.01,79,,7,0.12,83,1.41,164,2.78,18,0.31,201,3.41,5,0.08,44,0.75,-,-,401,6.8,18,0.31,-,-,-,-,-,-,-,-,8,0.67,-,-,-,-
Akita,-,-,8,,8,0.23,42,1.2,94,2.69,7,0.2,11,0.31,4,0.11,9,0.26,1,0.03,142,4.06,10,0.29,-,-,-,-,-,-,-,-,7,0.88,-,-,-,-
Yamagata,-,-,56,,9,0.3,89,2.97,94,3.13,4,0.13,41,1.37,2,0.07,21,0.7,-,-,285,9.5,47,1.57,-,-,4,0.5,-,-,2,0.2,6,0.6,-,-,-,-
Fukushima,-,-,71,,6,0.13,38,0.83,91,1.98,9,0.2,25,0.54,13,0.28,26,0.57,-,-,264,5.74,11,0.24,-,-,6,0.5,-,-,1,0.14,6,0.86,1,0.14,-,-
Ibaraki,2,0.02,35,,10,0.13,93,1.24,313,4.17,13,0.17,72,0.96,4,0.05,19,0.25,1,0.01,97,1.29,38,0.51,-,-,28,1.65,-,-,1,0.08,2,0.15,-,-,-,-
Tochigi,-,-,27,,7,0.15,27,0.56,44,0.92,4,0.08,59,1.23,12,0.25,28,0.58,-,-,97,2.02,25,0.52,1,0.08,11,0.92,-,-,1,0.14,9,1.29,-,-,-,-
Gunma,2,0.02,98,,9,0.16,96,1.66,185,3.19,5,0.09,17,0.29,11,0.19,35,0.6,-,-,126,2.17,40,0.69,-,-,13,0.93,-,-,2,0.25,10,1.25,-,-,-,-
Saitama,8,0.03,95,,42,0.26,188,1.18,582,3.64,32,0.2,114,0.71,30,0.19,81,0.51,1,0.01,241,1.51,133,0.83,2,0.05,37,0.9,-,-,2,0.2,12,1.2,-,-,-,-
Chiba,3,0.01,132,,30,0.22,214,1.59,439,3.25,29,0.21,208,1.54,21,0.16,71,0.53,6,0.04,196,1.45,70,0.52,-,-,36,1.03,1,0.11,3,0.33,9,1,-,-,-,-
Tokyo,13,0.03,312,,77,0.3,311,1.21,1092,4.25,58,0.23,253,0.98,30,0.12,159,0.62,3,0.01,556,2.16,146,0.57,-,-,30,0.79,2,0.08,5,0.2,17,0.68,-,-,-,-
Kanagawa,21,0.07,156,,43,0.21,208,1.01,717,3.48,49,0.24,126,0.61,24,0.12,126,0.61,1,0,430,2.09,215,1.04,2,0.04,84,1.75,-,-,-,-,8,0.89,-,-,-,-
Niigata,-,-,126,,11,0.19,54,0.93,182,3.14,16,0.28,30,0.52,10,0.17,41,0.71,5,0.09,222,3.83,139,2.4,-,-,3,0.3,-,-,1,0.08,4,0.31,-,-,-,-
Toyama,-,-,43,,13,0.45,15,0.52,108,3.72,3,0.1,5,0.17,3,0.1,15,0.52,-,-,94,3.24,101,3.48,-,-,1,0.14,-,-,-,-,4,0.8,-,-,1,0.2
Ishikawa,-,-,36,,14,0.48,44,1.52,113,3.9,8,0.28,31,1.07,2,0.07,15,0.52,-,-,76,2.62,23,0.79,-,-,1,0.14,-,-,-,-,11,2.2,-,-,-,-
Fukui,-,-,10,,41,1.86,37,1.68,121,5.5,1,0.05,4,0.18,1,0.05,5,0.23,1,0.05,30,1.36,11,0.5,-,-,-,-,-,-,-,-,5,0.83,-,-,-,-
Yamanashi,1,0.02,1,,11,0.46,31,1.29,72,3,7,0.29,13,0.54,4,0.17,12,0.5,2,0.08,78,3.25,10,0.42,-,-,2,0.22,-,-,1,0.1,6,0.6,-,-,-,-
Nagano,-,-,8,,10,0.19,77,1.43,173,3.2,6,0.11,47,0.87,5,0.09,26,0.48,3,0.06,302,5.59,55,1.02,-,-,9,0.82,-,-,-,-,8,0.73,-,-,-,-
Gifu,2,0.02,9,,12,0.23,38,0.72,108,2.04,19,0.36,39,0.74,3,0.06,13,0.25,-,-,45,0.85,33,0.62,-,-,6,0.55,-,-,2,0.4,14,2.8,-,-,-,-
Shizuoka,9,0.06,34,,39,0.44,146,1.64,342,3.84,14,0.16,41,0.46,4,0.04,36,0.4,2,0.02,96,1.08,51,0.57,-,-,19,0.9,-,-,1,0.1,7,0.7,-,-,-,-
Aichi,3,0.02,40,,56,0.31,198,1.09,516,2.85,38,0.21,48,0.27,45,0.25,94,0.52,1,0.01,139,0.77,121,0.67,-,-,39,1.15,-,-,1,0.07,21,1.5,-,-,-,-
Mie,2,0.03,49,,34,0.76,49,1.09,217,4.82,5,0.11,9,0.2,22,0.49,20,0.44,1,0.02,51,1.13,10,0.22,-,-,2,0.17,-,-,2,0.22,8,0.89,-,-,-,-
Shiga,-,-,13,,3,0.09,31,0.97,114,3.56,7,0.22,15,0.47,6,0.19,17,0.53,-,-,15,0.47,35,1.09,-,-,3,0.38,-,-,1,0.14,5,0.71,-,-,-,-
