"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2016",,,,,,"Data collected as of May 18, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3353,0.68,326,,1700,0.54,8056,2.56,18514,5.88,1612,0.51,279,0.09,1121,0.36,1802,0.57,67,0.02,335,0.11,2994,0.95,10,0.01,520,0.75,10,0.02,27,0.06,210,0.44,7,0.01,177,0.38
Hokkaido,348,1.54,13,,66,0.46,645,4.54,577,4.06,86,0.61,2,0.01,58,0.41,40,0.28,3,0.02,4,0.03,171,1.2,-,-,11,0.38,-,-,3,0.14,14,0.64,-,-,20,0.91
Aomori,169,2.6,-,,18,0.43,63,1.5,216,5.14,15,0.36,1,0.02,16,0.38,11,0.26,1,0.02,-,-,25,0.6,-,-,6,0.55,-,-,-,-,3,0.5,-,-,3,0.5
Iwate,206,3.22,2,,14,0.35,133,3.33,253,6.33,22,0.55,2,0.05,7,0.18,21,0.53,-,-,-,-,20,0.5,-,-,13,0.93,2,0.11,-,-,7,0.37,-,-,6,0.32
Miyagi,139,1.46,5,,20,0.34,217,3.68,426,7.22,36,0.61,-,-,7,0.12,33,0.56,-,-,1,0.02,26,0.44,-,-,4,0.33,-,-,-,-,6,0.5,-,-,-,-
Akita,107,1.98,2,,15,0.43,55,1.57,140,4,13,0.37,-,-,36,1.03,11,0.31,5,0.14,1,0.03,5,0.14,-,-,-,-,-,-,-,-,4,0.5,-,-,2,0.25
Yamagata,95,1.98,1,,30,1,147,4.9,196,6.53,15,0.5,2,0.07,39,1.3,21,0.7,-,-,-,-,101,3.37,-,-,5,0.63,-,-,-,-,1,0.1,-,-,1,0.1
Fukushima,166,2.16,-,,26,0.57,59,1.28,212,4.61,22,0.48,1,0.02,25,0.54,23,0.5,-,-,2,0.04,15,0.33,-,-,8,0.67,-,-,-,-,4,0.57,-,-,2,0.29
Ibaraki,51,0.43,1,,32,0.43,165,2.2,311,4.15,53,0.71,3,0.04,18,0.24,23,0.31,-,-,2,0.03,69,0.92,-,-,15,0.88,-,-,-,-,2,0.15,-,-,3,0.23
Tochigi,34,0.45,-,,17,0.35,100,2.08,84,1.75,20,0.42,2,0.04,37,0.77,29,0.6,-,-,1,0.02,29,0.6,-,-,6,0.5,2,0.29,-,-,1,0.14,-,-,3,0.43
Gunma,35,0.37,1,,21,0.36,188,3.24,358,6.17,29,0.5,2,0.03,50,0.86,43,0.74,5,0.09,1,0.02,39,0.67,-,-,11,0.79,-,-,1,0.13,6,0.75,-,-,3,0.38
Saitama,66,0.26,9,,97,0.61,492,3.09,982,6.18,112,0.7,8,0.05,31,0.19,117,0.74,4,0.03,5,0.03,206,1.3,2,0.05,37,0.9,-,-,-,-,3,0.3,-,-,5,0.5
Chiba,76,0.36,10,,67,0.5,442,3.27,748,5.54,79,0.59,8,0.06,42,0.31,86,0.64,4,0.03,1,0.01,136,1.01,3,0.09,32,0.91,2,0.22,-,-,1,0.11,-,-,-,-
