"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2015",,,,,,"Data collected as of October 7, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,212,0.04,2643,,836,0.27,5087,1.61,9835,3.12,977,0.31,7103,2.25,1427,0.45,1632,0.52,42,0.01,1160,0.37,1895,0.6,8,0.01,749,1.09,11,0.02,28,0.06,332,0.7,15,0.03,7,0.01
Hokkaido,3,0.01,155,,50,0.35,366,2.58,148,1.04,41,0.29,390,2.75,62,0.44,46,0.32,2,0.01,113,0.8,116,0.82,-,-,12,0.43,1,0.04,-,-,22,0.96,-,-,-,-
Aomori,-,-,18,,1,0.02,29,0.69,74,1.76,5,0.12,144,3.43,6,0.14,18,0.43,-,-,15,0.36,7,0.17,-,-,2,0.18,-,-,-,-,11,1.83,-,-,-,-
Iwate,4,0.06,38,,2,0.05,81,2.03,95,2.38,16,0.4,122,3.05,14,0.35,18,0.45,-,-,17,0.43,6,0.15,-,-,1,0.07,-,-,-,-,9,0.47,-,-,1,0.05
Miyagi,-,-,95,,4,0.07,121,2.05,130,2.2,20,0.34,374,6.34,7,0.12,32,0.54,-,-,22,0.37,2,0.03,-,-,3,0.25,1,0.08,-,-,13,1.08,-,-,-,-
Akita,-,-,11,,5,0.14,34,0.97,62,1.77,1,0.03,70,2,24,0.69,10,0.29,-,-,5,0.14,2,0.06,-,-,1,0.14,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,76,,12,0.4,87,2.9,49,1.63,13,0.43,136,4.53,29,0.97,15,0.5,-,-,23,0.77,27,0.9,-,-,1,0.13,-,-,-,-,1,0.1,-,-,-,-
Fukushima,5,0.06,77,,9,0.2,73,1.59,65,1.41,13,0.28,101,2.2,39,0.85,29,0.63,1,0.02,21,0.46,12,0.26,-,-,6,0.5,-,-,1,0.14,6,0.86,-,-,1,0.14
Ibaraki,2,0.02,24,,11,0.15,80,1.07,197,2.63,15,0.2,172,2.29,41,0.55,29,0.39,1,0.01,23,0.31,82,1.09,1,0.06,24,1.41,-,-,-,-,2,0.15,-,-,-,-
Tochigi,1,0.01,24,,2,0.04,63,1.31,71,1.48,5,0.1,84,1.75,30,0.63,23,0.48,-,-,5,0.1,26,0.54,-,-,13,1.08,2,0.29,-,-,4,0.57,-,-,2,0.29
Gunma,1,0.01,16,,2,0.03,116,1.93,173,2.88,19,0.32,104,1.73,25,0.42,25,0.42,-,-,27,0.45,21,0.35,-,-,26,1.86,-,-,-,-,6,0.75,-,-,-,-
Saitama,3,0.01,119,,59,0.36,303,1.87,549,3.39,56,0.35,379,2.34,104,0.64,92,0.57,1,0.01,68,0.42,155,0.96,-,-,43,1.05,-,-,4,0.4,4,0.4,-,-,-,-
Chiba,13,0.06,66,,22,0.16,238,1.76,395,2.93,46,0.34,463,3.43,79,0.59,79,0.59,1,0.01,64,0.47,114,0.84,-,-,38,1.12,-,-,1,0.11,6,0.67,-,-,-,-
Tokyo,28,0.07,303,,82,0.32,435,1.67,909,3.5,88,0.34,618,2.38,96,0.37,153,0.59,4,0.02,102,0.39,145,0.56,-,-,46,1.18,2,0.08,-,-,36,1.44,4,0.16,2,0.08
Kanagawa,11,0.03,130,,42,0.21,242,1.19,562,2.75,83,0.41,623,3.05,52,0.25,117,0.57,1,0,94,0.46,68,0.33,-,-,60,1.25,-,-,1,0.11,7,0.78,-,-,-,-
Niigata,3,0.03,94,,17,0.29,92,1.56,173,2.93,16,0.27,213,3.61,21,0.36,24,0.41,-,-,43,0.73,24,0.41,-,-,7,0.7,-,-,1,0.08,6,0.46,5,0.38,1,0.08
