"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2016",,,,,,"Data collected as of March 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,139683,28.2,871,,884,0.28,8922,2.82,19819,6.27,1018,0.32,53,0.02,1342,0.42,1153,0.36,41,0.01,37,0.01,2720,0.86,11,0.02,388,0.57,7,0.01,21,0.04,236,0.5,11,0.02,267,0.57
Hokkaido,6595,29.18,26,,43,0.3,901,6.35,395,2.78,26,0.18,1,0.01,85,0.6,35,0.25,3,0.02,-,-,265,1.87,-,-,6,0.21,-,-,-,-,7,0.3,-,-,10,0.43
Aomori,1048,16.12,3,,11,0.26,89,2.12,130,3.1,2,0.05,1,0.02,16,0.38,11,0.26,-,-,-,-,36,0.86,-,-,7,0.64,-,-,-,-,5,0.83,-,-,1,0.17
Iwate,1729,26.6,7,,4,0.1,198,4.95,266,6.65,10,0.25,-,-,7,0.18,17,0.43,-,-,-,-,12,0.3,-,-,5,0.36,-,-,1,0.05,5,0.26,-,-,6,0.32
Miyagi,2804,29.52,6,,10,0.17,244,4.14,386,6.54,21,0.36,-,-,13,0.22,25,0.42,-,-,1,0.02,19,0.32,-,-,1,0.08,-,-,-,-,8,0.67,-,-,-,-
Akita,1045,19.35,5,,9,0.26,50,1.43,116,3.31,5,0.14,2,0.06,81,2.31,7,0.2,-,-,-,-,6,0.17,-,-,1,0.14,-,-,-,-,1,0.13,-,-,7,0.88
Yamagata,1467,30.56,2,,4,0.13,242,8.07,252,8.4,13,0.43,-,-,70,2.33,12,0.4,-,-,-,-,64,2.13,-,-,1,0.13,-,-,1,0.1,2,0.2,-,-,1,0.1
Fukushima,1710,22.21,16,,10,0.22,111,2.41,108,2.35,18,0.39,-,-,10,0.22,24,0.52,1,0.02,-,-,6,0.13,-,-,2,0.17,-,-,1,0.14,1,0.14,-,-,-,-
Ibaraki,2482,20.68,8,,16,0.21,153,2.04,401,5.35,22,0.29,5,0.07,13,0.17,17,0.23,-,-,1,0.01,71,0.95,-,-,19,1.12,-,-,-,-,3,0.23,-,-,2,0.15
Tochigi,1718,22.61,1,,3,0.06,79,1.65,110,2.29,13,0.27,2,0.04,25,0.52,15,0.31,-,-,-,-,31,0.65,-,-,3,0.25,-,-,-,-,4,0.57,-,-,1,0.14
Gunma,2466,25.96,7,,4,0.07,156,2.69,275,4.74,19,0.33,2,0.03,21,0.36,24,0.41,-,-,-,-,11,0.19,-,-,9,0.64,-,-,-,-,8,1,-,-,-,-
Saitama,6914,27.44,13,,37,0.23,523,3.25,951,5.91,69,0.43,6,0.04,54,0.34,65,0.4,1,0.01,3,0.02,122,0.76,1,0.02,28,0.68,-,-,-,-,7,0.7,-,-,4,0.4
Chiba,5917,27.78,7,,18,0.13,480,3.56,661,4.9,56,0.41,3,0.02,56,0.41,44,0.33,-,-,2,0.01,156,1.16,-,-,17,0.52,-,-,3,0.33,6,0.67,-,-,-,-
Tokyo,8049,19.44,25,,45,0.17,750,2.88,1691,6.5,79,0.3,6,0.02,47,0.18,124,0.48,4,0.02,4,0.02,120,0.46,-,-,17,0.44,-,-,-,-,10,0.4,3,0.12,4,0.16
Kanagawa,6908,20.32,33,,19,0.09,429,2.01,1354,6.36,86,0.4,4,0.02,37,0.17,77,0.36,-,-,3,0.01,124,0.58,2,0.04,42,0.91,-,-,1,0.11,1,0.11,-,-,4,0.44
Niigata,2029,21.59,9,,33,0.56,212,3.59,324,5.49,26,0.44,2,0.03,18,0.31,20,0.34,2,0.03,-,-,89,1.51,3,0.3,12,1.2,1,0.08,-,-,2,0.15,3,0.23,-,-
Toyama,1325,27.6,4,,15,0.52,129,4.45,159,5.48,17,0.59,1,0.03,23,0.79,12,0.41,-,-,-,-,30,1.03,-,-,1,0.14,-,-,1,0.2,4,0.8,-,-,1,0.2
Ishikawa,1631,33.98,-,,20,0.69,95,3.28,133,4.59,9,0.31,-,-,25,0.86,8,0.28,-,-,-,-,56,1.93,-,-,-,-,-,-,-,-,6,1.2,-,-,-,-
Fukui,1063,33.22,1,,25,1.14,55,2.5,114,5.18,8,0.36,-,-,37,1.68,6,0.27,1,0.05,-,-,1,0.05,-,-,1,0.33,-,-,1,0.17,-,-,-,-,1,0.17
Yamanashi,1342,33.55,2,,1,0.04,113,4.71,83,3.46,3,0.13,-,-,6,0.25,7,0.29,-,-,-,-,5,0.21,-,-,3,0.33,-,-,1,0.1,2,0.2,-,-,3,0.3
