"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2015",,,,,,"Data collected as of July 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,513,0.1,324,,2115,0.67,9371,2.97,16651,5.28,1262,0.4,17294,5.48,3147,1,1927,0.61,92,0.03,6045,1.92,1723,0.55,5,0.01,575,0.84,3,0.01,16,0.03,143,0.3,8,0.02,24,0.05
Hokkaido,8,0.04,38,,152,1.06,591,4.13,467,3.27,88,0.62,260,1.82,132,0.92,42,0.29,4,0.03,40,0.28,110,0.77,-,-,14,0.5,-,-,-,-,10,0.43,-,-,2,0.09
Aomori,-,-,7,,10,0.24,62,1.48,153,3.64,15,0.36,146,3.48,31,0.74,20,0.48,-,-,2,0.05,1,0.02,-,-,4,0.36,-,-,-,-,4,0.67,-,-,-,-
Iwate,4,0.06,5,,34,0.85,175,4.38,178,4.45,14,0.35,83,2.08,28,0.7,24,0.6,-,-,25,0.63,4,0.1,-,-,7,0.5,-,-,-,-,4,0.21,-,-,-,-
Miyagi,6,0.06,2,,44,0.75,225,3.81,370,6.27,16,0.27,300,5.08,39,0.66,58,0.98,-,-,46,0.78,7,0.12,-,-,5,0.42,-,-,-,-,2,0.17,-,-,-,-
Akita,-,-,1,,12,0.35,60,1.76,120,3.53,6,0.18,4,0.12,13,0.38,15,0.44,2,0.06,12,0.35,5,0.15,-,-,2,0.29,-,-,-,-,1,0.13,-,-,7,0.88
Yamagata,3,0.06,1,,18,0.6,108,3.6,172,5.73,8,0.27,163,5.43,46,1.53,27,0.9,-,-,16,0.53,29,0.97,-,-,-,-,-,-,-,-,2,0.2,-,-,-,-
Fukushima,2,0.03,3,,43,0.93,120,2.61,153,3.33,15,0.33,387,8.41,88,1.91,27,0.59,-,-,37,0.8,28,0.61,-,-,6,0.5,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,2,0.02,2,,49,0.65,217,2.89,374,4.99,27,0.36,140,1.87,95,1.27,24,0.32,-,-,68,0.91,31,0.41,-,-,12,0.71,-,-,-,-,1,0.08,-,-,-,-
Tochigi,1,0.01,1,,2,0.04,123,2.56,114,2.38,9,0.19,494,10.29,69,1.44,35,0.73,-,-,42,0.88,22,0.46,-,-,5,0.42,-,-,-,-,2,0.29,-,-,-,-
Gunma,4,0.04,-,,21,0.35,198,3.3,308,5.13,24,0.4,518,8.63,85,1.42,32,0.53,2,0.03,51,0.85,25,0.42,-,-,34,2.43,-,-,-,-,4,0.5,-,-,-,-
Saitama,5,0.02,5,,173,1.07,634,3.91,975,6.02,109,0.67,1034,6.38,295,1.82,114,0.7,1,0.01,236,1.46,179,1.1,1,0.03,65,1.67,1,0.1,-,-,6,0.6,-,-,-,-
Chiba,3,0.01,3,,131,0.97,476,3.53,740,5.48,51,0.38,375,2.78,165,1.22,89,0.66,4,0.03,175,1.3,93,0.69,-,-,39,1.15,-,-,-,-,3,0.33,-,-,-,-
Tokyo,10,0.02,10,,183,0.7,833,3.19,1506,5.77,113,0.43,1533,5.87,312,1.2,184,0.7,10,0.04,328,1.26,90,0.34,-,-,30,0.79,-,-,-,-,8,0.32,2,0.08,-,-
Kanagawa,29,0.09,3,,142,0.69,539,2.62,1087,5.28,122,0.59,1255,6.09,175,0.85,143,0.69,-,-,336,1.63,75,0.36,2,0.04,45,0.94,-,-,-,-,2,0.2,-,-,-,-
Niigata,-,-,8,,90,1.53,188,3.19,327,5.54,12,0.2,200,3.39,51,0.86,44,0.75,-,-,6,0.1,22,0.37,-,-,4,0.4,-,-,-,-,-,-,1,0.08,1,0.08
Toyama,1,0.02,-,,20,0.69,65,2.24,178,6.14,12,0.41,134,4.62,2,0.07,19,0.66,-,-,37,1.28,17,0.59,-,-,4,0.57,-,-,-,-,4,0.8,-,-,-,-
Ishikawa,-,-,2,,27,0.93,70,2.41,129,4.45,6,0.21,150,5.17,14,0.48,17,0.59,1,0.03,38,1.31,38,1.31,-,-,5,0.71,-,-,-,-,1,0.2,-,-,-,-
Fukui,1,0.03,2,,7,0.32,52,2.36,125,5.68,2,0.09,330,15,6,0.27,9,0.41,-,-,73,3.32,10,0.45,1,0.33,-,-,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,-,-,-,,11,0.46,92,3.83,108,4.5,10,0.42,66,2.75,42,1.75,8,0.33,-,-,42,1.75,3,0.13,-,-,7,0.78,-,-,1,0.1,4,0.4,-,-,-,-
Nagano,10,0.11,-,,20,0.37,243,4.5,249,4.61,21,0.39,56,1.04,140,2.59,20,0.37,3,0.06,16,0.3,7,0.13,-,-,8,0.73,-,-,-,-,6,0.55,-,-,-,-
Gifu,1,0.01,-,,43,0.81,54,1.02,224,4.23,8,0.15,27,0.51,57,1.08,19,0.36,-,-,98,1.85,6,0.11,-,-,-,-,-,-,-,-,12,2.4,-,-,-,-
Shizuoka,8,0.06,2,,63,0.71,430,4.83,579,6.51,30,0.34,442,4.97,87,0.98,65,0.73,21,0.24,187,2.1,30,0.34,-,-,5,0.23,-,-,-,-,10,1,2,0.2,-,-
