"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2018",,,,,,"Data collected as of February 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,997096,201.84,7275,2.31,4914,1.56,34012,10.79,79139,25.1,5253,1.67,3097,0.98,1198,0.38,4878,1.55,294,0.09,2677,0.85,35,0.05,2350,3.37,46,0.1,52,0.11,511,1.07,20,0.04,133,0.28
Hokkaido,24219,109.59,685,4.96,404,2.93,2684,19.45,1318,9.55,267,1.93,46,0.33,17,0.12,129,0.93,5,0.04,37,0.27,-,-,70,2.41,1,0.04,2,0.09,24,1.04,-,-,8,0.35
Aomori,10450,160.77,54,1.29,40,0.95,338,8.05,612,14.57,67,1.6,128,3.05,4,0.1,58,1.38,14,0.33,108,2.57,-,-,17,1.55,1,0.17,1,0.17,16,2.67,-,-,5,0.83
Iwate,11271,173.4,125,3.13,56,1.4,785,19.63,773,19.33,73,1.83,84,2.1,45,1.13,66,1.65,1,0.03,144,3.6,-,-,34,2.43,3,0.16,-,-,34,1.79,2,0.11,-,-
Miyagi,15985,168.26,186,3.15,88,1.49,827,14.02,1296,21.97,135,2.29,78,1.32,12,0.2,111,1.88,7,0.12,19,0.32,1,0.08,19,1.58,-,-,-,-,21,1.75,-,-,2,0.17
Akita,7759,146.4,68,2,39,1.15,194,5.71,440,12.94,40,1.18,19,0.56,3,0.09,36,1.06,7,0.21,52,1.53,2,0.29,8,1.14,-,-,-,-,64,8,-,-,1,0.13
Yamagata,7217,153.55,95,3.28,86,2.97,649,22.38,664,22.9,98,3.38,110,3.79,25,0.86,54,1.86,10,0.34,20,0.69,-,-,6,0.75,2,0.2,1,0.1,24,2.4,-,-,3,0.3
Fukushima,15137,196.58,160,3.48,84,1.83,576,12.52,576,12.52,76,1.65,75,1.63,35,0.76,112,2.43,6,0.13,56,1.22,-,-,104,8.67,1,0.14,-,-,5,0.71,1,0.14,1,0.14
Ibaraki,24708,205.9,158,2.11,106,1.41,958,12.77,1547,20.63,119,1.59,37,0.49,19,0.25,59,0.79,7,0.09,25,0.33,1,0.06,112,6.59,1,0.08,2,0.15,19,1.46,-,-,-,-
Tochigi,12098,159.18,85,1.77,37,0.77,235,4.9,645,13.44,78,1.63,32,0.67,63,1.31,78,1.63,1,0.02,12,0.25,-,-,69,5.75,-,-,-,-,14,2,-,-,-,-
Gunma,17013,193.33,71,1.31,156,2.89,677,12.54,1438,26.63,94,1.74,38,0.7,21,0.39,91,1.69,8,0.15,79,1.46,1,0.07,97,6.47,-,-,-,-,19,2.11,-,-,3,0.33
Saitama,62022,244.18,283,1.76,211,1.31,2198,13.65,4660,28.94,331,2.06,48,0.3,115,0.71,268,1.66,9,0.06,62,0.39,4,0.1,121,3.03,-,-,2,0.2,9,0.9,1,0.1,1,0.1
Chiba,49770,233.66,162,1.21,152,1.13,1670,12.46,3349,24.99,200,1.49,62,0.46,31,0.23,163,1.22,6,0.04,74,0.55,3,0.09,112,3.2,3,0.33,5,0.56,5,0.56,1,0.11,1,0.11
Tokyo,79019,191.79,345,1.33,274,1.05,2770,10.65,7227,27.8,423,1.63,101,0.39,160,0.62,480,1.85,9,0.03,92,0.35,-,-,74,1.95,2,0.08,3,0.12,6,0.24,5,0.2,8,0.32
Kanagawa,75786,219.03,179,0.83,219,1.02,2048,9.53,5231,24.33,419,1.95,105,0.49,357,1.66,328,1.53,10,0.05,145,0.67,2,0.04,384,7.53,1,0.09,1,0.09,6,0.55,-,-,6,0.55
Niigata,15743,174.92,146,2.56,253,4.44,799,14.02,1142,20.04,156,2.74,65,1.14,46,0.81,111,1.95,10,0.18,121,2.12,2,0.2,62,6.2,-,-,-,-,13,1,-,-,1,0.08
Toyama,6264,130.5,73,2.52,183,6.31,249,8.59,874,30.14,59,2.03,64,2.21,1,0.03,47,1.62,2,0.07,10,0.34,-,-,10,1.43,1,0.2,-,-,10,2,-,-,1,0.2
Ishikawa,6642,138.38,65,2.24,116,4,531,18.31,731,25.21,106,3.66,25,0.86,19,0.66,52,1.79,-,-,15,0.52,-,-,13,1.86,1,0.2,1,0.2,19,3.8,-,-,1,0.2
Fukui,6648,207.75,33,1.5,32,1.45,411,18.68,886,40.27,17,0.77,47,2.14,1,0.05,38,1.73,4,0.18,8,0.36,-,-,2,0.67,2,0.33,-,-,1,0.17,1,0.17,-,-
Yamanashi,8601,209.78,41,1.71,15,0.63,215,8.96,612,25.5,29,1.21,25,1.04,3,0.13,8,0.33,1,0.04,17,0.71,-,-,21,2.33,-,-,-,-,7,0.7,1,0.1,1,0.1
Nagano,17007,197.76,144,2.72,26,0.49,577,10.89,1263,23.83,94,1.77,48,0.91,8,0.15,57,1.08,4,0.08,62,1.17,2,0.18,24,2.18,-,-,-,-,9,0.82,-,-,1,0.09
Gifu,14950,173.84,90,1.73,88,1.69,240,4.62,1014,19.5,40,0.77,47,0.9,3,0.06,58,1.12,-,-,57,1.1,-,-,18,1.64,1,0.2,-,-,8,1.6,-,-,2,0.4
Shizuoka,32068,230.71,129,1.45,84,0.94,766,8.61,2413,27.11,72,0.81,20,0.22,11,0.12,100,1.12,2,0.02,125,1.4,-,-,88,4,-,-,2,0.2,6,0.6,1,0.1,1,0.1
Aichi,46490,238.41,301,1.65,187,1.03,1446,7.95,4581,25.17,255,1.4,99,0.54,28,0.15,220,1.21,10,0.05,128,0.7,1,0.03,86,2.46,1,0.07,-,-,16,1.07,1,0.07,4,0.27
Mie,16032,222.67,165,3.67,100,2.22,390,8.67,1310,29.11,53,1.18,19,0.42,2,0.04,78,1.73,5,0.11,20,0.44,-,-,6,0.5,2,0.22,2,0.22,5,0.56,1,0.11,-,-
Shiga,9396,180.69,50,1.61,30,0.97,173,5.58,494,15.94,44,1.42,26,0.84,4,0.13,30,0.97,6,0.19,41,1.32,-,-,14,1.75,1,0.14,1,0.14,-,-,-,-,2,0.29
Kyoto,21811,173.1,109,1.42,56,0.73,428,5.56,1635,21.23,79,1.03,50,0.65,5,0.06,84,1.09,10,0.13,33,0.43,1,0.06,22,1.22,-,-,-,-,14,2,-,-,-,-
Osaka,50603,166.46,734,3.71,192,0.97,1626,8.21,4701,23.74,289,1.46,61,0.31,60,0.3,270,1.36,26,0.13,122,0.62,1,0.02,84,1.62,-,-,3,0.18,9,0.53,1,0.06,9,0.53
Hyogo,37045,186.16,439,3.4,210,1.63,780,6.05,3455,26.78,202,1.57,52,0.4,17,0.13,164,1.27,9,0.07,60,0.47,3,0.09,80,2.29,8,0.57,5,0.36,14,1,1,0.07,8,0.57
Nara,9171,169.83,126,3.71,31,0.91,271,7.97,826,24.29,59,1.74,15,0.44,5,0.15,53,1.56,7,0.21,17,0.5,-,-,11,1.1,-,-,1,0.17,5,0.83,-,-,6,1
Wakayama,8268,168.73,82,2.73,66,2.2,133,4.43,547,18.23,29,0.97,5,0.17,3,0.1,42,1.4,6,0.2,33,1.1,1,0.25,8,2,-,-,2,0.18,7,0.64,-,-,11,1
Tottori,5638,194.41,20,1.05,30,1.58,613,32.26,382,20.11,28,1.47,19,1,1,0.05,26,1.37,2,0.11,1,0.05,-,-,4,0.8,1,0.2,1,0.2,2,0.4,-,-,1,0.2
Shimane,5277,138.87,31,1.35,27,1.17,335,14.57,558,24.26,17,0.74,37,1.61,1,0.04,42,1.83,2,0.09,39,1.7,-,-,2,0.67,-,-,1,0.13,4,0.5,-,-,3,0.38
Okayama,14652,174.43,72,1.33,53,0.98,426,7.89,1633,30.24,46,0.85,39,0.72,5,0.09,82,1.52,2,0.04,18,0.33,4,0.33,26,2.17,1,0.2,-,-,3,0.6,-,-,-,-
Hiroshima,19274,169.07,127,1.79,129,1.82,698,9.83,2247,31.65,103,1.45,52,0.73,9,0.13,89,1.25,6,0.08,29,0.41,2,0.11,59,3.11,2,0.1,-,-,9,0.43,-,-,20,0.95
Yamaguchi,14422,212.09,311,6.48,73,1.52,537,11.19,1198,24.96,58,1.21,31,0.65,3,0.06,83,1.73,1,0.02,66,1.38,-,-,30,3.33,-,-,2,0.22,5,0.56,-,-,4,0.44
Tokushima,6086,164.49,90,3.91,46,2,192,8.35,519,22.57,23,1,24,1.04,7,0.3,65,2.83,4,0.17,42,1.83,-,-,8,2,-,-,-,-,-,-,-,-,-,-
Kagawa,8633,183.68,58,2.07,46,1.64,264,9.43,816,29.14,33,1.18,33,1.18,1,0.04,52,1.86,10,0.36,21,0.75,1,0.2,13,2.6,-,-,-,-,6,1.2,-,-,1,0.2
Ehime,12221,200.34,76,2.05,21,0.57,609,16.46,1273,34.41,33,0.89,20,0.54,2,0.05,79,2.14,4,0.11,57,1.54,-,-,57,7.13,-,-,-,-,18,3,-,-,1,0.17
Kochi,11253,234.44,63,2.1,15,0.5,212,7.07,448,14.93,34,1.13,64,2.13,6,0.2,38,1.27,1,0.03,1,0.03,-,-,4,1.33,-,-,-,-,7,0.88,3,0.38,1,0.13
Fukuoka,60771,306.92,320,2.67,202,1.68,1958,16.32,3743,31.19,311,2.59,259,2.16,17,0.14,298,2.48,9,0.08,120,1,-,-,122,4.69,3,0.2,1,0.07,15,1,-,-,1,0.07
