"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2018",,,,,,"Data collected as of October 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,848,0.17,4965,1.58,947,0.3,4631,1.47,10572,3.35,739,0.23,3404,1.08,1421,0.45,1367,0.43,2635,0.84,395,0.13,3,0,698,1.01,11,0.02,14,0.03,144,0.3,3,0.01,4,0.01
Hokkaido,4,0.02,108,0.77,31,0.22,303,2.16,160,1.14,40,0.29,164,1.17,13,0.09,54,0.39,109,0.78,8,0.06,-,-,12,0.43,-,-,-,-,10,0.43,-,-,-,-
Aomori,5,0.08,25,0.6,11,0.26,30,0.71,79,1.88,4,0.1,58,1.38,2,0.05,10,0.24,20,0.48,11,0.26,-,-,3,0.27,-,-,-,-,12,2,-,-,-,-
Iwate,7,0.11,61,1.53,3,0.08,66,1.65,87,2.18,5,0.13,68,1.7,20,0.5,17,0.43,73,1.83,9,0.23,-,-,5,0.36,-,-,-,-,5,0.26,1,0.05,-,-
Miyagi,23,0.24,70,1.19,11,0.19,94,1.59,188,3.19,20,0.34,105,1.78,147,2.49,23,0.39,75,1.27,4,0.07,-,-,2,0.17,-,-,-,-,1,0.08,-,-,-,-
Akita,1,0.02,40,1.14,6,0.17,26,0.74,54,1.54,5,0.14,18,0.51,-,-,6,0.17,18,0.51,-,-,-,-,1,0.14,-,-,-,-,17,2.13,-,-,-,-
Yamagata,5,0.1,97,3.23,7,0.23,57,1.9,78,2.6,6,0.2,17,0.57,14,0.47,18,0.6,77,2.57,3,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukushima,18,0.22,76,1.52,5,0.1,65,1.3,99,1.98,12,0.24,27,0.54,12,0.24,33,0.66,111,2.22,4,0.08,-,-,15,1.15,-,-,-,-,-,-,-,-,-,-
Ibaraki,9,0.08,104,1.39,18,0.24,94,1.25,196,2.61,18,0.24,50,0.67,18,0.24,24,0.32,41,0.55,4,0.05,-,-,14,0.82,-,-,-,-,9,0.69,-,-,-,-
Tochigi,7,0.09,89,1.85,6,0.13,68,1.42,66,1.38,6,0.13,24,0.5,16,0.33,18,0.38,33,0.69,4,0.08,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-
Gunma,1,0.01,105,1.94,15,0.28,76,1.41,161,2.98,2,0.04,23,0.43,16,0.3,24,0.44,64,1.19,7,0.13,-,-,16,1.07,-,-,-,-,3,0.33,-,-,-,-
Saitama,35,0.14,289,1.76,50,0.3,374,2.28,719,4.38,47,0.29,210,1.28,134,0.82,74,0.45,102,0.62,19,0.12,-,-,46,1.15,-,-,1,0.09,2,0.18,-,-,-,-
Chiba,51,0.24,120,0.9,62,0.46,243,1.81,347,2.59,30,0.22,190,1.42,92,0.69,61,0.46,114,0.85,17,0.13,-,-,36,1.06,-,-,2,0.25,3,0.38,-,-,-,-
Tokyo,100,0.24,336,1.3,55,0.21,405,1.57,1067,4.14,56,0.22,483,1.87,339,1.31,135,0.52,168,0.65,30,0.12,-,-,25,0.66,-,-,-,-,4,0.16,-,-,-,-
Kanagawa,84,0.26,162,0.78,47,0.22,297,1.42,720,3.44,79,0.38,269,1.29,297,1.42,110,0.53,176,0.84,27,0.13,-,-,108,2.25,-,-,-,-,-,-,-,-,-,-
Niigata,18,0.2,104,1.82,41,0.72,103,1.81,155,2.72,11,0.19,42,0.74,46,0.81,29,0.51,38,0.67,8,0.14,-,-,8,0.8,-,-,-,-,2,0.15,-,-,-,-
Toyama,4,0.08,99,3.41,6,0.21,29,1,111,3.83,3,0.1,23,0.79,2,0.07,5,0.17,48,1.66,4,0.14,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,8,0.17,64,2.21,13,0.45,56,1.93,139,4.79,6,0.21,15,0.52,1,0.03,18,0.62,25,0.86,1,0.03,-,-,8,1.14,-,-,-,-,7,1.4,-,-,-,-
Fukui,-,-,38,1.73,7,0.32,37,1.68,75,3.41,9,0.41,15,0.68,3,0.14,15,0.68,11,0.5,3,0.14,-,-,1,0.33,-,-,-,-,4,0.67,-,-,-,-
Yamanashi,1,0.02,58,2.42,1,0.04,28,1.17,55,2.29,4,0.17,7,0.29,13,0.54,8,0.33,12,0.5,1,0.04,-,-,9,1,1,0.1,1,0.1,4,0.4,1,0.1,-,-
