"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2015",,,,,,"Data collected as of September 9, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,309,0.06,2083,,1116,0.35,4567,1.45,10723,3.4,767,0.24,16092,5.1,1814,0.58,1878,0.6,66,0.02,3777,1.2,1522,0.48,6,0.01,745,1.08,6,0.01,36,0.08,236,0.5,11,0.02,3,0.01
Hokkaido,11,0.05,78,,47,0.33,402,2.83,191,1.35,15,0.11,960,6.76,68,0.48,50,0.35,-,-,339,2.39,70,0.49,-,-,10,0.36,-,-,-,-,16,0.7,-,-,1,0.04
Aomori,-,-,30,,9,0.21,35,0.83,58,1.38,6,0.14,477,11.36,11,0.26,16,0.38,-,-,72,1.71,4,0.1,-,-,6,0.55,-,-,1,0.17,5,0.83,-,-,-,-
Iwate,1,0.02,44,,8,0.2,83,2.08,114,2.85,14,0.35,373,9.33,28,0.7,14,0.35,-,-,72,1.8,4,0.1,-,-,5,0.36,-,-,-,-,6,0.32,-,-,-,-
Miyagi,-,-,47,,7,0.12,107,1.81,147,2.49,11,0.19,717,12.15,18,0.31,47,0.8,-,-,125,2.12,6,0.1,-,-,4,0.33,1,0.08,-,-,5,0.42,-,-,-,-
Akita,-,-,4,,9,0.26,28,0.8,67,1.91,6,0.17,313,8.94,16,0.46,6,0.17,-,-,40,1.14,3,0.09,-,-,6,0.86,-,-,-,-,6,0.75,-,-,-,-
Yamagata,-,-,39,,12,0.4,53,1.77,87,2.9,5,0.17,382,12.73,35,1.17,27,0.9,1,0.03,148,4.93,35,1.17,-,-,1,0.13,-,-,-,-,1,0.1,-,-,-,-
Fukushima,1,0.01,44,,8,0.17,70,1.52,66,1.43,12,0.26,299,6.5,38,0.83,41,0.89,-,-,57,1.24,19,0.41,-,-,19,1.58,-,-,1,0.14,2,0.29,1,0.14,-,-
Ibaraki,21,0.18,15,,12,0.16,75,1,265,3.53,11,0.15,341,4.55,73,0.97,29,0.39,1,0.01,57,0.76,46,0.61,-,-,18,1.06,-,-,-,-,-,-,-,-,-,-
