"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2014",,,,,,"Data collected as of September 3, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,123,0.03,1234,,1301,0.41,2612,0.83,10308,3.28,1315,0.42,3244,1.03,447,0.14,2009,0.64,62,0.02,7079,2.25,944,0.3,7,0.01,506,0.74,6,0.01,22,0.05,113,0.24,5,0.01,5,0.01
Hokkaido,1,0,37,,60,0.42,191,1.34,281,1.97,42,0.29,184,1.29,8,0.06,65,0.45,-,-,483,3.38,31,0.22,-,-,10,0.36,1,0.04,-,-,10,0.43,-,-,-,-
Aomori,-,-,4,,8,0.19,40,0.95,66,1.57,11,0.26,19,0.45,16,0.38,16,0.38,-,-,147,3.5,3,0.07,-,-,-,-,-,-,-,-,3,0.5,-,-,-,-
Iwate,1,0.02,5,,2,0.05,33,0.83,128,3.2,16,0.4,70,1.75,12,0.3,22,0.55,-,-,267,6.68,8,0.2,-,-,4,0.29,-,-,-,-,16,0.84,-,-,-,-
Miyagi,-,-,8,,13,0.22,56,0.97,140,2.41,23,0.4,21,0.36,39,0.67,55,0.95,-,-,333,5.74,12,0.21,-,-,14,1.17,-,-,-,-,4,0.33,-,-,-,-
Akita,-,-,3,,8,0.23,20,0.57,47,1.34,5,0.14,9,0.26,2,0.06,10,0.29,-,-,143,4.09,6,0.17,3,0.43,2,0.29,-,-,-,-,3,0.38,-,-,-,-
Yamagata,-,-,7,,5,0.17,27,0.93,90,3.1,10,0.34,27,0.93,6,0.21,17,0.59,3,0.1,198,6.83,12,0.41,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Fukushima,-,-,11,,25,0.56,30,0.67,61,1.36,23,0.51,30,0.67,12,0.27,26,0.58,-,-,312,6.93,65,1.44,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
Ibaraki,-,-,4,,16,0.21,59,0.79,284,3.79,18,0.24,35,0.47,-,-,25,0.33,1,0.01,178,2.37,9,0.12,1,0.06,15,0.88,-,-,-,-,-,-,-,-,1,0.08
Tochigi,-,-,12,,16,0.33,25,0.52,48,1,26,0.54,26,0.54,3,0.06,36,0.75,-,-,124,2.58,11,0.23,-,-,10,0.83,-,-,-,-,4,0.57,-,-,-,-
Gunma,-,-,2,,74,1.25,50,0.85,245,4.15,9,0.15,70,1.19,3,0.05,48,0.81,1,0.02,189,3.2,7,0.12,-,-,46,3.29,-,-,1,0.13,-,-,-,-,-,-
Saitama,2,0.01,40,,49,0.31,137,0.87,585,3.7,53,0.34,197,1.25,20,0.13,119,0.75,4,0.03,346,2.19,46,0.29,1,0.02,21,0.5,-,-,2,0.2,-,-,-,-,-,-
Chiba,-,-,22,,30,0.23,93,0.71,325,2.48,29,0.22,111,0.85,23,0.18,74,0.56,2,0.02,193,1.47,65,0.5,1,0.03,25,0.76,-,-,2,0.22,1,0.11,-,-,-,-
Tokyo,6,0.01,79,,105,0.41,201,0.78,829,3.21,104,0.4,262,1.02,67,0.26,167,0.65,4,0.02,470,1.82,110,0.43,-,-,28,0.72,-,-,2,0.08,5,0.2,-,-,-,-
Kanagawa,5,0.02,41,,41,0.2,111,0.54,590,2.89,76,0.37,172,0.84,94,0.46,162,0.79,1,0,390,1.91,47,0.23,-,-,41,1,-,-,1,0.1,9,0.9,-,-,-,-
Niigata,-,-,37,,26,0.43,60,0.98,107,1.75,41,0.67,60,0.98,33,0.54,44,0.72,1,0.02,475,7.79,8,0.13,-,-,6,0.6,-,-,-,-,1,0.08,-,-,-,-
Toyama,-,-,2,,10,0.34,22,0.76,120,4.14,4,0.14,8,0.28,6,0.21,19,0.66,-,-,27,0.93,6,0.21,-,-,2,0.29,-,-,-,-,5,1,-,-,-,-
Ishikawa,-,-,-,,19,0.66,15,0.52,72,2.48,12,0.41,133,4.59,6,0.21,17,0.59,-,-,34,1.17,14,0.48,-,-,3,0.43,-,-,-,-,3,0.6,-,-,-,-
Fukui,1,0.03,16,,2,0.09,26,1.18,105,4.77,41,1.86,29,1.32,1,0.05,10,0.45,-,-,35,1.59,20,0.91,-,-,1,0.33,1,0.17,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,-,,11,0.46,11,0.46,43,1.79,7,0.29,15,0.63,1,0.04,13,0.54,8,0.33,36,1.5,3,0.13,-,-,13,1.44,-,-,-,-,1,0.1,-,-,-,-
Nagano,-,-,2,,33,0.61,73,1.35,196,3.63,25,0.46,58,1.07,3,0.06,32,0.59,-,-,327,6.06,6,0.11,-,-,9,0.82,-,-,-,-,7,0.64,-,-,-,-
Gifu,1,0.01,8,,33,0.62,39,0.74,115,2.17,17,0.32,63,1.19,4,0.08,28,0.53,-,-,67,1.26,4,0.08,-,-,4,0.36,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,-,-,10,,60,0.67,74,0.83,252,2.83,25,0.28,67,0.75,15,0.17,45,0.51,3,0.03,385,4.33,16,0.18,-,-,30,1.36,1,0.1,-,-,5,0.5,-,-,-,-
Aichi,2,0.01,52,,67,0.37,116,0.64,590,3.26,76,0.42,155,0.86,8,0.04,97,0.54,-,-,288,1.59,36,0.2,-,-,10,0.29,-,-,-,-,2,0.14,1,0.07,-,-
Mie,1,0.01,3,,29,0.64,28,0.62,190,4.22,21,0.47,79,1.76,3,0.07,40,0.89,1,0.02,83,1.84,9,0.2,-,-,5,0.42,-,-,-,-,2,0.22,2,0.22,-,-
Shiga,6,0.11,8,,9,0.28,19,0.59,115,3.59,13,0.41,7,0.22,-,-,18,0.56,-,-,42,1.31,3,0.09,-,-,2,0.25,-,-,-,-,1,0.14,-,-,-,-
Kyoto,-,-,11,,70,0.95,34,0.46,216,2.92,36,0.49,43,0.58,4,0.05,26,0.35,3,0.04,57,0.77,28,0.38,-,-,17,0.94,-,-,-,-,-,-,-,-,-,-
Osaka,9,0.03,161,,138,0.69,178,0.89,670,3.37,93,0.47,69,0.35,12,0.06,122,0.61,7,0.04,166,0.83,31,0.16,1,0.02,23,0.44,1,0.06,-,-,2,0.12,-,-,-,-
Hyogo,2,0.01,19,,45,0.35,68,0.54,591,4.65,41,0.32,55,0.43,11,0.09,88,0.69,-,-,185,1.46,21,0.17,-,-,30,0.86,-,-,-,-,-,-,-,-,-,-
Nara,-,-,6,,25,0.74,19,0.56,58,1.71,7,0.21,12,0.35,4,0.12,22,0.65,-,-,24,0.71,7,0.21,-,-,7,0.78,-,-,-,-,-,-,-,-,-,-
Wakayama,-,-,21,,5,0.16,15,0.48,64,2.06,6,0.19,7,0.23,-,-,13,0.42,1,0.03,44,1.42,1,0.03,-,-,6,1.5,-,-,2,0.18,2,0.18,-,-,-,-
Tottori,-,-,8,,5,0.26,25,1.32,61,3.21,12,0.63,1,0.05,2,0.11,13,0.68,4,0.21,28,1.47,4,0.21,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Shimane,4,0.11,22,,9,0.39,33,1.43,104,4.52,10,0.43,7,0.3,1,0.04,18,0.78,-,-,36,1.57,8,0.35,-,-,-,-,-,-,1,0.13,1,0.13,-,-,-,-
Okayama,5,0.06,4,,11,0.2,46,0.85,324,6,17,0.31,32,0.59,1,0.02,36,0.67,1,0.02,64,1.19,13,0.24,-,-,6,0.5,-,-,-,-,-,-,-,-,-,-
