"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11th week, 2017",,,,,,"Data collected as of March 22, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,50976,10.33,690,,1224,0.39,8188,2.6,18275,5.8,1178,0.37,358,0.11,229,0.07,1368,0.43,27,0.01,70,0.02,1940,0.62,8,0.01,315,0.46,10,0.02,19,0.04,135,0.28,5,0.01,278,0.59
Hokkaido,2839,12.62,34,,61,0.43,808,5.69,485,3.42,58,0.41,6,0.04,7,0.05,33,0.23,2,0.01,3,0.02,76,0.54,-,-,8,0.28,1,0.04,3,0.13,8,0.35,-,-,4,0.17
Aomori,681,10.48,3,,7,0.17,103,2.45,117,2.79,9,0.21,6,0.14,10,0.24,16,0.38,-,-,-,-,7,0.17,-,-,3,0.27,-,-,-,-,1,0.17,-,-,3,0.5
Iwate,622,9.87,5,,99,2.61,109,2.87,142,3.74,-,-,-,-,7,0.18,17,0.45,-,-,-,-,31,0.82,-,-,3,0.21,-,-,-,-,7,0.37,-,-,3,0.16
Miyagi,1125,11.84,7,,32,0.54,148,2.51,235,3.98,34,0.58,-,-,-,-,27,0.46,-,-,-,-,12,0.2,-,-,2,0.17,-,-,-,-,3,0.25,-,-,5,0.42
Akita,717,13.28,3,,1,0.03,66,1.89,91,2.6,-,-,35,1,1,0.03,6,0.17,-,-,1,0.03,1,0.03,-,-,1,0.14,-,-,-,-,5,0.63,-,-,4,0.5
Yamagata,560,11.67,11,,8,0.27,202,6.73,74,2.47,16,0.53,1,0.03,1,0.03,21,0.7,1,0.03,-,-,20,0.67,-,-,7,0.88,-,-,1,0.1,4,0.4,-,-,3,0.3
Fukushima,1595,20.71,7,,9,0.2,130,2.83,194,4.22,19,0.41,-,-,12,0.26,23,0.5,-,-,-,-,11,0.24,-,-,8,0.67,-,-,-,-,2,0.29,-,-,20,2.86
Ibaraki,1361,11.34,9,,20,0.27,198,2.64,331,4.41,36,0.48,1,0.01,4,0.05,18,0.24,-,-,1,0.01,16,0.21,2,0.12,11,0.65,-,-,-,-,3,0.23,-,-,8,0.62
Tochigi,844,11.11,5,,11,0.23,59,1.23,147,3.06,31,0.65,-,-,2,0.04,19,0.4,-,-,-,-,10,0.21,-,-,4,0.33,-,-,-,-,2,0.29,-,-,6,0.86
Gunma,895,9.42,2,,18,0.31,173,2.98,387,6.67,10,0.17,8,0.14,12,0.21,30,0.52,-,-,2,0.03,35,0.6,-,-,3,0.21,-,-,-,-,5,0.63,-,-,24,3
Saitama,3042,12.42,12,,37,0.24,514,3.27,1166,7.43,84,0.54,8,0.05,7,0.04,80,0.51,1,0.01,4,0.03,69,0.44,-,-,14,0.37,1,0.1,-,-,3,0.3,-,-,10,1
Chiba,2154,10.16,17,,32,0.24,480,3.61,877,6.59,67,0.5,7,0.05,5,0.04,43,0.32,1,0.01,-,-,38,0.29,1,0.03,17,0.53,1,0.11,-,-,1,0.11,-,-,7,0.78
Tokyo,4217,10.24,36,,58,0.22,619,2.39,2104,8.12,83,0.32,10,0.04,17,0.07,138,0.53,1,0,3,0.01,64,0.25,1,0.03,12,0.32,-,-,-,-,8,0.32,1,0.04,16,0.64
Kanagawa,3531,10.48,29,,37,0.18,440,2.09,1507,7.14,84,0.4,7,0.03,17,0.08,101,0.48,-,-,4,0.02,107,0.51,1,0.02,75,1.6,-,-,1,0.1,2,0.2,-,-,12,1.2
Niigata,1208,13.13,9,,32,0.55,194,3.34,310,5.34,11,0.19,5,0.09,18,0.31,25,0.43,-,-,1,0.02,97,1.67,-,-,7,0.7,-,-,-,-,4,0.31,-,-,3,0.23
Toyama,479,9.98,12,,11,0.38,67,2.31,148,5.1,16,0.55,1,0.03,-,-,11,0.38,-,-,-,-,36,1.24,1,0.14,21,3,-,-,-,-,1,0.2,-,-,3,0.6
