"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2012",,,,,,"Data collected as of August 29, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1090,0.22,1164,,1035,0.33,2160,0.69,9148,2.94,1653,0.53,2041,0.66,267,0.09,2117,0.68,91,0.03,3754,1.2,1200,0.39,8,0.01,448,0.66,11,0.02,28,0.06,458,0.98,18,0.04
Hokkaido,3,0.01,29,,61,0.43,175,1.22,224,1.57,81,0.57,104,0.73,9,0.06,74,0.52,4,0.03,212,1.48,22,0.15,-,-,10,0.34,-,-,-,-,11,0.48,-,-
Aomori,-,-,14,,8,0.2,19,0.46,45,1.1,10,0.24,178,4.34,-,-,15,0.37,2,0.05,76,1.85,15,0.37,1,0.09,6,0.55,-,-,-,-,16,2.67,-,-
Iwate,1,0.02,13,,13,0.33,29,0.73,83,2.08,8,0.2,81,2.03,19,0.48,33,0.83,1,0.03,52,1.3,53,1.33,-,-,9,0.64,-,-,-,-,23,1.21,-,-
Miyagi,1,0.01,25,,11,0.19,48,0.83,259,4.47,23,0.4,191,3.29,7,0.12,53,0.91,-,-,83,1.43,46,0.79,-,-,-,-,1,0.08,-,-,24,2,-,-
Akita,-,-,28,,8,0.23,12,0.34,96,2.74,4,0.11,41,1.17,1,0.03,17,0.49,-,-,61,1.74,7,0.2,1,0.14,4,0.57,-,-,-,-,6,0.75,-,-
Yamagata,-,-,8,,3,0.1,29,0.97,74,2.47,18,0.6,72,2.4,2,0.07,16,0.53,1,0.03,93,3.1,25,0.83,-,-,1,0.13,1,0.1,1,0.1,8,0.8,-,-
Fukushima,2,0.03,33,,9,0.19,20,0.42,68,1.42,23,0.48,87,1.81,2,0.04,38,0.79,1,0.02,33,0.69,5,0.1,-,-,7,0.58,1,0.14,-,-,7,1,2,0.29
Ibaraki,2,0.02,6,,10,0.13,36,0.48,147,1.96,32,0.43,37,0.49,1,0.01,26,0.35,3,0.04,38,0.51,18,0.24,-,-,25,1.47,-,-,-,-,15,1.15,-,-
